grad(p):0,grad(p):1,grad(p):2
-1.40E-05,3.17E-05,2.75E-20
-1.45E-05,2.97E-05,8.88E-22
-1.50E-05,2.77E-05,2.95E-20
-1.55E-05,2.58E-05,-3.09E-20
-1.59E-05,2.40E-05,1.03E-21
-1.62E-05,2.23E-05,-5.48E-22
-1.65E-05,2.06E-05,0
-1.67E-05,1.91E-05,-6.12E-22
-1.69E-05,1.76E-05,-2.12E-20
-1.71E-05,1.62E-05,6.54E-22
-1.73E-05,1.48E-05,1.07E-20
-1.74E-05,1.36E-05,2.52E-20
-1.75E-05,1.23E-05,-1.35E-20
-1.76E-05,1.12E-05,2.24E-22
-1.77E-05,1.00E-05,-1.62E-20
-1.78E-05,8.83E-06,1.73E-20
-1.79E-05,7.64E-06,-8.89E-21
-1.80E-05,6.41E-06,9.70E-21
-1.80E-05,5.16E-06,0
-1.81E-05,3.94E-06,-3.45E-22
-1.82E-05,2.69E-06,6.16E-21
-1.82E-05,1.52E-06,-6.44E-21
-1.83E-05,4.28E-07,-6.84E-21
-1.83E-05,-6.79E-07,7.63E-21
-1.83E-05,-1.51E-06,0
-1.84E-05,-1.56E-06,-1.37E-22
-1.84E-05,-5.61E-07,0
9.32E-05,-3.05E-05,-5.05E-19
6.87E-05,-5.58E-05,4.65E-19
8.01E-05,-4.71E-05,4.27E-19
9.10E-05,-3.79E-05,-3.94E-19
9.75E-05,-3.22E-05,-3.63E-19
0.00010268,-2.72E-05,2.76E-22
0.0001079,-2.15E-05,3.09E-19
0.00011328,-1.48E-05,-2.72E-22
0.00011858,-7.43E-06,0
0.00012358,5.56E-07,-2.45E-19
0.00012834,9.19E-06,-4.94E-22
0.00013276,1.81E-05,3.31E-22
0.00013639,2.65E-05,7.61E-23
0.00013892,3.32E-05,1.84E-19
0.00014018,3.73E-05,8.55E-20
0.00014019,3.79E-05,-8.10E-20
0.00013921,3.47E-05,-7.59E-20
0.00013773,2.85E-05,1.42E-19
0.00013624,2.02E-05,-6.73E-20
0.00013502,1.16E-05,6.20E-20
0.00013409,4.33E-06,-5.92E-20
0.00013321,-1.34E-07,0
0.00013191,-1.02E-06,-5.26E-20
0.00012964,1.73E-06,9.95E-20
0.00012604,7.53E-06,-4.64E-20
0.00012085,1.53E-05,6.89E-22
0.00011415,2.41E-05,0
0.00010619,3.28E-05,-4.15E-20
9.73E-05,4.08E-05,3.91E-20
8.79E-05,4.78E-05,0
7.84E-05,5.35E-05,-3.58E-20
6.90E-05,5.79E-05,-6.49E-22
6.01E-05,6.11E-05,-6.79E-22
5.16E-05,6.32E-05,7.36E-20
4.38E-05,6.44E-05,-3.68E-20
3.66E-05,6.48E-05,-3.51E-20
3.01E-05,6.45E-05,3.66E-20
2.43E-05,6.37E-05,1.12E-21
1.91E-05,6.24E-05,-3.66E-20
1.46E-05,6.08E-05,3.63E-20
1.06E-05,5.89E-05,3.74E-20
7.08E-06,5.68E-05,-7.64E-20
4.04E-06,5.46E-05,7.78E-20
1.41E-06,5.22E-05,-3.76E-20
-8.62E-07,4.98E-05,-1.26E-21
-2.83E-06,4.74E-05,0
-4.51E-06,4.49E-05,2.26E-20
-5.97E-06,4.25E-05,-2.31E-20
-7.23E-06,4.01E-05,-2.27E-20
-8.32E-06,3.78E-05,2.48E-20
-9.27E-06,3.56E-05,0
-1.01E-05,3.34E-05,2.55E-20
-1.08E-05,3.13E-05,1.51E-22
-1.15E-05,2.93E-05,-2.86E-20
-1.21E-05,2.74E-05,0
-1.26E-05,2.55E-05,0
-1.30E-05,2.37E-05,-1.01E-21
-1.34E-05,2.20E-05,-1.71E-20
-1.37E-05,2.04E-05,3.61E-20
-1.40E-05,1.89E-05,-1.97E-20
-1.42E-05,1.74E-05,-6.34E-22
-1.44E-05,1.60E-05,2.10E-20
-1.46E-05,1.46E-05,-2.16E-20
-1.48E-05,1.34E-05,-1.23E-20
-1.49E-05,1.22E-05,1.39E-20
-1.50E-05,1.10E-05,-4.40E-22
-1.51E-05,9.82E-06,-1.51E-20
-1.52E-05,8.66E-06,1.56E-20
-1.53E-05,7.45E-06,2.69E-22
-1.54E-05,6.24E-06,0
-1.55E-05,4.96E-06,0
-1.55E-05,3.67E-06,-1.05E-20
-1.56E-05,2.48E-06,1.15E-20
-1.56E-05,1.31E-06,0
-1.57E-05,1.69E-07,0
-1.57E-05,-8.80E-07,-3.43E-21
-1.58E-05,-1.72E-06,3.96E-21
-1.58E-05,-1.79E-06,-2.27E-21
-1.58E-05,-6.19E-07,2.32E-21
7.05E-05,-2.31E-05,2.43E-22
5.18E-05,-4.25E-05,4.65E-19
5.91E-05,-3.75E-05,-4.30E-19
6.64E-05,-3.18E-05,5.81E-22
7.11E-05,-2.84E-05,7.11E-22
7.49E-05,-2.55E-05,6.56E-22
7.87E-05,-2.22E-05,6.05E-22
8.28E-05,-1.81E-05,0
8.71E-05,-1.32E-05,2.65E-19
9.14E-05,-7.53E-06,-4.92E-19
9.57E-05,-9.93E-07,2.27E-19
9.98E-05,6.35E-06,-2.12E-19
0.00010375,1.43E-05,-1.56E-21
0.0001072,2.25E-05,1.83E-19
0.00010979,2.98E-05,8.67E-20
0.00011131,3.53E-05,-7.96E-20
0.00011174,3.78E-05,-7.52E-20
0.0001113,3.67E-05,-4.59E-22
0.00011031,3.21E-05,6.73E-20
0.0001093,2.46E-05,-6.24E-20
0.00010866,1.58E-05,1.19E-19
0.00010857,7.65E-06,-1.13E-19
0.0001088,1.63E-06,5.31E-20
0.00010892,-1.12E-06,4.86E-20
0.00010841,-2.58E-07,-9.59E-20
0.00010675,3.77E-06,4.52E-20
0.00010369,1.01E-05,-1.37E-21
9.92E-05,1.77E-05,0
9.34E-05,2.56E-05,0
8.65E-05,3.32E-05,-3.87E-20
7.91E-05,4.00E-05,3.61E-20
7.13E-05,4.57E-05,3.92E-20
6.34E-05,5.02E-05,-3.57E-20
5.57E-05,5.37E-05,0
4.84E-05,5.62E-05,0
4.15E-05,5.77E-05,-3.64E-20
3.52E-05,5.84E-05,7.00E-20
2.94E-05,5.85E-05,-3.59E-20
2.42E-05,5.80E-05,0
1.95E-05,5.71E-05,0
1.54E-05,5.58E-05,-3.63E-20
1.17E-05,5.42E-05,3.52E-20
8.48E-06,5.23E-05,1.16E-21
5.65E-06,5.04E-05,-3.95E-20
3.21E-06,4.82E-05,4.11E-20
1.08E-06,4.60E-05,0
-7.70E-07,4.38E-05,-2.57E-21
-2.38E-06,4.15E-05,3.98E-21
-3.77E-06,3.93E-05,0
-4.98E-06,3.71E-05,-2.58E-20
-6.04E-06,3.49E-05,-1.70E-22
-6.97E-06,3.28E-05,4.95E-20
-7.78E-06,3.08E-05,-2.58E-20
-8.50E-06,2.88E-05,-2.88E-20
-9.13E-06,2.69E-05,2.83E-20
-9.68E-06,2.51E-05,1.50E-20
-1.02E-05,2.33E-05,-3.15E-20
-1.06E-05,2.17E-05,3.22E-20
-1.10E-05,2.01E-05,-1.76E-20
-1.13E-05,1.86E-05,1.87E-20
-1.16E-05,1.71E-05,6.60E-22
-1.18E-05,1.57E-05,-2.11E-20
-1.20E-05,1.44E-05,-7.03E-22
-1.22E-05,1.31E-05,0
-1.23E-05,1.20E-05,-8.02E-22
-1.24E-05,1.08E-05,-1.46E-20
-1.26E-05,9.60E-06,2.98E-20
-1.27E-05,8.42E-06,-3.15E-20
-1.28E-05,7.23E-06,1.64E-20
-1.28E-05,6.01E-06,0
-1.29E-05,4.75E-06,9.78E-21
-1.30E-05,3.47E-06,1.81E-24
-1.31E-05,2.24E-06,-1.10E-20
-1.31E-05,1.03E-06,0
-1.32E-05,-5.62E-08,4.13E-22
-1.32E-05,-1.11E-06,2.90E-21
-1.32E-05,-1.95E-06,-3.38E-21
-1.32E-05,-1.92E-06,2.61E-21
-1.32E-05,-6.37E-07,-2.26E-21
5.55E-05,-1.77E-05,-5.00E-19
4.19E-05,-3.21E-05,0
4.71E-05,-2.85E-05,-4.24E-19
5.23E-05,-2.47E-05,7.82E-19
5.56E-05,-2.26E-05,-3.61E-19
5.82E-05,-2.09E-05,7.78E-24
6.10E-05,-1.90E-05,3.07E-19
6.39E-05,-1.67E-05,-2.84E-19
6.70E-05,-1.38E-05,2.63E-19
7.02E-05,-1.02E-05,-4.87E-19
7.36E-05,-5.70E-06,-3.77E-22
7.70E-05,-4.17E-07,-4.55E-23
8.03E-05,5.72E-06,1.96E-19
8.35E-05,1.26E-05,7.16E-22
8.61E-05,2.00E-05,6.68E-22
8.81E-05,2.71E-05,0
8.92E-05,3.31E-05,-7.52E-20
8.93E-05,3.68E-05,1.40E-19
8.86E-05,3.73E-05,-6.48E-20
8.74E-05,3.42E-05,0
8.64E-05,2.80E-05,0
8.58E-05,1.97E-05,8.61E-22
8.60E-05,1.13E-05,5.46E-20
8.69E-05,4.46E-06,-4.85E-20
8.80E-05,5.46E-07,0
8.87E-05,5.49E-08,-4.37E-20
8.85E-05,2.76E-06,1.26E-21
8.71E-05,7.87E-06,4.10E-20
8.44E-05,1.44E-05,-4.20E-20
8.04E-05,2.15E-05,3.55E-20
7.54E-05,2.84E-05,-2.33E-21
6.96E-05,3.47E-05,3.27E-23
6.34E-05,4.01E-05,0
5.69E-05,4.46E-05,3.50E-20
5.05E-05,4.80E-05,-1.63E-21
4.43E-05,5.05E-05,-3.60E-20
3.85E-05,5.22E-05,-3.44E-20
3.30E-05,5.31E-05,6.83E-20
2.79E-05,5.33E-05,-3.40E-20
2.34E-05,5.30E-05,0
1.92E-05,5.23E-05,3.31E-20
1.55E-05,5.12E-05,2.75E-21
1.22E-05,4.98E-05,-1.76E-21
9.36E-06,4.82E-05,-3.44E-20
6.81E-06,4.64E-05,-2.37E-21
4.59E-06,4.44E-05,0
2.64E-06,4.24E-05,2.51E-21
9.42E-07,4.04E-05,-2.59E-21
-5.40E-07,3.83E-05,0
-1.83E-06,3.62E-05,-1.38E-21
-2.96E-06,3.41E-05,-2.88E-21
-3.96E-06,3.21E-05,2.11E-20
-4.83E-06,3.01E-05,-2.51E-20
-5.59E-06,2.82E-05,4.63E-24
-6.28E-06,2.63E-05,1.73E-21
-6.86E-06,2.46E-05,0
-7.39E-06,2.28E-05,-1.92E-21
-7.84E-06,2.12E-05,-1.73E-20
-8.24E-06,1.96E-05,1.71E-20
-8.58E-06,1.81E-05,1.14E-21
-8.89E-06,1.67E-05,-1.94E-20
-9.13E-06,1.54E-05,4.24E-20
-9.36E-06,1.41E-05,-2.05E-20
-9.55E-06,1.29E-05,0
-9.71E-06,1.17E-05,0
-9.85E-06,1.05E-05,1.67E-21
-9.98E-06,9.35E-06,8.95E-22
-1.01E-05,8.16E-06,-9.60E-22
-1.02E-05,6.96E-06,8.26E-21
-1.03E-05,5.75E-06,-9.43E-21
-1.04E-05,4.50E-06,0
-1.04E-05,3.20E-06,-1.03E-20
-1.05E-05,1.98E-06,4.51E-21
-1.06E-05,8.26E-07,5.98E-21
-1.06E-05,-3.11E-07,-4.04E-22
-1.07E-05,-1.36E-06,3.93E-21
-1.07E-05,-2.09E-06,-9.44E-22
-1.07E-05,-2.00E-06,-4.34E-21
-1.07E-05,-6.88E-07,-2.76E-22
4.64E-05,-1.40E-05,-2.85E-22
3.62E-05,-2.50E-05,-4.54E-19
4.01E-05,-2.22E-05,-4.18E-19
4.42E-05,-1.92E-05,7.71E-19
4.65E-05,-1.78E-05,-7.11E-19
4.84E-05,-1.68E-05,2.99E-23
5.04E-05,-1.57E-05,3.04E-19
5.23E-05,-1.45E-05,-2.80E-19
5.45E-05,-1.28E-05,2.59E-19
5.68E-05,-1.07E-05,1.41E-21
5.92E-05,-7.95E-06,8.61E-22
6.18E-05,-4.46E-06,8.16E-22
6.44E-05,-1.25E-07,0
6.70E-05,5.00E-06,-6.92E-22
6.93E-05,1.09E-05,-1.96E-21
7.12E-05,1.73E-05,0
7.24E-05,2.38E-05,1.15E-21
7.28E-05,2.96E-05,0
7.24E-05,3.39E-05,-1.01E-21
7.13E-05,3.55E-05,-6.14E-20
6.99E-05,3.40E-05,5.77E-20
6.86E-05,2.93E-05,5.51E-20
6.80E-05,2.23E-05,2.99E-22
6.84E-05,1.45E-05,-4.94E-20
6.95E-05,7.79E-06,-4.56E-20
7.11E-05,3.48E-06,4.33E-20
7.26E-05,2.27E-06,2.69E-21
7.34E-05,4.04E-06,-2.57E-21
7.31E-05,8.12E-06,2.42E-21
7.17E-05,1.36E-05,2.33E-21
6.90E-05,1.98E-05,2.26E-21
6.54E-05,2.59E-05,-2.20E-21
6.10E-05,3.15E-05,0
5.61E-05,3.65E-05,0
5.09E-05,4.06E-05,2.10E-21
4.56E-05,4.38E-05,2.08E-21
4.04E-05,4.61E-05,0
3.54E-05,4.77E-05,-2.09E-21
3.08E-05,4.86E-05,-3.37E-20
2.64E-05,4.89E-05,3.56E-20
2.24E-05,4.87E-05,-1.22E-24
1.88E-05,4.81E-05,-3.70E-20
1.55E-05,4.71E-05,3.50E-20
1.27E-05,4.59E-05,-3.85E-20
1.01E-05,4.44E-05,5.52E-20
7.81E-06,4.27E-05,-3.55E-20
5.80E-06,4.09E-05,-2.03E-22
4.04E-06,3.91E-05,2.00E-20
2.50E-06,3.71E-05,0
1.15E-06,3.52E-05,2.44E-20
-4.41E-08,3.32E-05,1.67E-22
-1.08E-06,3.12E-05,6.02E-21
-2.00E-06,2.93E-05,1.41E-22
-2.81E-06,2.75E-05,1.74E-21
-3.52E-06,2.57E-05,-5.74E-20
-4.15E-06,2.40E-05,3.01E-20
-4.70E-06,2.23E-05,3.75E-21
-5.20E-06,2.07E-05,1.98E-21
-5.62E-06,1.91E-05,2.09E-21
-5.98E-06,1.77E-05,-2.00E-20
-6.30E-06,1.63E-05,1.89E-20
-6.57E-06,1.50E-05,-2.01E-20
-6.81E-06,1.37E-05,1.87E-20
-7.00E-06,1.25E-05,1.29E-20
-7.18E-06,1.13E-05,-1.07E-20
-7.33E-06,1.02E-05,-8.18E-22
-7.47E-06,9.03E-06,1.23E-20
-7.59E-06,7.89E-06,1.08E-23
-7.69E-06,6.70E-06,-1.61E-20
-7.79E-06,5.43E-06,5.43E-22
-7.87E-06,4.20E-06,0
-7.95E-06,2.95E-06,-1.01E-20
-8.01E-06,1.69E-06,1.15E-20
-8.08E-06,5.02E-07,0
-8.13E-06,-5.83E-07,0
-8.16E-06,-1.58E-06,2.99E-21
-8.18E-06,-2.31E-06,-2.77E-21
-8.20E-06,-2.18E-06,0
-8.21E-06,-7.68E-07,2.70E-22
3.97E-05,-1.12E-05,4.84E-19
3.22E-05,-1.95E-05,-4.15E-22
3.56E-05,-1.69E-05,-4.12E-19
3.89E-05,-1.44E-05,-3.68E-22
4.08E-05,-1.34E-05,0
4.23E-05,-1.28E-05,0
4.37E-05,-1.22E-05,-5.89E-22
4.51E-05,-1.15E-05,-5.36E-22
4.67E-05,-1.05E-05,4.96E-22
4.84E-05,-9.30E-06,1.58E-23
5.01E-05,-7.71E-06,-2.20E-19
5.21E-05,-5.51E-06,4.08E-19
5.43E-05,-2.68E-06,-1.90E-19
5.64E-05,8.52E-07,0
5.85E-05,5.14E-06,8.37E-20
6.04E-05,1.01E-05,-7.69E-20
6.19E-05,1.56E-05,1.64E-23
6.28E-05,2.13E-05,0
6.29E-05,2.65E-05,2.00E-21
6.22E-05,3.06E-05,-6.02E-20
6.09E-05,3.27E-05,-3.90E-22
5.93E-05,3.21E-05,5.20E-20
5.79E-05,2.86E-05,4.98E-20
5.71E-05,2.28E-05,-4.86E-20
5.72E-05,1.61E-05,-4.36E-21
5.83E-05,1.01E-05,-2.78E-21
6.00E-05,6.04E-06,-2.62E-21
6.16E-05,4.70E-06,2.50E-21
6.27E-05,6.00E-06,0
6.30E-05,9.41E-06,0
6.22E-05,1.41E-05,0
6.04E-05,1.94E-05,0
5.77E-05,2.47E-05,0
5.42E-05,2.97E-05,3.37E-20
5.03E-05,3.41E-05,-3.29E-20
4.60E-05,3.77E-05,0
4.16E-05,4.06E-05,0
3.72E-05,4.27E-05,3.49E-20
3.30E-05,4.41E-05,-3.25E-20
2.90E-05,4.49E-05,-3.53E-20
2.52E-05,4.52E-05,3.10E-20
2.17E-05,4.50E-05,2.11E-21
1.86E-05,4.44E-05,-3.46E-20
1.57E-05,4.35E-05,5.26E-20
1.31E-05,4.23E-05,-4.05E-20
1.08E-05,4.09E-05,3.46E-20
8.77E-06,3.93E-05,1.95E-22
6.96E-06,3.76E-05,-1.96E-20
5.38E-06,3.59E-05,0
3.97E-06,3.40E-05,0
2.73E-06,3.22E-05,5.50E-21
1.64E-06,3.03E-05,-2.87E-21
6.74E-07,2.85E-05,-2.11E-20
-1.72E-07,2.67E-05,4.71E-20
-9.25E-07,2.50E-05,-2.14E-20
-1.59E-06,2.33E-05,-3.47E-21
-2.17E-06,2.17E-05,-1.83E-21
-2.69E-06,2.01E-05,0
-3.13E-06,1.86E-05,1.44E-20
-3.53E-06,1.72E-05,4.39E-21
-3.86E-06,1.58E-05,-1.85E-20
-4.15E-06,1.45E-05,-2.46E-21
-4.39E-06,1.33E-05,2.62E-21
-4.61E-06,1.21E-05,-1.40E-21
-4.80E-06,1.10E-05,-1.50E-21
-4.95E-06,9.84E-06,1.28E-20
-5.09E-06,8.69E-06,-2.66E-20
-5.21E-06,7.57E-06,1.56E-20
-5.33E-06,6.36E-06,9.88E-22
-5.43E-06,5.14E-06,-8.50E-21
-5.51E-06,3.92E-06,8.00E-21
-5.59E-06,2.64E-06,6.16E-22
-5.66E-06,1.40E-06,-6.64E-22
-5.71E-06,2.13E-07,-5.73E-21
-5.75E-06,-8.23E-07,6.19E-21
-5.79E-06,-1.76E-06,1.25E-21
-5.80E-06,-2.50E-06,3.16E-21
-5.82E-06,-2.38E-06,-3.91E-21
-5.81E-06,-8.71E-07,0
3.53E-05,-9.13E-06,4.68E-22
2.97E-05,-1.53E-05,4.32E-22
3.29E-05,-1.27E-05,-3.98E-22
3.58E-05,-1.04E-05,7.35E-22
3.73E-05,-9.60E-06,0
3.83E-05,-9.28E-06,0
3.91E-05,-9.05E-06,5.72E-22
4.01E-05,-8.76E-06,0
4.11E-05,-8.31E-06,0
4.21E-05,-7.67E-06,-9.07E-22
4.33E-05,-6.71E-06,8.54E-22
4.48E-05,-5.31E-06,-2.01E-19
4.63E-05,-3.43E-06,2.89E-23
4.80E-05,-9.87E-07,1.74E-19
4.98E-05,2.10E-06,-1.28E-21
5.15E-05,5.79E-06,1.19E-21
5.30E-05,1.01E-05,-1.10E-21
5.42E-05,1.48E-05,0
5.48E-05,1.97E-05,-3.91E-21
5.47E-05,2.44E-05,-1.85E-21
5.40E-05,2.82E-05,-5.60E-20
5.26E-05,3.02E-05,5.44E-20
5.10E-05,3.00E-05,1.58E-21
4.96E-05,2.73E-05,3.00E-21
4.89E-05,2.25E-05,5.15E-20
4.90E-05,1.68E-05,-4.08E-20
5.01E-05,1.16E-05,0
5.17E-05,8.10E-06,0
5.33E-05,6.99E-06,3.84E-20
5.46E-05,8.19E-06,-3.46E-20
5.51E-05,1.12E-05,0
5.48E-05,1.53E-05,3.48E-20
5.35E-05,1.98E-05,-6.76E-20
5.14E-05,2.44E-05,7.04E-20
4.87E-05,2.87E-05,-3.25E-20
4.55E-05,3.25E-05,-3.65E-20
4.19E-05,3.56E-05,3.19E-20
3.82E-05,3.80E-05,4.01E-21
3.45E-05,3.98E-05,-2.83E-20
3.09E-05,4.10E-05,3.21E-20
2.74E-05,4.17E-05,8.16E-21
2.42E-05,4.19E-05,-3.33E-20
2.11E-05,4.16E-05,3.35E-20
1.83E-05,4.10E-05,0
1.58E-05,4.01E-05,4.40E-21
1.35E-05,3.90E-05,-1.82E-20
1.15E-05,3.76E-05,1.85E-20
9.67E-06,3.61E-05,0
8.05E-06,3.45E-05,-2.00E-20
6.61E-06,3.28E-05,2.06E-20
5.33E-06,3.11E-05,-2.69E-21
4.21E-06,2.93E-05,-2.25E-20
3.22E-06,2.76E-05,2.05E-20
2.34E-06,2.59E-05,2.78E-20
1.55E-06,2.42E-05,-4.20E-20
8.67E-07,2.26E-05,1.87E-20
2.54E-07,2.10E-05,-1.62E-20
-2.81E-07,1.95E-05,1.70E-20
-7.53E-07,1.80E-05,0
-1.15E-06,1.66E-05,1.28E-20
-1.50E-06,1.53E-05,-1.81E-20
-1.80E-06,1.40E-05,1.20E-21
-2.07E-06,1.29E-05,-1.28E-21
-2.30E-06,1.17E-05,-1.37E-21
-2.48E-06,1.06E-05,0
-2.65E-06,9.48E-06,0
-2.80E-06,8.35E-06,0
-2.92E-06,7.21E-06,-9.02E-22
-3.04E-06,6.05E-06,-9.69E-22
-3.13E-06,4.84E-06,8.33E-21
-3.22E-06,3.60E-06,-6.73E-21
-3.29E-06,2.32E-06,6.03E-22
-3.35E-06,1.13E-06,5.98E-25
-3.40E-06,-3.64E-09,-5.62E-21
-3.43E-06,-1.08E-06,6.83E-21
-3.47E-06,-1.96E-06,-8.20E-22
-3.49E-06,-2.64E-06,0
-3.49E-06,-2.47E-06,0
-3.48E-06,-9.32E-07,0
3.30E-05,-8.03E-06,-9.17E-22
2.85E-05,-1.29E-05,-4.20E-22
3.17E-05,-9.93E-06,4.00E-19
3.42E-05,-7.64E-06,-3.69E-19
3.53E-05,-6.94E-06,3.41E-19
3.58E-05,-6.80E-06,-3.15E-19
3.62E-05,-6.73E-06,2.92E-19
3.66E-05,-6.70E-06,-2.69E-19
3.70E-05,-6.62E-06,0
3.76E-05,-6.37E-06,0
3.83E-05,-5.83E-06,-8.31E-22
3.92E-05,-4.93E-06,-7.72E-22
4.02E-05,-3.66E-06,0
4.15E-05,-1.93E-06,0
4.28E-05,2.97E-07,-1.58E-23
4.42E-05,3.09E-06,7.37E-20
4.55E-05,6.42E-06,-7.00E-20
4.67E-05,1.02E-05,0
4.75E-05,1.44E-05,3.85E-21
4.79E-05,1.87E-05,6.00E-20
4.77E-05,2.29E-05,-5.47E-20
4.68E-05,2.62E-05,0
4.55E-05,2.81E-05,1.56E-21
4.40E-05,2.81E-05,-2.93E-21
4.28E-05,2.58E-05,4.22E-20
4.22E-05,2.18E-05,-4.28E-20
4.25E-05,1.70E-05,-4.12E-20
4.36E-05,1.27E-05,8.14E-20
4.53E-05,9.92E-06,-3.79E-20
4.70E-05,9.21E-06,-2.27E-21
4.83E-05,1.05E-05,4.44E-21
4.90E-05,1.32E-05,0
4.89E-05,1.67E-05,0
4.80E-05,2.07E-05,-4.07E-21
4.64E-05,2.46E-05,0
4.42E-05,2.82E-05,3.96E-21
4.15E-05,3.14E-05,2.78E-20
3.85E-05,3.40E-05,-3.52E-20
3.54E-05,3.60E-05,-3.93E-21
3.22E-05,3.75E-05,0
2.91E-05,3.85E-05,1.54E-23
2.61E-05,3.89E-05,0
2.33E-05,3.90E-05,-4.14E-21
2.06E-05,3.86E-05,2.12E-20
1.82E-05,3.80E-05,-2.15E-20
1.60E-05,3.70E-05,-1.78E-20
1.39E-05,3.59E-05,-4.75E-21
1.21E-05,3.46E-05,1.88E-20
1.05E-05,3.31E-05,0
9.05E-06,3.16E-05,0
7.77E-06,3.00E-05,2.12E-20
6.63E-06,2.83E-05,-2.19E-20
5.61E-06,2.67E-05,0
4.71E-06,2.50E-05,-2.42E-20
3.92E-06,2.34E-05,2.53E-20
3.20E-06,2.18E-05,5.94E-26
2.58E-06,2.02E-05,1.76E-21
2.03E-06,1.88E-05,-1.86E-21
1.55E-06,1.74E-05,-1.97E-21
1.14E-06,1.60E-05,2.65E-25
7.73E-07,1.47E-05,0
4.60E-07,1.35E-05,2.36E-21
1.97E-07,1.24E-05,0
-3.64E-08,1.13E-05,1.34E-21
-2.30E-07,1.02E-05,0
-4.05E-07,9.07E-06,0
-5.52E-07,7.97E-06,0
-6.75E-07,6.87E-06,-1.33E-20
-7.85E-07,5.72E-06,2.28E-20
-8.83E-07,4.53E-06,-9.20E-21
-9.69E-07,3.29E-06,-3.18E-25
-1.03E-06,2.07E-06,-1.19E-21
-1.09E-06,8.89E-07,6.39E-22
-1.14E-06,-2.31E-07,0
-1.17E-06,-1.30E-06,-6.70E-21
-1.20E-06,-2.23E-06,7.24E-21
-1.22E-06,-2.80E-06,-8.70E-22
-1.21E-06,-2.52E-06,-1.88E-21
-1.21E-06,-1.01E-06,2.55E-21
3.27E-05,-7.86E-06,3.15E-22
2.85E-05,-1.23E-05,-4.27E-19
3.13E-05,-9.24E-06,3.94E-19
3.34E-05,-6.93E-06,-3.65E-19
3.41E-05,-6.14E-06,7.54E-24
3.42E-05,-5.95E-06,6.03E-22
3.42E-05,-5.85E-06,-2.24E-21
3.41E-05,-5.85E-06,-2.66E-19
3.41E-05,-5.84E-06,2.46E-19
3.41E-05,-5.72E-06,0
3.43E-05,-5.40E-06,-1.66E-21
3.47E-05,-4.82E-06,1.97E-19
3.52E-05,-3.90E-06,-1.83E-19
3.59E-05,-2.59E-06,0
3.69E-05,-8.52E-07,-1.37E-23
3.79E-05,1.34E-06,0
3.90E-05,3.99E-06,0
4.00E-05,7.07E-06,0
4.09E-05,1.05E-05,-1.89E-21
4.15E-05,1.43E-05,-1.80E-21
4.16E-05,1.81E-05,-5.42E-20
4.12E-05,2.18E-05,5.10E-20
4.03E-05,2.47E-05,-3.03E-21
3.91E-05,2.65E-05,0
3.78E-05,2.65E-05,-2.77E-21
3.68E-05,2.46E-05,2.65E-21
3.65E-05,2.12E-05,-4.06E-20
3.70E-05,1.72E-05,3.15E-20
3.84E-05,1.38E-05,-4.70E-21
4.01E-05,1.17E-05,0
4.19E-05,1.14E-05,-4.34E-21
4.33E-05,1.28E-05,0
4.41E-05,1.52E-05,4.15E-21
4.42E-05,1.83E-05,3.25E-20
4.36E-05,2.17E-05,-3.17E-20
4.23E-05,2.50E-05,-3.15E-20
4.04E-05,2.80E-05,3.10E-20
3.82E-05,3.06E-05,0
3.57E-05,3.27E-05,0
3.30E-05,3.43E-05,-3.14E-20
3.03E-05,3.55E-05,2.35E-20
2.76E-05,3.62E-05,-2.81E-20
2.50E-05,3.64E-05,-3.88E-22
2.25E-05,3.63E-05,2.88E-20
2.02E-05,3.59E-05,1.70E-20
1.81E-05,3.51E-05,-1.73E-20
1.61E-05,3.42E-05,2.70E-20
1.43E-05,3.30E-05,1.64E-22
1.28E-05,3.17E-05,-1.91E-20
1.13E-05,3.03E-05,-2.50E-20
1.00E-05,2.88E-05,-1.41E-22
8.88E-06,2.73E-05,4.32E-20
7.86E-06,2.57E-05,1.25E-22
6.95E-06,2.41E-05,1.17E-22
6.14E-06,2.25E-05,-1.55E-20
5.42E-06,2.10E-05,-3.22E-21
4.79E-06,1.95E-05,4.67E-23
4.24E-06,1.81E-05,-2.56E-20
3.75E-06,1.67E-05,1.74E-20
3.32E-06,1.54E-05,1.85E-20
2.96E-06,1.42E-05,-1.52E-20
2.64E-06,1.30E-05,-2.32E-21
2.38E-06,1.19E-05,0
2.14E-06,1.08E-05,2.64E-21
1.94E-06,9.72E-06,-9.89E-21
1.77E-06,8.67E-06,1.21E-20
1.63E-06,7.61E-06,1.30E-20
1.51E-06,6.52E-06,-1.73E-21
1.40E-06,5.39E-06,-2.43E-20
1.31E-06,4.20E-06,1.71E-20
1.22E-06,3.02E-06,-8.65E-21
1.15E-06,1.81E-06,9.32E-21
1.10E-06,5.99E-07,-1.51E-20
1.05E-06,-4.70E-07,1.08E-20
1.02E-06,-1.49E-06,-5.85E-21
1.00E-06,-2.41E-06,2.18E-25
9.88E-07,-2.92E-06,4.27E-21
9.87E-07,-2.59E-06,-9.25E-22
1.00E-06,-1.11E-06,-3.00E-21
3.31E-05,-8.33E-06,4.57E-19
2.83E-05,-1.32E-05,-8.45E-19
3.05E-05,-1.05E-05,3.90E-19
3.22E-05,-8.39E-06,3.59E-19
