grad(U):0,grad(U):1,grad(U):2,grad(U):3,grad(U):4,grad(U):5,grad(U):6,grad(U):7,grad(U):8
-0.0013001,-8.50E-05,-2.88E-22,-0.029623,0.0013006,9.19E-21,-3.60E-19,3.72E-21,3.93E-41
-0.001433,-6.61E-05,-8.04E-21,-0.037188,0.0014327,1.41E-20,1.89E-19,-1.77E-21,-1.00E-41
-0.0015728,-4.87E-05,8.91E-21,-0.046192,0.0015734,1.92E-20,-3.94E-19,3.39E-21,-1.17E-38
-0.0017076,-3.35E-05,0,-0.056722,0.0017076,-9.28E-20,0,0,0
-0.001818,-2.13E-05,1.07E-20,-0.068881,0.0018178,2.18E-21,2.11E-19,-1.45E-21,3.96E-42
-0.001888,-1.23E-05,0,-0.082909,0.0018877,3.93E-20,0,0,0
-0.0019066,-6.43E-06,0,-0.09937,0.0019058,0,0,0,0
-0.001866,-3.16E-06,0,-0.11947,0.0018663,0,0,0,0
-0.0017688,-1.74E-06,0,-0.14572,0.0017684,4.65E-20,0,0,0
-0.0016123,-1.38E-06,-1.07E-22,-0.18385,0.0016096,2.76E-20,-1.07E-19,2.53E-22,2.44E-42
-0.0014016,-1.40E-06,-5.84E-21,-0.2501,0.001373,-5.26E-20,-5.01E-20,8.07E-23,1.56E-43
-0.0011316,-1.20E-06,0,-0.43934,0.0011679,-3.40E-20,0,0,0
-0.00065513,-3.19E-07,0,-0.99994,0.00065718,0,0,0,0
-0.00064957,-2.39E-05,-1.25E-20,-0.31472,0.00089997,-4.34E-20,0,0,0
-0.00021741,-0.00010053,6.26E-21,-0.10016,-3.64E-05,-3.75E-21,-1.21E-20,1.63E-23,-3.73E-41
8.72E-05,-0.00018341,0,-0.031243,-9.74E-05,4.07E-20,0,0,0
0.00028154,-0.00027397,0,-0.011997,-0.00027153,0,0,0,0
0.00042703,-0.00037247,0,-0.0040689,-0.0004233,0,0,0,0
0.00054734,-0.00047645,2.80E-21,0.00019989,-0.00054731,1.86E-23,0,0,0
0.00065382,-0.00058496,-4.78E-21,0.0028933,-0.00065446,-8.90E-21,-1.92E-22,1.72E-22,1.40E-39
0.00075269,-0.00069756,6.40E-21,0.0047879,-0.00075341,-1.66E-20,-1.79E-20,-1.95E-22,-2.01E-41
0.00084808,-0.00081372,-4.03E-21,0.0062354,-0.00084884,7.68E-21,-3.29E-20,-8.50E-23,7.78E-41
0.00094289,-0.00093274,0,0.0074183,-0.00094369,2.34E-21,0,0,0
0.0010395,-0.0010538,-6.04E-23,0.0084416,-0.0010403,-8.33E-22,-2.61E-20,-7.23E-22,-1.55E-39
0.0011398,-0.0011757,-3.37E-21,0.0093713,-0.0011404,3.02E-20,0,0,0
0.0012451,-0.0012973,6.63E-21,0.01025,-0.0012458,8.73E-22,4.16E-20,9.59E-22,1.84E-40
0.001357,-0.001417,0,0.01111,-0.0013576,-3.36E-20,0,0,0
0.0014763,-0.0015332,6.04E-21,0.011975,-0.0014769,1.34E-20,-2.98E-20,-2.48E-21,-1.30E-40
0.0016038,-0.0016437,-1.82E-20,0.012865,-0.0016042,1.70E-20,2.46E-20,2.77E-21,3.62E-39
0.0017393,-0.0017461,0,0.013795,-0.0017397,-1.38E-20,0,0,0
0.0018823,-0.0018378,-6.04E-21,0.014781,-0.0018827,3.62E-22,0,0,0
0.0020312,-0.0019157,0,0.015837,-0.0020315,-2.28E-20,0,0,0
0.0021826,-0.0019764,2.42E-20,0.016974,-0.0021828,-2.45E-20,-9.83E-21,-8.25E-21,1.13E-38
0.0023318,-0.0020164,3.69E-20,0.018203,-0.0023319,1.81E-20,-6.80E-23,-9.04E-21,1.07E-38
0.0024716,-0.0020319,-1.25E-20,0.019531,-0.0024715,2.13E-20,0,0,0
0.0025918,-0.0020195,0,0.020961,-0.0025915,1.80E-20,0,0,0
0.0026793,-0.0019765,-1.19E-20,0.022483,-0.0026786,-3.23E-20,-3.03E-20,1.16E-20,-3.10E-40
0.002718,-0.0019013,4.81E-20,0.024074,-0.002717,-5.31E-20,8.23E-20,-2.50E-20,-1.14E-39
0.0026902,-0.0017948,-4.84E-20,0.025687,-0.0026889,3.39E-20,1.01E-19,-2.43E-20,1.13E-39
0.0025785,-0.0016602,-4.73E-20,0.02725,-0.0025772,6.05E-20,0,0,0
0.00237,-0.0015046,4.69E-20,0.028659,-0.0023684,2.46E-20,-1.50E-19,2.81E-20,3.04E-38
0.0020588,-0.0013378,-2.23E-20,0.029785,-0.002057,-4.90E-20,-1.78E-19,3.12E-20,-6.78E-40
0.0016509,-0.0011723,2.18E-20,0.030481,-0.001649,-4.43E-21,2.04E-19,-3.21E-20,-5.60E-40
0.0011661,-0.0010211,-2.12E-20,0.030604,-0.0011646,4.72E-20,-2.30E-19,3.26E-20,-4.50E-40
0.00064148,-0.0008956,2.09E-20,0.030041,-0.00063955,-4.34E-20,-2.55E-19,3.17E-20,3.62E-40
0.00012388,-0.00080268,-2.99E-22,0.028743,-0.00012134,1.70E-20,2.81E-19,-3.23E-20,-2.21E-38
-0.00033628,-0.00074221,-3.87E-20,0.026765,0.00033868,5.90E-20,-6.08E-19,6.29E-20,-8.16E-40
-0.00069624,-0.00070755,-3.74E-20,0.024267,0.00069836,-4.82E-22,-6.52E-19,6.07E-20,-5.97E-40
-0.00093459,-0.00068812,-5.47E-22,0.021492,0.0009371,-3.01E-21,-6.92E-19,5.80E-20,-4.20E-40
-0.0010587,-0.00067348,3.48E-20,0.018712,0.0010605,-6.64E-20,-7.30E-19,5.39E-20,2.72E-40
-0.0010922,-0.00065678,3.39E-20,0.016148,0.0010943,-3.39E-20,7.60E-19,-5.25E-20,-1.65E-40
-0.0010701,-0.00063525,0,0.013932,0.0010716,5.95E-20,0,0,0
-0.0010219,-0.00060944,-6.35E-20,0.012106,0.0010231,3.84E-21,-8.18E-19,4.78E-20,-3.98E-42
-0.00096875,-0.00058117,-3.07E-20,0.010639,0.00096977,-2.69E-20,0,0,0
-0.00092266,-0.00055238,0,0.0094683,0.00092345,2.72E-20,0,0,0
-0.0008886,-0.00052453,3.02E-20,0.0085212,0.00088901,2.55E-20,-9.06E-19,4.16E-20,-1.26E-40
-0.00086664,-0.00049836,-6.03E-20,0.0077341,0.00086687,-5.24E-20,-9.35E-19,4.14E-20,1.46E-40
-0.00085519,-0.00047403,3.06E-20,0.0070525,0.00085538,-9.38E-22,9.69E-19,-4.03E-20,1.62E-40
-0.00085186,-0.00045141,6.04E-20,0.0064365,0.0008523,2.42E-20,-1.01E-18,3.83E-20,6.29E-38
-0.00085505,-0.00043023,-4.62E-20,0.0058559,0.00085506,-1.08E-20,0,0,0
-0.00086068,-0.0004102,-1.54E-20,0.0052905,0.00086166,1.68E-20,-5.44E-19,1.88E-20,-1.77E-38
-0.0008704,-0.00039106,-1.63E-20,0.0047267,0.00087033,-3.28E-20,-5.67E-19,1.84E-20,4.98E-41
-0.00088012,-0.00037253,1.68E-20,0.004153,0.00087976,-3.57E-20,5.92E-19,-1.81E-20,5.19E-41
-0.00088898,-0.00035443,1.73E-20,0.0035639,0.00088907,-2.20E-20,6.19E-19,-1.78E-20,5.45E-41
-0.00089699,-0.00033664,-1.79E-20,0.002951,0.00089758,2.20E-20,1.30E-18,-3.47E-20,-6.84E-38
-0.00090497,-0.0003191,-1.84E-20,0.0023072,0.00090497,4.25E-20,0,0,0
-0.00091126,-0.00030176,0,0.001625,0.00091112,0,0,0,0
-0.00091584,-0.00028457,0,0.00089031,0.00091616,-1.45E-20,0,0,0
-0.00092038,-0.00026752,1.11E-20,8.58E-05,0.00092041,-1.61E-20,3.96E-19,-8.38E-21,2.22E-41
-0.00092403,-0.00025058,-1.17E-20,-0.00081413,0.00092444,-1.57E-21,4.19E-19,-8.11E-21,-2.45E-41
-0.0009293,-0.0002337,1.27E-20,-0.0018431,0.00092903,1.74E-20,4.41E-19,-8.26E-21,3.05E-41
-0.00093536,-0.00021684,0,-0.0030464,0.00093529,1.96E-20,0,0,0
-0.00094471,-0.0001999,0,-0.0044805,0.00094481,2.81E-20,0,0,0
-0.00095988,-0.00018282,1.62E-20,-0.006221,0.00095975,-2.79E-21,-5.22E-19,7.94E-21,-5.32E-41
-0.00098341,-0.00016548,8.58E-21,-0.0083633,0.00098299,-1.10E-20,0,0,0
-0.0010187,-0.00014778,-2.06E-22,-0.011023,0.0010181,2.14E-20,-2.91E-19,4.02E-21,2.17E-41
-0.001069,-0.00012967,1.12E-20,-0.014344,0.0010691,4.14E-21,-3.08E-19,3.91E-21,-6.65E-39
-0.0011404,-0.00011116,-3.64E-20,-0.018488,0.0011402,4.00E-20,-3.25E-19,3.95E-21,8.10E-39
-0.0012345,-9.24E-05,-1.38E-20,-0.023634,0.0012338,-7.06E-20,-6.84E-19,7.69E-21,-9.31E-39
-0.0013497,-7.38E-05,-1.47E-20,-0.029949,0.0013495,-6.50E-20,3.60E-19,-3.72E-21,-3.93E-41
-0.0014827,-5.60E-05,8.07E-21,-0.03757,0.0014821,4.02E-20,0,0,0
-0.0016216,-3.97E-05,-2.68E-20,-0.046603,0.0016208,1.63E-21,7.07E-22,1.73E-23,1.17E-38
-0.0017505,-2.57E-05,-9.94E-21,-0.057111,0.00175,3.69E-20,0,0,0
-0.0018534,-1.48E-05,1.07E-20,-0.06918,0.0018526,-3.50E-21,-2.11E-19,1.45E-21,-3.96E-42
-0.0019142,-6.98E-06,0,-0.083055,0.0019133,-3.93E-20,0,0,0
-0.0019234,-2.20E-06,0,-0.099302,0.0019221,0,0,0,0
-0.0018753,1.79E-07,0,-0.11914,0.0018746,0,0,0,0
-0.0017713,9.02E-07,0,-0.14509,0.001771,-4.71E-20,0,0,0
-0.0016123,7.24E-07,1.09E-22,-0.18289,0.0016091,-2.76E-20,1.06E-19,-2.53E-22,-1.88E-42
-0.0014008,2.62E-07,-5.84E-21,-0.24875,0.0013724,5.39E-20,5.01E-20,-8.07E-23,-1.56E-43
-0.0011333,3.72E-08,-8.62E-21,-0.43706,0.0011693,3.46E-20,0,0,0
-0.00065817,1.05E-07,1.46E-20,-0.99411,0.0006581,-8.77E-22,0,0,0
-0.00029514,-2.20E-05,-2.44E-22,-0.31626,0.0005055,-5.03E-20,-7.93E-21,2.29E-23,-3.01E-39
0.00026754,-8.41E-05,6.43E-21,-0.097461,-0.0005062,8.90E-20,1.21E-20,-1.63E-23,3.73E-41
0.00058172,-0.00015143,0,-0.029727,-0.00057133,-3.97E-20,0,0,0
0.00077135,-0.00022538,0,-0.01109,-0.00075155,0,0,0,0
0.00090744,-0.00030629,0,-0.0034395,-0.0009017,0,0,0,0
0.001016,-0.00039228,2.71E-21,0.00067995,-0.001015,-1.09E-20,0,0,0
0.0011089,-0.00048269,-4.14E-23,0.0032843,-0.0011085,8.11E-21,-1.96E-20,-1.44E-22,-6.70E-40
0.0011924,-0.00057726,2.15E-21,0.0051224,-0.0011922,1.05E-20,1.79E-20,1.95E-22,2.01E-41
0.0012709,-0.00067564,3.87E-21,0.0065332,-0.0012707,-8.48E-21,0,0,0
0.0013471,-0.00077735,0,0.0076927,-0.001347,-2.06E-22,0,0,0
0.0014233,-0.00088173,6.82E-21,0.0087021,-0.0014232,-4.17E-22,6.20E-22,-3.84E-22,2.97E-39
0.0015012,-0.00098795,-3.26E-21,0.0096233,-0.0015012,3.82E-22,0,0,0
0.0015824,-0.001095,-6.38E-21,0.010499,-0.0015824,3.82E-22,0,0,0
0.0016681,-0.0012015,-6.18E-21,0.011358,-0.0016681,1.58E-20,0,0,0
0.0017591,-0.001306,6.23E-21,0.012223,-0.0017592,-2.82E-20,2.98E-20,2.48E-21,1.30E-40
0.001856,-0.0014067,-2.57E-22,0.013114,-0.0018562,-1.63E-20,-4.81E-20,-6.40E-21,-7.39E-39
0.0019589,-0.0015013,0,0.014043,-0.0019591,1.44E-20,0,0,0
0.002067,-0.0015873,1.19E-20,0.015027,-0.0020672,-1.46E-21,-1.35E-20,-4.26E-21,3.14E-39
0.0021787,-0.0016619,1.20E-20,0.016075,-0.0021789,5.59E-20,0,0,0
0.0022909,-0.0017219,1.26E-20,0.017199,-0.002291,4.43E-20,1.75E-20,1.81E-20,-3.46E-38
0.002399,-0.001764,5.77E-22,0.018406,-0.002399,-3.98E-20,-2.02E-21,1.97E-20,-2.19E-38
0.0024963,-0.0017847,0,0.019702,-0.0024963,-4.01E-20,0,0,0
0.0025739,-0.0017809,0,0.021086,-0.0025738,-1.75E-20,0,0,0
0.0026199,-0.00175,-1.23E-20,0.022548,-0.0026196,3.27E-20,3.03E-20,-1.16E-20,3.10E-40
0.0026203,-0.0016907,2.44E-20,0.024063,-0.0026199,-1.48E-20,-8.23E-20,2.50E-20,1.14E-39
0.0025599,-0.0016034,4.69E-20,0.025587,-0.0025594,-6.51E-20,1.08E-19,-2.90E-20,-9.48E-40
0.0024241,-0.0014909,4.61E-20,0.02705,-0.0024238,2.61E-20,1.31E-19,-3.04E-20,2.99E-38
0.002202,-0.0013591,-2.30E-20,0.028359,-0.0022019,4.02E-21,0,0,0
0.0018897,-0.0012165,-4.53E-20,0.029392,-0.0018898,2.59E-20,1.78E-19,-3.12E-20,6.78E-40
0.0014935,-0.0010733,2.22E-20,0.030015,-0.0014937,1.58E-21,-2.04E-19,3.21E-20,5.60E-40
0.0010323,-0.00094118,-2.16E-20,0.030096,-0.0010324,-2.28E-20,2.30E-19,-3.26E-20,4.50E-40
0.00053696,-0.00082994,-2.06E-20,0.029531,-0.0005376,2.29E-20,0,0,0
5.12E-05,-0.00074593,6.06E-20,0.028278,-5.15E-05,-4.14E-20,5.50E-23,-8.01E-22,6.51E-38
-0.00038031,-0.00069009,-5.88E-20,0.026383,0.00038041,-3.28E-20,6.08E-19,-6.29E-20,8.16E-40
-0.0007203,-0.00065733,-3.77E-20,0.023992,0.00072053,4.81E-21,6.52E-19,-6.07E-20,5.97E-40
-0.00094905,-0.00063878,-3.64E-20,0.021327,0.0009496,3.69E-20,6.92E-19,-5.80E-20,4.20E-40
-0.0010708,-0.00062533,-3.47E-20,0.01864,0.0010713,6.64E-20,0,0,0
-0.0011075,-0.00061064,3.40E-20,0.016142,0.0011077,-1.83E-21,-7.60E-19,5.25E-20,1.65E-40
-0.0010887,-0.00059169,0,0.013963,0.0010892,-5.94E-20,0,0,0
-0.0010438,-0.00056854,-3.21E-20,0.012152,0.0010438,1.94E-21,8.18E-19,-4.78E-20,3.98E-42
-0.00099147,-0.00054287,0,0.010685,0.00099202,2.88E-20,0,0,0
-0.00094624,-0.00051629,0,0.0095061,0.00094594,0,0,0,0
-0.0009106,-0.00049016,-3.03E-20,0.0085489,0.00091078,-2.59E-20,0,0,0
-0.00088704,-0.00046531,-6.17E-20,0.007751,0.00088751,3.22E-20,9.35E-19,-4.14E-20,-1.46E-40
-0.00087481,-0.00044207,3.05E-20,0.0070605,0.00087493,2.58E-20,-9.69E-19,4.03E-20,-1.62E-40
-0.0008707,-0.00042044,-3.04E-20,0.0064376,0.00087076,-4.19E-20,0,0,0
-0.00087311,-0.0004002,1.58E-20,0.0058531,0.00087277,-3.84E-22,5.21E-19,-1.96E-20,4.61E-41
-0.00087877,-0.00038102,-3.20E-20,0.0052843,0.00087887,9.85E-22,9.70E-22,4.20E-22,3.53E-38
-0.0008877,-0.00036289,-1.62E-20,0.0047178,0.00088736,1.87E-20,5.67E-19,-1.84E-20,-4.98E-41
-0.00089661,-0.00034528,1.67E-20,0.0041446,0.00089691,3.38E-20,-5.92E-19,1.81E-20,-5.19E-41
-0.00090633,-0.0003282,3.49E-20,0.0035553,0.0009065,-2.09E-20,-6.19E-19,1.78E-20,-5.45E-41
-0.00091603,-0.00031146,3.56E-20,0.0029421,0.00091546,-2.14E-20,-1.16E-21,-3.95E-22,4.52E-38
-0.00092321,-0.00029499,1.92E-20,0.0022999,0.00092344,-9.41E-22,0,0,0
-0.00093035,-0.00027874,0,0.0016195,0.00093033,0,0,0,0
-0.00093579,-0.00026264,0,0.00088561,0.00093622,1.46E-20,0,0,0
-0.00094118,-0.00024666,1.10E-20,8.09E-05,0.00094144,-1.43E-21,-3.96E-19,8.38E-21,-2.22E-41
-0.00094653,-0.00023077,1.17E-20,-0.00082037,0.0009466,2.50E-21,0,0,0
-0.00095266,-0.00021492,1.27E-20,-0.0018521,0.0009525,-1.83E-21,-4.41E-19,8.26E-21,-3.05E-41
-0.00096041,-0.00019905,0,-0.0030585,0.0009603,-1.96E-20,0,0,0
-0.00097146,-0.00018306,1.52E-20,-0.0045019,0.00097167,-8.86E-22,0,0,0
-0.00098917,-0.00016689,-3.29E-20,-0.0062571,0.00098879,-1.48E-20,0,0,0
-0.0010144,-0.00015042,-6.47E-23,-0.0084193,0.0010146,-1.84E-20,2.75E-19,-4.13E-21,-4.93E-39
-0.001053,-0.00013357,-9.91E-21,-0.011111,0.0010527,4.29E-20,2.91E-19,-4.02E-21,-2.17E-41
-0.0011076,-0.00011628,-2.20E-20,-0.014477,0.001107,-3.41E-20,-3.07E-19,4.06E-21,2.76E-41
-0.0011815,-9.86E-05,-1.22E-20,-0.018681,0.0011815,-8.49E-20,6.48E-19,-7.96E-21,-2.42E-38
-0.0012782,-8.08E-05,5.75E-22,-0.023894,0.0012781,6.32E-20,6.83E-19,-7.81E-21,4.79E-42
-0.0013951,-6.31E-05,1.48E-20,-0.030277,0.0013958,6.85E-20,0,0,0
-0.0015281,-4.63E-05,0,-0.037956,0.0015285,-2.66E-20,0,0,0
-0.0016654,-3.12E-05,-5.85E-23,-0.047004,0.0016645,-2.94E-20,1.96E-19,-1.72E-21,-3.91E-39
-0.0017885,-1.85E-05,2.00E-20,-0.057475,0.0017882,2.99E-20,2.02E-19,-1.61E-21,4.71E-39
-0.0018829,-8.82E-06,-1.07E-20,-0.06945,0.0018829,3.45E-20,0,0,0
-0.0019353,-2.25E-06,0,-0.083166,0.0019346,0,0,0,0
-0.0019353,1.49E-06,6.55E-21,-0.099199,0.0019344,-3.81E-22,0,0,0
-0.0018803,3.02E-06,0,-0.11878,0.0018795,0,0,0,0
-0.0017705,3.09E-06,0,-0.14445,0.0017706,4.71E-20,0,0,0
-0.0016097,2.37E-06,9.46E-21,-0.18192,0.001606,-4.42E-21,-1.06E-19,2.53E-22,1.88E-42
-0.0013974,1.42E-06,5.84E-21,-0.2474,0.001369,-1.01E-19,0,0,0
-0.0011299,7.28E-07,8.63E-21,-0.43479,0.0011669,9.60E-20,4.29E-20,-4.13E-23,2.55E-42
-0.00065614,1.52E-07,-1.47E-20,-0.98829,0.0006562,-4.48E-20,-2.49E-20,3.70E-24,6.03E-42
9.56E-06,-2.05E-05,3.79E-20,-0.31512,0.0001589,-3.97E-21,2.25E-24,-4.82E-24,8.91E-39
0.00066326,-7.16E-05,-6.26E-21,-0.094356,-0.00089105,2.04E-21,0,0,0
0.00098517,-0.00012716,0,-0.028197,-0.00095972,0,0,0,0
0.0011729,-0.00018856,0,-0.010204,-0.0011469,0,0,0,0
0.0013037,-0.00025602,0,-0.0028419,-0.0012978,1.35E-20,0,0,0
0.001405,-0.00032799,-2.64E-21,0.0011218,-0.0014046,1.15E-21,2.05E-20,3.25E-22,-2.28E-41
0.0014888,-0.00040399,2.32E-21,0.0036317,-0.0014889,-1.27E-20,0,0,0
0.001562,-0.00048387,-4.15E-21,0.0054096,-0.0015621,2.38E-22,0,0,0
0.0016286,-0.0005674,0,0.0067814,-0.0016288,0,0,0,0
0.0016916,-0.00065426,0,0.0079152,-0.0016918,1.14E-20,0,0,0
0.0017529,-0.00074395,-3.31E-21,0.0089076,-0.0017531,-9.37E-21,2.55E-20,1.11E-21,-1.43E-39
0.0018142,-0.00083585,6.41E-21,0.0098189,-0.0018145,-1.17E-20,-2.18E-20,-1.58E-21,1.28E-39
0.001877,-0.00092911,0,0.010689,-0.0018773,-7.36E-21,0,0,0
0.0019422,-0.0010227,-1.13E-22,0.011545,-0.0019425,-1.13E-21,-3.26E-20,-3.77E-21,-4.43E-39
0.0020108,-0.0011152,-6.04E-21,0.012409,-0.0020111,3.04E-20,0,0,0
0.0020829,-0.0012051,1.21E-20,0.013299,-0.0020833,2.07E-22,2.35E-20,3.63E-21,3.77E-39
0.0021588,-0.0012904,0,0.014227,-0.002159,1.16E-20,0,0,0
0.0022374,-0.0013689,2.09E-22,0.015206,-0.0022376,2.51E-20,2.59E-20,9.26E-21,-6.39E-39
0.0023171,-0.0014379,-1.17E-20,0.016247,-0.0023174,-2.09E-20,1.50E-20,1.07E-20,-3.04E-40
0.0023953,-0.0014947,-3.60E-20,0.017357,-0.0023954,-4.08E-20,-2.28E-21,1.43E-21,3.43E-38
0.0024674,-0.0015361,-2.44E-20,0.018543,-0.0024675,-1.17E-22,2.09E-21,-1.06E-20,1.12E-38
0.0025276,-0.0015592,0,0.019808,-0.0025276,1.96E-20,0,0,0
0.0025676,-0.0015609,-1.19E-20,0.02115,-0.0025675,6.72E-22,0,0,0
0.002577,-0.0015389,6.99E-23,0.022558,-0.0025768,-2.46E-23,0,0,0
0.0025435,-0.0014921,-2.36E-20,0.024005,-0.0025431,3.19E-20,0,0,0
0.002454,-0.0014206,4.96E-22,0.02545,-0.0024536,5.94E-20,-1.08E-19,2.90E-20,9.48E-40
0.0022965,-0.001327,-2.22E-20,0.026827,-0.002296,-2.55E-20,-2.66E-19,6.26E-20,-3.04E-38
0.0020617,-0.0012159,0,0.028048,-0.0020615,-8.17E-20,0,0,0
0.0017472,-0.0010945,4.43E-20,0.029002,-0.0017473,-3.49E-21,1.82E-19,-3.40E-20,-6.03E-40
0.0013599,-0.00097178,-2.18E-20,0.029563,-0.0013601,2.63E-20,0,0,0
0.0009168,-0.0008573,2.12E-20,0.029611,-0.00091728,-1.23E-21,0,0,0
0.0004468,-0.00075981,0,0.02905,-0.00044768,4.05E-20,0,0,0
-1.20E-05,-0.00068527,-1.98E-20,0.02784,1.10E-05,-1.72E-20,-5.61E-19,6.69E-20,-6.48E-38
-0.00041875,-0.00063476,5.82E-20,0.026022,0.0004184,-4.33E-20,3.03E-19,-3.28E-20,-2.02E-40
-0.00074116,-0.00060463,3.74E-20,0.02373,0.00074104,1.67E-20,0,0,0
-0.00096191,-0.00058751,7.35E-20,0.021167,0.00096097,-4.21E-21,0,0,0
-0.0010813,-0.00057558,-3.61E-20,0.018567,0.0010805,2.04E-21,0,0,0
-0.0011196,-0.0005628,1.15E-21,0.016133,0.0011192,-5.81E-24,0,0,0
-0.0011048,-0.00054643,0,0.013991,0.0011043,0,0,0,0
-0.0010624,-0.00052611,3.21E-20,0.012195,0.0010619,-1.87E-21,0,0,0
-0.0010126,-0.00050303,0,0.010729,0.001012,0,0,0,0
-0.00096656,-0.00047881,3.21E-20,0.0095437,0.00096651,-1.81E-21,0,0,0
-0.00093096,-0.00045465,-3.18E-20,0.0085773,0.00093106,-2.66E-20,0,0,0
-0.00090744,-0.00043144,9.34E-20,0.0077692,0.00090696,-4.89E-21,9.32E-19,-4.32E-20,6.42E-38
-0.00089362,-0.00040961,-3.06E-20,0.0070699,0.00089326,3.06E-20,0,0,0
-0.0008879,-0.00038915,0,0.0064402,0.00088822,1.51E-20,0,0,0
-0.00088952,-0.00037,1.58E-20,0.0058501,0.00088961,-1.70E-20,-5.21E-19,1.96E-20,-4.61E-41
-0.00089521,-0.00035192,-1.48E-22,0.0052781,0.00089518,-1.50E-20,5.43E-19,-1.92E-20,-1.76E-38
-0.00090334,-0.00033475,-5.38E-22,0.0047104,0.00090344,1.62E-20,0,0,0
-0.00091229,-0.00031823,-1.68E-20,0.0041353,0.00091307,1.99E-20,0,0,0
-0.00092285,-0.00030221,-3.50E-20,0.0035448,0.00092284,1.10E-21,-6.17E-19,1.86E-20,5.74E-41
-0.00093258,-0.00028657,1.85E-20,0.002934,0.00093219,1.40E-21,-1.18E-21,-3.63E-22,2.35E-38
-0.00094061,-0.00027119,-1.92E-20,0.0022924,0.0009407,2.66E-22,-6.78E-19,1.81E-20,6.73E-41
-0.00094778,-0.00025604,0,0.0016118,0.00094825,-2.31E-20,0,0,0
-0.0009549,-0.00024104,0,0.00087865,0.00095494,0,0,0,0
-0.00096115,-0.00022615,3.20E-22,7.37E-05,0.00096109,1.12E-24,0,0,0
-0.00096736,-0.00021131,0,-0.00082795,0.00096734,0,0,0,0
-0.00097435,-0.00019649,-1.27E-20,-0.0018614,0.00097452,7.39E-22,0,0,0
-0.00098379,-0.00018159,0,-0.0030735,0.00098384,2.49E-20,0,0,0
-0.00099738,-0.00016656,-1.53E-20,-0.0045261,0.000997,-2.96E-20,-4.91E-19,8.50E-21,4.99E-41
-0.0010159,-0.0001513,1.67E-20,-0.0062949,0.0010163,-2.56E-20,5.19E-19,-8.45E-21,6.16E-41
-0.0010445,-0.00013572,2.76E-20,-0.0084819,0.0010446,2.92E-20,-5.63E-22,-7.32E-23,1.49E-38
-0.0010857,-0.00011972,9.95E-21,-0.011209,0.0010856,-2.37E-20,0,0,0
-0.0011428,-0.00010328,-1.11E-20,-0.014619,0.0011432,2.06E-21,3.07E-19,-4.06E-21,-2.76E-41
-0.001221,-8.65E-05,3.70E-20,-0.018879,0.0012208,8.81E-20,-8.02E-22,-5.68E-23,2.43E-38
-0.0013194,-6.95E-05,1.33E-20,-0.024158,0.0013202,-5.31E-21,-6.81E-19,7.92E-21,-9.78E-39
-0.0014397,-5.29E-05,0,-0.030607,0.0014394,-7.01E-20,0,0,0
-0.001571,-3.72E-05,-8.44E-21,-0.038335,0.0015716,4.76E-22,0,0,0
-0.0017041,-2.33E-05,9.03E-21,-0.047392,0.0017045,6.27E-20,0,0,0
-0.001823,-1.18E-05,-1.02E-20,-0.057818,0.0018223,-4.30E-21,-4.04E-19,3.22E-21,-4.63E-39
-0.0019091,-3.38E-06,0,-0.069691,0.001909,-6.81E-20,0,0,0
-0.0019521,2.05E-06,0,-0.083245,0.0019518,2.59E-20,0,0,0
-0.0019437,4.84E-06,-6.54E-21,-0.099066,0.0019431,-1.69E-21,-1.08E-19,5.48E-22,-1.15E-42
-0.001882,5.60E-06,0,-0.1184,0.0018811,-2.80E-20,0,0,0
-0.0017671,5.04E-06,0,-0.14379,0.0017675,0,0,0,0
-0.0016038,3.82E-06,-1.43E-20,-0.18094,0.0016002,8.22E-22,0,0,0
-0.0013915,2.39E-06,0,-0.24604,0.0013631,5.03E-20,0,0,0
-0.001124,1.25E-06,1.74E-20,-0.43251,0.0011616,-9.77E-20,-4.29E-20,4.13E-23,-2.55E-42
-0.00065285,1.95E-07,-1.46E-20,-0.9825,0.00065246,4.66E-20,2.49E-20,-3.70E-24,-6.03E-42
0.00027105,-1.83E-05,-2.54E-20,-0.31167,-0.00013824,1.90E-19,1.58E-20,-3.18E-23,-5.83E-39
0.00099469,-6.06E-05,0,-0.090976,-0.0012103,-1.74E-19,0,0,0
0.0013253,-0.00010736,0,-0.026631,-0.0012853,0,0,0,0
0.0015118,-0.00015913,0,-0.0093266,-0.0014795,0,0,0,0
0.0016385,-0.00021606,0,-0.0022676,-0.0016316,-1.32E-20,0,0,0
0.0017339,-0.00027685,-2.71E-21,0.0015329,-0.0017334,-8.25E-22,-2.05E-20,-3.25E-22,2.28E-41
0.0018108,-0.00034116,0,0.0039456,-0.0018107,3.33E-21,0,0,0
0.0018761,-0.0004089,2.02E-21,0.0056613,-0.0018759,-7.57E-22,-1.66E-20,-5.95E-22,-1.32E-41
0.0019337,-0.00047996,-1.89E-21,0.0069916,-0.0019337,8.34E-21,0,0,0
0.0019865,-0.0005541,-3.54E-21,0.0080976,-0.0019865,-1.13E-20,0,0,0
0.0020363,-0.00063097,3.31E-21,0.0090712,-0.0020364,1.94E-20,-2.39E-20,-1.71E-21,1.43E-39
0.0020848,-0.00071008,9.84E-23,0.0099702,-0.0020849,1.21E-20,4.28E-20,3.45E-21,-2.59E-39
