grad(U):0,grad(U):1,grad(U):2,grad(U):3,grad(U):4,grad(U):5,grad(U):6,grad(U):7,grad(U):8
0.0031206,0.00011938,0,0.011087,-0.0031206,-4.32E-21,0,0,0
0.0030895,0.00013423,-3.27E-21,0.011629,-0.0030895,-8.00E-21,3.10E-21,-1.79E-21,5.42E-40
0.0030483,0.00015002,-8.16E-21,0.012209,-0.0030482,1.08E-20,7.33E-21,-3.74E-21,9.97E-40
0.0029959,0.00016673,-4.31E-23,0.012827,-0.0029959,7.74E-21,-8.49E-21,3.89E-21,4.60E-42
0.0029312,0.00018435,3.21E-21,0.013483,-0.0029312,-6.78E-21,0,0,0
0.0028531,0.00020284,0,0.014174,-0.0028532,0,0,0,0
0.00276,0.00022219,3.06E-21,0.014899,-0.0027601,-1.60E-20,0,0,0
0.0026504,0.00024222,-3.07E-21,0.01565,-0.0026503,-8.20E-22,4.10E-20,-1.32E-20,-2.74E-39
0.0025226,0.00026269,-3.07E-21,0.016422,-0.0025227,2.44E-20,0,0,0
0.0023752,0.00028346,-5.43E-23,0.017206,-0.0023751,3.71E-22,-3.25E-20,9.17E-21,1.68E-41
0.0022065,0.00030415,1.19E-20,0.017989,-0.0022064,-9.02E-21,8.42E-22,1.16E-22,4.54E-39
0.0020151,0.00032411,0,0.018757,-0.0020152,9.40E-23,0,0,0
0.0018007,0.00034279,-5.88E-21,0.019491,-0.0018006,1.17E-22,0,0,0
0.001563,0.00035949,1.14E-20,0.020165,-0.0015629,1.34E-20,0,0,0
0.0013033,0.00037325,1.14E-20,0.020753,-0.0013033,2.91E-22,-9.82E-20,1.91E-20,5.69E-41
0.001025,0.0003831,-5.50E-21,0.021219,-0.0010245,-1.30E-20,0,0,0
0.00073162,0.00038832,0,0.021527,-0.00073141,1.18E-20,0,0,0
0.00043172,0.00038823,2.23E-20,0.021635,-0.0004316,1.13E-20,-1.22E-19,1.85E-20,4.86E-41
0.00013404,0.0003825,1.11E-22,0.021506,-0.00013454,-1.51E-22,-1.30E-19,1.79E-20,-6.14E-39
-0.00014786,0.00037141,-1.08E-20,0.021111,0.00014803,-1.06E-20,-1.38E-19,1.75E-20,-4.00E-41
-0.00040353,0.00035589,0,0.020434,0.0004035,-1.07E-20,0,0,0
-0.00062084,0.00033745,0,0.019485,0.00062073,9.92E-21,0,0,0
-0.00079155,0.00031783,-1.00E-22,0.0183,0.00079169,9.68E-21,-1.62E-19,1.57E-20,-2.71E-41
-0.000913,0.00029854,2.07E-20,0.01694,0.00091339,-1.96E-20,-1.70E-19,1.53E-20,5.18E-39
-0.00098896,0.00028112,2.08E-20,0.015484,0.00098887,-9.94E-21,1.77E-19,-1.45E-20,5.14E-39
-0.0010264,0.0002659,-1.01E-20,0.014014,0.0010258,9.58E-21,0,0,0
-0.0010341,0.00025313,-1.02E-20,0.0126,0.0010347,9.10E-21,0,0,0
-0.0010263,0.00024235,9.96E-21,0.011289,0.0010262,-3.33E-22,-2.00E-19,1.29E-20,3.79E-42
-0.0010088,0.00023306,2.01E-20,0.010104,0.0010092,8.46E-21,-4.99E-22,1.15E-22,9.96E-39
-0.00099041,0.00022464,-9.48E-23,0.0090511,0.00099058,-1.45E-22,-4.29E-19,2.39E-20,-9.88E-39
-0.00097435,0.00021674,0,0.0081167,0.00097427,-1.80E-20,0,0,0
-0.00096229,0.00020914,1.01E-20,0.0072813,0.00096258,-2.76E-22,0,0,0
-0.00095589,0.00020158,3.01E-20,0.0065257,0.000956,-6.17E-22,-5.02E-22,1.06E-22,1.58E-38
-0.00095516,0.0001939,0,0.005828,0.00095453,-9.93E-21,0,0,0
-0.00095686,0.00018636,-2.06E-20,0.0051696,0.00095747,7.25E-22,2.60E-19,-1.05E-20,-1.29E-41
-0.00096428,0.00017869,0,0.0045364,0.00096387,-7.98E-22,0,0,0
-0.00097332,0.00017116,-5.25E-21,0.0039146,0.00097302,-1.14E-20,2.83E-19,-1.01E-20,-1.68E-41
-0.00098399,0.00016362,5.87E-21,0.0032916,0.00098434,5.46E-21,2.96E-19,-9.86E-21,3.46E-39
-0.00099712,0.00015634,5.81E-21,0.0026569,0.00099727,1.26E-20,1.55E-19,-4.85E-21,5.52E-42
-0.0010119,0.00014934,-1.19E-20,0.0019958,0.0010115,1.46E-20,0,0,0
-0.0010266,0.00014271,-1.28E-20,0.0012916,0.0010272,-1.10E-22,-1.71E-19,4.71E-21,2.22E-39
-0.0010447,0.00013652,0,0.00052397,0.0010446,-7.98E-21,0,0,0
-0.0010652,0.00013086,0,-0.0003372,0.0010644,0,0,0,0
-0.0010873,0.00012579,7.47E-21,-0.0013308,0.0010875,-1.62E-22,0,0,0
-0.0011153,0.00012134,-4.14E-21,-0.0025091,0.0011151,8.27E-23,0,0,0
-0.0011491,0.00011756,0,-0.0039398,0.001149,0,0,0,0
-0.0011913,0.00011445,4.91E-21,-0.0057117,0.0011911,-9.25E-21,0,0,0
-0.0012436,0.00011196,-5.26E-21,-0.0079359,0.0012433,7.00E-22,1.24E-19,-2.16E-21,-6.10E-42
-0.0013076,0.00010998,-5.75E-21,-0.010732,0.0013072,2.25E-20,0,0,0
-0.0013825,0.0001083,-6.49E-21,-0.014225,0.001383,1.40E-20,-1.37E-19,2.03E-21,7.76E-42
-0.0014684,0.00010656,7.04E-21,-0.018515,0.0014686,-1.47E-20,-1.45E-19,2.00E-21,-8.27E-42
-0.0015586,0.00010431,-3.95E-21,-0.02365,0.0015588,-5.50E-21,0,0,0
-0.0016454,0.00010104,-4.29E-21,-0.029603,0.0016448,-6.51E-22,-7.91E-20,8.89E-22,1.82E-42
-0.0017163,9.64E-05,-4.70E-21,-0.036278,0.0017161,-1.09E-20,0,0,0
-0.0017629,9.00E-05,0,-0.04356,0.0017629,-1.59E-20,0,0,0
-0.0017782,8.21E-05,-3.59E-23,-0.051374,0.0017781,1.04E-20,8.91E-20,-7.08E-22,-1.17E-39
-0.001759,7.29E-05,-3.71E-23,-0.059746,0.0017586,1.64E-20,-4.59E-20,3.15E-22,5.18E-44
-0.0017059,6.29E-05,3.18E-21,-0.068865,0.0017055,-1.00E-20,-2.15E-22,7.95E-24,4.02E-40
-0.0016224,5.27E-05,-3.38E-21,-0.079144,0.0016221,1.49E-22,0,0,0
-0.0015135,4.26E-05,-3.69E-21,-0.091334,0.001513,1.76E-20,0,0,0
-0.0013832,3.29E-05,4.11E-21,-0.10677,0.0013829,-1.22E-20,-4.90E-20,1.53E-22,4.25E-43
-0.001236,2.42E-05,2.34E-21,-0.12797,0.0012357,-1.81E-20,2.43E-20,-5.80E-23,-1.98E-40
-0.0010734,1.64E-05,2.78E-21,-0.16043,0.0010709,-7.14E-21,0,0,0
-0.00089722,9.81E-06,-3.47E-21,-0.21983,0.00088238,1.67E-20,2.23E-20,-2.55E-23,-2.56E-43
-0.00070143,4.74E-06,-2.60E-21,-0.39116,0.00070872,4.70E-20,-9.60E-21,6.13E-24,2.05E-43
-0.00039764,-2.37E-10,-8.90E-21,-0.88076,0.00041276,-4.65E-20,-5.53E-21,8.46E-25,2.63E-40
0.0014899,-6.30E-07,4.58E-21,-0.05038,-0.0017452,6.95E-23,0,0,0
0.0023878,5.89E-06,-4.05E-21,-0.0019624,-0.0023642,8.91E-23,-1.30E-22,-3.20E-25,2.20E-40
0.0026892,1.17E-05,0,0.0057222,-0.0025649,7.36E-21,0,0,0
0.0028412,1.82E-05,2.59E-21,0.0070792,-0.0027829,5.17E-22,6.69E-22,1.18E-22,-2.20E-43
0.0029363,2.58E-05,9.50E-22,0.0076268,-0.0029287,-6.96E-21,0,0,0
0.0030016,3.40E-05,-8.04E-22,0.0079933,-0.0030022,3.17E-21,0,0,0
0.003048,4.31E-05,-2.02E-21,0.0083113,-0.003048,-4.88E-21,-3.36E-23,2.22E-22,2.80E-45
0.0030807,5.29E-05,-2.39E-21,0.0086242,-0.0030805,-7.61E-21,-8.42E-23,-5.16E-22,1.62E-40
0.0031027,6.35E-05,-2.22E-21,0.0089506,-0.0031025,1.21E-20,2.02E-22,-5.78E-22,1.81E-43
0.0031153,7.50E-05,-7.62E-24,0.0093001,-0.0031152,4.58E-21,-1.32E-21,1.26E-21,-2.40E-40
0.0031194,8.73E-05,0,0.0096783,-0.0031193,-1.29E-20,0,0,0
0.0031151,0.00010044,2.79E-21,0.010089,-0.003115,-4.00E-22,2.66E-21,-1.47E-21,1.89E-40
0.0031024,0.00011454,-3.61E-21,0.010535,-0.0031024,5.56E-21,-5.86E-22,-2.16E-23,6.81E-40
0.003081,0.00012957,1.75E-21,0.011019,-0.003081,4.25E-21,0,0,0
0.0030502,0.00014555,-2.62E-23,0.011541,-0.0030502,-3.69E-21,-4.10E-21,1.74E-21,-9.32E-43
0.0030095,0.0001625,3.24E-21,0.012102,-0.0030094,-1.17E-20,4.60E-21,-1.82E-21,-2.57E-40
0.0029576,0.0001804,4.57E-23,0.012702,-0.0029576,1.00E-20,1.02E-20,-3.80E-21,-3.83E-42
0.0028935,0.00019922,-6.43E-21,0.013339,-0.0028936,7.37E-21,-1.13E-20,3.94E-21,8.68E-40
0.0028163,0.00021892,0,0.014013,-0.0028162,-6.32E-21,0,0,0
0.0027241,0.00023946,-3.15E-21,0.014719,-0.002724,5.38E-21,0,0,0
0.0026156,0.00026053,1.23E-20,0.015452,-0.0026156,-4.97E-21,-1.41E-20,4.35E-21,1.37E-39
0.0024893,0.00028205,6.13E-21,0.016205,-0.0024894,-1.48E-20,1.59E-20,-4.39E-21,6.51E-40
0.0023436,0.00030378,-2.99E-21,0.01697,-0.0023436,1.30E-20,3.44E-20,-8.94E-21,-1.24E-39
0.0021773,0.0003252,-5.96E-21,0.017735,-0.0021772,9.45E-21,-3.64E-20,9.20E-21,-2.24E-39
0.0019889,0.0003459,0,0.018485,-0.0019889,-1.60E-20,0,0,0
0.0017779,0.00036517,5.84E-21,0.019202,-0.0017778,-4.54E-22,4.32E-20,-9.26E-21,-1.37E-41
0.0015444,0.00038229,0,0.019862,-0.0015443,7.42E-21,0,0,0
0.0012896,0.0003964,-1.13E-20,0.020438,-0.0012896,6.80E-21,0,0,0
0.0010163,0.00040669,-1.14E-20,0.020898,-0.0010162,4.48E-22,-5.35E-20,9.25E-21,1.73E-39
0.00072923,0.00041209,0,0.021206,-0.00072896,5.61E-21,0,0,0
0.0004349,0.00041228,-2.21E-20,0.021323,-0.00043495,9.03E-22,-1.22E-19,1.81E-20,-4.47E-41
0.00014362,0.00040683,-2.20E-20,0.021213,-0.00014351,-2.21E-20,-7.92E-23,-2.24E-22,1.21E-38
-0.00013427,0.00039595,-2.19E-20,0.020846,0.00013435,4.26E-23,1.38E-19,-1.75E-20,4.00E-41
-0.00038672,0.00038063,0,0.020206,0.00038669,1.06E-20,0,0,0
-0.00060239,0.00036232,-1.08E-20,0.019301,0.00060223,-9.67E-21,0,0,0
-0.00077307,0.00034266,-1.06E-20,0.018163,0.00077301,7.43E-23,1.62E-19,-1.57E-20,2.71E-41
-0.0008969,0.00032333,-2.10E-20,0.016848,0.00089602,2.90E-20,0,0,0
-0.00097363,0.00030572,-1.05E-20,0.015431,0.00097346,3.00E-22,-3.54E-19,2.88E-20,-5.08E-39
-0.0010127,0.00029031,1.04E-20,0.013993,0.0010126,-2.81E-20,0,0,0
-0.0010236,0.00027727,1.02E-20,0.012598,0.0010235,-1.80E-22,1.92E-19,-1.32E-20,-8.35E-42
-0.0010166,0.00026604,-9.95E-21,0.011299,0.0010165,2.73E-20,0,0,0
-0.0010007,0.00025631,1.71E-22,0.010121,0.0010006,-9.09E-21,-4.13E-19,2.45E-20,-1.98E-38
-0.00098227,0.00024744,-2.99E-20,0.0090662,0.00098249,-1.74E-20,2.14E-19,-1.19E-20,4.92E-39
-0.00096619,0.0002391,0,0.0081291,0.00096652,1.83E-20,0,0,0
-0.00095493,0.00023088,-2.02E-20,0.0072901,0.00095478,1.91E-20,-2.30E-19,1.11E-20,5.23E-39
-0.0009477,0.00022263,-2.03E-20,0.0065285,0.00094805,-9.49E-21,-4.79E-19,2.17E-20,-1.04E-38
-0.00094696,0.00021442,0,0.005827,0.00094639,-2.95E-20,0,0,0
-0.00094946,0.00020601,2.07E-20,0.0051653,0.00094911,-9.53E-23,2.59E-19,-1.03E-20,1.28E-41
-0.00095522,0.00019763,5.38E-21,0.0045278,0.00095533,1.60E-20,0,0,0
-0.00096425,0.0001893,1.08E-20,0.0039041,0.00096435,1.76E-20,-1.41E-19,4.96E-21,-1.62E-39
-0.00097573,0.00018105,5.51E-21,0.0032789,0.00097552,-2.47E-22,-4.43E-19,1.47E-20,-6.86E-39
-0.00098802,0.00017298,1.17E-20,0.0026409,0.00098841,-1.92E-20,-1.55E-19,4.85E-21,-5.52E-42
-0.0010028,0.00016521,6.16E-21,0.0019782,0.0010027,-2.22E-20,0,0,0
-0.0010183,0.0001578,-6.38E-21,0.0012712,0.0010186,8.61E-22,3.41E-19,-9.37E-21,-6.65E-39
-0.0010364,0.00015086,0,0.00049837,0.0010362,1.61E-20,0,0,0
-0.0010568,0.00014444,-7.26E-21,-0.0003674,0.0010564,1.32E-22,0,0,0
-0.0010807,0.00013862,-3.89E-21,-0.0013673,0.0010799,-5.98E-21,0,0,0
-0.0011087,0.00013344,-2.76E-23,-0.0025551,0.0011082,3.50E-22,1.05E-19,-2.21E-21,-8.85E-40
-0.0011425,0.00012892,0,-0.0040006,0.0011428,1.44E-20,0,0,0
-0.0011855,0.00012507,-4.93E-21,-0.005793,0.0011856,-4.07E-22,-1.17E-19,2.14E-21,5.26E-42
-0.0012386,0.00012183,1.07E-20,-0.0080402,0.0012384,-8.71E-21,0,0,0
-0.0013025,0.00011908,0,-0.010864,0.0013028,-1.27E-20,0,0,0
-0.0013783,0.00011658,-3.16E-21,-0.014387,0.0013785,9.27E-22,1.37E-19,-2.03E-21,-7.76E-42
-0.0014625,0.00011398,-3.44E-21,-0.018705,0.0014632,4.83E-21,0,0,0
-0.001551,0.00011082,3.96E-21,-0.023852,0.0015511,-9.69E-21,7.54E-20,-9.21E-22,1.96E-42
-0.0016337,0.00010662,-4.28E-21,-0.029792,0.0016336,-1.75E-21,7.91E-20,-8.89E-22,-1.82E-42
-0.0016995,0.00010097,9.45E-21,-0.036425,0.0017001,1.17E-20,8.22E-20,-8.11E-22,8.96E-40
-0.001741,9.37E-05,0,-0.043641,0.0017413,1.29E-20,0,0,0
-0.0017513,8.50E-05,5.42E-21,-0.05136,0.0017507,-9.46E-21,0,0,0
-0.0017261,7.52E-05,3.68E-23,-0.059617,0.0017261,1.15E-20,4.55E-20,-2.98E-22,-8.69E-44
-0.0016688,6.46E-05,2.06E-23,-0.068613,0.0016687,9.23E-21,-4.69E-20,2.66E-22,-3.97E-40
-0.0015819,5.39E-05,3.46E-21,-0.07877,0.0015824,-1.17E-20,0,0,0
-0.0014721,4.34E-05,-1.89E-21,-0.09084,0.0014718,3.44E-23,0,0,0
-0.0013419,3.36E-05,-4.11E-21,-0.10616,0.0013416,1.10E-20,0,0,0
-0.0011955,2.46E-05,-2.40E-21,-0.12723,0.0011956,1.30E-20,-2.41E-20,5.38E-23,2.03E-40
-0.0010363,1.66E-05,-2.78E-21,-0.15956,0.0010335,-1.28E-20,-2.35E-20,3.77E-23,3.22E-44
-0.00086343,9.96E-06,5.24E-21,-0.2188,0.00084967,-3.02E-20,0,0,0
-0.00067439,4.81E-06,4.10E-23,-0.38966,0.00067878,-5.49E-20,9.60E-21,-6.13E-24,-2.05E-43
-0.00038124,1.53E-08,-4.46E-21,-0.87726,0.00039767,7.73E-20,1.10E-20,-1.69E-24,-7.88E-40
0.0014667,-3.41E-07,4.74E-23,-0.036746,-0.0017256,2.01E-20,2.49E-22,5.00E-24,-2.72E-40
0.0023516,6.49E-06,-2.23E-23,0.0020466,-0.0023223,-3.25E-20,-3.54E-22,-2.25E-23,-1.10E-40
0.0026492,1.27E-05,0,0.0071142,-0.002526,2.06E-20,0,0,0
0.0027995,1.97E-05,-2.60E-21,0.0077781,-0.002742,6.25E-22,1.46E-22,1.14E-22,2.49E-43
0.0028937,2.77E-05,0,0.008046,-0.0028862,-1.11E-20,0,0,0
0.0029584,3.66E-05,-8.33E-24,0.0082636,-0.0029591,-3.46E-21,1.28E-22,-1.85E-22,-6.44E-41
0.0030045,4.63E-05,-6.83E-22,0.0084892,-0.0030045,3.50E-21,3.36E-23,-2.22E-22,-2.80E-45
0.0030372,5.68E-05,1.20E-21,0.0087387,-0.0030369,-1.54E-21,0,0,0
0.0030591,6.81E-05,3.35E-21,0.0090183,-0.003059,-4.17E-21,9.80E-22,-5.61E-22,1.43E-40
0.0030718,8.03E-05,-2.05E-21,0.0093313,-0.0030718,3.90E-21,8.44E-22,-6.27E-22,1.20E-40
0.003076,9.34E-05,0,0.0096796,-0.003076,1.24E-20,0,0,0
0.003072,0.00010744,-2.22E-23,0.010065,-0.003072,-9.99E-21,-4.30E-21,2.19E-21,-2.81E-40
0.0030596,0.00012244,2.69E-21,0.010488,-0.0030596,-4.21E-21,6.86E-21,-3.10E-21,-8.39E-40
0.0030386,0.00013842,-1.74E-21,0.010951,-0.0030386,5.90E-21,-4.15E-21,1.63E-21,-7.96E-43
0.0030083,0.0001554,-3.41E-21,0.011454,-0.0030083,-4.76E-21,4.10E-21,-1.74E-21,9.32E-43
0.002968,0.00017336,3.32E-21,0.011996,-0.002968,1.13E-20,4.56E-22,2.66E-23,5.10E-40
0.0029168,0.00019231,3.26E-21,0.012578,-0.0029168,-1.30E-20,-1.02E-20,3.80E-21,3.83E-42
0.0028536,0.00021219,7.41E-24,0.013198,-0.0028535,-7.63E-21,2.33E-20,-7.81E-21,-1.73E-39
0.0027771,0.00023296,3.21E-21,0.013853,-0.0027771,6.79E-21,0,0,0
0.0026861,0.00025446,3.14E-21,0.014541,-0.0026861,5.03E-21,1.41E-20,-4.12E-21,-3.56E-42
0.002579,0.00027656,-6.17E-21,0.015256,-0.0025791,1.59E-20,-1.52E-20,4.23E-21,-3.55E-42
0.0024545,0.00029904,1.38E-24,0.015991,-0.0024545,3.97E-23,-3.23E-20,8.71E-21,-1.30E-39
0.0023109,0.00032159,9.10E-21,0.016738,-0.0023108,-1.83E-20,-1.68E-20,4.53E-21,2.45E-39
0.0021469,0.00034381,3.08E-21,0.017484,-0.0021469,-4.86E-21,3.80E-20,-8.94E-21,1.14E-39
0.0019617,0.00036516,-5.99E-21,0.018217,-0.0019617,1.62E-20,0,0,0
0.0017543,0.00038501,5.88E-21,0.018918,-0.0017543,2.38E-22,-4.32E-20,9.26E-21,1.37E-41
0.0015252,0.00040264,-5.85E-21,0.019564,-0.0015252,-7.28E-21,0,0,0
0.0012753,0.00041725,5.79E-21,0.02013,-0.0012752,-1.32E-20,0,0,0
0.0010068,0.00042781,5.70E-21,0.020584,-0.0010074,-5.65E-22,1.07E-19,-1.84E-20,-1.72E-39
0.00072605,0.00043372,5.67E-21,0.020892,-0.00072606,6.90E-22,0,0,0
0.00043809,0.00043419,-1.12E-20,0.021017,-0.00043792,-1.15E-20,1.22E-19,-1.81E-20,4.47E-41
0.00015239,0.00042909,-1.11E-22,0.020924,-0.00015203,1.57E-22,1.30E-19,-1.77E-20,-5.99E-39
-0.00012148,0.00041872,2.18E-20,0.020584,0.00012118,1.04E-20,1.38E-19,-1.70E-20,-3.75E-41
-0.0003699,0.00040377,1.09E-20,0.01998,0.00037007,2.88E-22,0,0,0
-0.00058394,0.00038566,-9.84E-23,0.019118,0.00058385,-1.78E-22,1.54E-19,-1.60E-20,-5.60E-39
-0.00075458,0.00036612,1.05E-20,0.018025,0.00075451,1.91E-22,0,0,0
-0.00087919,0.00034692,1.05E-20,0.016755,0.0008786,-1.92E-20,1.69E-19,-1.48E-20,-2.20E-41
-0.0009575,0.00032911,-2.08E-20,0.015378,0.000958,1.93E-20,3.54E-19,-2.85E-20,-1.04E-38
-0.00099894,0.00031359,-1.04E-20,0.013968,0.0009993,2.82E-20,-1.84E-19,1.36E-20,-1.29E-41
-0.0010122,0.00030026,1.02E-20,0.012596,0.0010121,-9.52E-21,-1.92E-19,1.32E-20,8.35E-42
-0.0010061,0.00028876,-1.03E-20,0.011309,0.0010065,-8.90E-21,0,0,0
-0.00099176,0.00027867,-3.02E-20,0.010135,0.00099165,-8.57E-21,4.91E-22,-1.38E-22,1.49E-38
-0.00097412,0.00026943,2.00E-20,0.0090821,0.00097413,-3.18E-22,2.13E-19,-1.16E-20,1.75E-42
-0.00095803,0.00026064,0,0.0081414,0.00095827,-9.39E-21,0,0,0
-0.00094676,0.0002519,-1.01E-20,0.0072982,0.00094646,-1.85E-20,4.60E-19,-2.20E-20,-1.57E-38
-0.00093951,0.00024311,-9.94E-21,0.0065328,0.00093963,1.96E-20,4.78E-19,-2.15E-20,-5.42E-39
-0.00093711,0.00023428,0,0.0058259,0.00093768,2.97E-20,0,0,0
-0.00094042,0.00022524,1.04E-20,0.0051611,0.00094008,4.90E-21,-2.59E-19,1.03E-20,-1.28E-41
-0.00094616,0.00021616,-1.08E-20,0.0045209,0.00094612,-1.05E-20,-1.35E-19,4.99E-21,1.55E-39
-0.00095435,0.00020704,-5.43E-21,0.0038926,0.00095489,-1.15E-20,2.81E-22,-6.09E-23,1.60E-39
-0.00096582,0.00019807,-1.68E-20,0.0032654,0.0009659,7.05E-21,1.48E-19,-4.87E-21,3.41E-39
-0.00097809,0.00018926,-1.17E-20,0.0026259,0.00097872,1.33E-20,-1.54E-19,4.74E-21,5.57E-42
-0.00099282,0.00018074,4.23E-23,0.0019597,0.00099307,-7.20E-21,-1.62E-19,4.67E-21,-2.05E-39
-0.0010092,0.00017258,1.92E-20,0.0012499,0.001009,-7.76E-21,-3.49E-22,5.97E-23,6.66E-39
-0.0010272,0.0001649,0,0.00047389,0.0010269,-9.51E-21,0,0,0
-0.0010469,0.00015775,7.29E-21,-0.00039765,0.0010473,-5.00E-21,1.88E-19,-4.48E-21,1.05E-41
-0.0010715,0.00015119,3.90E-21,-0.001405,0.0010713,1.03E-20,9.91E-20,-2.21E-21,3.13E-42
-0.0011003,0.00014529,1.26E-20,-0.0026025,0.0011001,5.47E-21,-2.34E-22,3.08E-23,2.67E-39
-0.0011358,0.00014005,-4.59E-21,-0.0040626,0.0011353,-7.93E-21,0,0,0
-0.0011788,0.00013547,-4.91E-21,-0.0058743,0.0011788,1.00E-20,1.17E-19,-2.14E-21,-5.26E-42
-0.0012319,0.0001315,-5.46E-21,-0.008146,0.0012322,8.04E-21,-1.23E-19,2.07E-21,6.16E-42
-0.0012967,0.00012796,3.03E-21,-0.010998,0.0012968,-3.62E-21,0,0,0
-0.0013725,0.00012464,3.17E-21,-0.014549,0.0013723,7.09E-21,-6.82E-20,9.82E-22,1.91E-42
-0.0014558,0.00012118,-3.64E-21,-0.018889,0.0014558,1.47E-21,-7.17E-20,9.46E-22,1.98E-42
-0.0015418,0.00011711,7.97E-21,-0.024045,0.0015414,-8.88E-21,-7.54E-20,9.21E-22,-1.96E-42
-0.0016194,0.00011198,4.29E-21,-0.029969,0.0016201,1.46E-20,0,0,0
-0.001681,0.0001054,-4.44E-23,-0.036561,0.0016817,-1.78E-21,-1.64E-19,1.60E-21,-1.78E-39
-0.0017174,9.73E-05,0,-0.043705,0.0017172,-2.59E-20,0,0,0
-0.001721,8.78E-05,0,-0.051326,0.0017211,9.35E-21,0,0,0
-0.0016916,7.73E-05,5.94E-21,-0.059472,0.0016915,-8.21E-22,-4.55E-20,2.98E-22,8.69E-44
-0.0016301,6.62E-05,-3.16E-21,-0.068352,0.0016302,2.69E-21,0,0,0
-0.0015415,5.51E-05,-5.20E-21,-0.078392,0.0015413,-8.38E-21,-4.74E-20,2.11E-22,2.37E-40
-0.0014291,4.43E-05,1.89E-21,-0.090346,0.0014294,-1.31E-20,2.40E-20,-8.66E-23,-1.05E-43
-0.0012997,3.41E-05,0,-0.10554,0.0012993,-1.37E-20,0,0,0
-0.0011541,2.49E-05,1.35E-23,-0.1265,0.0011546,-1.21E-20,4.81E-20,-1.05E-22,-4.06E-40
-0.00099828,1.69E-05,-2.78E-21,-0.15871,0.0009954,3.43E-20,2.35E-20,-3.77E-23,-3.22E-44
-0.00082964,1.01E-05,-1.77E-21,-0.2178,0.00081643,2.96E-20,-1.10E-20,1.12E-23,6.73E-44
-0.00064565,4.87E-06,-4.10E-23,-0.38821,0.00064847,-1.18E-20,-9.53E-21,5.60E-24,2.02E-43
-0.00036468,3.38E-08,1.34E-20,-0.8739,0.00038233,-1.67E-20,-2.15E-23,1.99E-27,7.88E-40
0.0014412,-9.33E-08,-4.54E-21,-0.023332,-0.0017031,4.27E-22,-8.48E-23,5.49E-27,2.67E-40
0.0023128,7.01E-06,2.05E-21,0.0059981,-0.0022782,-3.59E-22,0,0,0
0.0026065,1.35E-05,-1.05E-21,0.0084889,-0.0024846,-7.69E-21,0,0,0
0.0027551,2.10E-05,-1.31E-21,0.0084696,-0.0026984,-5.59E-22,-1.46E-22,-1.14E-22,-2.49E-43
0.0028483,2.95E-05,1.01E-21,0.0084615,-0.002841,7.07E-21,0,0,0
0.0029126,3.88E-05,7.96E-22,0.008532,-0.0029132,-1.62E-23,2.31E-22,3.08E-24,6.31E-41
0.0029584,4.90E-05,6.83E-22,0.0086662,-0.0029585,2.73E-23,0,0,0
0.002991,6.01E-05,0,0.0088529,-0.0029907,8.93E-21,0,0,0
0.0030129,7.20E-05,-1.00E-23,0.0090862,-0.0030128,6.41E-22,-2.34E-21,1.11E-21,-2.84E-40
0.0030257,8.49E-05,1.03E-21,0.0093629,-0.0030256,-8.31E-21,0,0,0
0.0030301,9.87E-05,0,0.0096816,-0.0030301,-5.97E-21,0,0,0
0.0030264,0.00011349,-1.85E-21,0.010041,-0.0030263,7.62E-21,3.59E-21,-1.43E-21,-2.64E-42
0.0030143,0.00012928,3.60E-21,0.010442,-0.0030143,1.25E-21,-5.86E-21,2.30E-21,-9.06E-41
0.0029938,0.0001461,-1.75E-21,0.010885,-0.0029937,-1.22E-20,4.15E-21,-1.63E-21,7.96E-43
0.002964,0.00016394,3.40E-21,0.011368,-0.0029639,8.12E-21,5.08E-21,-1.69E-21,-7.27E-43
0.0029243,0.0001828,1.80E-23,0.011892,-0.0029243,4.37E-21,-5.05E-21,1.80E-21,-2.53E-40
0.0028738,0.00020267,-3.25E-21,0.012456,-0.0028738,3.07E-21,0,0,0
0.0028116,0.00022347,4.79E-21,0.013058,-0.0028115,6.64E-21,-1.20E-20,3.88E-21,8.66E-40
0.0027361,0.00024511,-1.58E-21,0.013696,-0.0027361,-1.47E-22,-1.37E-20,3.94E-21,-4.12E-40
0.0026463,0.00026757,6.34E-21,0.014366,-0.0026464,-1.11E-20,-1.41E-20,4.12E-21,3.56E-42
0.0025408,0.00029055,-3.12E-21,0.015063,-0.0025409,-1.07E-20,1.52E-20,-4.23E-21,3.55E-42
0.0024181,0.00031391,-6.13E-21,0.01578,-0.0024182,9.61E-21,1.64E-20,-4.32E-21,6.51E-40
0.0022768,0.00033726,-2.98E-21,0.016509,-0.0022767,1.83E-20,-1.77E-20,4.40E-21,-1.21E-39
0.0021155,0.00036013,6.06E-21,0.017238,-0.0021155,-1.22E-20,-5.74E-20,1.33E-20,-2.87E-39
0.0019335,0.00038222,5.95E-21,0.017954,-0.0019335,-1.30E-20,4.16E-20,-8.91E-21,-1.26E-41
0.00173,0.00040264,-5.84E-21,0.018639,-0.00173,6.52E-22,0,0,0
0.0015053,0.00042085,5.82E-21,0.019272,-0.0015051,6.58E-21,4.75E-20,-9.02E-21,-1.20E-41
0.0012603,0.00043589,-1.16E-20,0.019827,-0.0012604,2.07E-20,-5.07E-20,9.02E-21,1.83E-39
0.00099805,0.00044694,5.67E-21,0.020276,-0.0009981,-3.15E-23,-1.08E-19,1.81E-20,-1.75E-39
