U:0,U:1,U:2
0.0082848,-0.0016026,3.77E-22
0.0092083,-0.0016813,0
0.010203,-0.0017516,7.28E-22
0.011266,-0.0018116,0
0.012392,-0.0018593,-7.17E-22
0.01357,-0.0018929,0
0.01479,-0.0019111,6.27E-24
0.016036,-0.0019133,0
0.017289,-0.0018995,6.80E-22
0.018528,-0.0018707,0
0.019733,-0.0018287,-6.73E-22
0.020883,-0.0017762,0
0.021963,-0.0017159,-6.60E-22
0.022961,-0.0016508,-1.30E-21
0.023871,-0.0015834,-6.47E-22
0.024693,-0.0015156,-1.27E-21
0.025428,-0.0014486,0
0.026083,-0.0013832,0
0.026664,-0.0013196,-6.35E-22
0.027177,-0.001258,0
0.027627,-0.0011981,-6.37E-22
0.02802,-0.0011399,0
0.028361,-0.0010832,0
0.028652,-0.0010278,6.72E-22
0.028896,-0.00097386,0
0.029096,-0.00092122,7.05E-22
0.029254,-0.00086991,7.35E-22
0.029371,-0.00081997,7.61E-22
0.029449,-0.00077141,3.96E-22
0.029487,-0.00072423,0
0.029486,-0.00067842,0
0.029443,-0.00063391,-4.81E-22
0.029358,-0.00059062,0
0.029224,-0.0005484,0
0.029037,-0.00050708,0
0.02879,-0.00046646,2.05E-24
0.028473,-0.00042634,-3.67E-22
0.028076,-0.00038657,0
0.02759,-0.0003471,0
0.027008,-0.00030804,-2.44E-22
0.026325,-0.00026969,0
0.025545,-0.00023256,0
0.024673,-0.00019721,3.09E-22
0.023717,-0.00016424,3.32E-22
0.022687,-0.00013411,0
0.02159,-0.00010714,0
0.020426,-8.35E-05,-2.09E-22
0.01919,-6.32E-05,0
0.017868,-4.60E-05,-2.50E-22
0.016426,-3.19E-05,0
0.014803,-2.05E-05,-1.69E-22
0.012869,-1.17E-05,-2.13E-22
0.010291,-5.37E-06,0
0.005468,-8.37E-07,2.72E-22
4.44E-05,-5.43E-06,-3.09E-22
0.00024177,-2.45E-05,-1.37E-22
0.00038367,-4.72E-05,-2.73E-22
0.0005055,-7.43E-05,0
0.00062394,-0.00010575,-6.60E-23
0.00074551,-0.00014092,5.28E-23
0.00087386,-0.00017962,9.14E-23
0.0010116,-0.00022196,7.60E-25
0.0011612,-0.00026805,7.40E-23
0.0013247,-0.00031803,0
0.0015045,-0.000372,0
0.0017032,-0.00043007,-1.24E-22
0.0019234,-0.00049231,-1.18E-22
0.0021681,-0.00055876,1.14E-22
0.0024404,-0.00062939,0
0.0027438,-0.00070412,-1.10E-22
0.0030821,-0.00078278,0
0.0034593,-0.00086511,2.10E-22
0.0038796,-0.00095071,0
0.0043475,-0.0010391,0
0.0048673,-0.0011294,0
0.0054436,-0.001221,0
0.0060805,-0.0013127,3.94E-22
0.006782,-0.0014033,0
0.0075511,-0.0014912,-3.84E-22
0.0083901,-0.0015748,-3.75E-22
0.0093001,-0.0016523,0
0.01028,-0.0017217,3.69E-22
0.011327,-0.001781,0
0.012436,-0.0018282,7.13E-22
0.013598,-0.0018617,0
0.014802,-0.0018802,-6.97E-22
0.016031,-0.0018829,0
0.017269,-0.0018699,-6.88E-22
0.018496,-0.0018422,0
0.01969,-0.0018014,6.70E-22
0.020832,-0.00175,0
0.021907,-0.0016909,-5.33E-24
0.022902,-0.0016268,0
0.023811,-0.0015603,1.30E-21
0.024633,-0.0014933,0
0.025369,-0.001427,0
0.026026,-0.0013622,0
0.026607,-0.0012994,6.36E-22
0.027121,-0.0012384,0
0.027572,-0.0011792,-6.47E-22
0.027965,-0.0011216,0
0.028306,-0.0010656,0
0.028596,-0.001011,-6.73E-22
0.02884,-0.00095772,0
0.02904,-0.00090579,3.58E-22
0.029197,-0.00085518,-7.37E-22
0.029314,-0.00080592,0
0.02939,-0.00075802,8.08E-22
0.029428,-0.00071147,0
0.029425,-0.00066626,4.54E-22
0.029381,-0.0006223,4.83E-22
0.029294,-0.00057952,0
0.029158,-0.00053778,0
0.028969,-0.00049689,0
0.028718,-0.00045667,2.03E-24
0.028397,-0.00041694,3.73E-22
0.027996,-0.00037754,0
0.027506,-0.00033847,-2.25E-22
0.026919,-0.00029984,2.44E-22
0.026233,-0.000262,-2.68E-22
0.02545,-0.00022544,0
0.024577,-0.00019076,3.13E-22
0.023622,-0.0001585,-1.68E-22
0.022595,-0.00012912,0
0.021502,-0.00010291,0
0.020343,-8.00E-05,-1.23E-24
0.019115,-6.04E-05,0
0.0178,-4.39E-05,-1.27E-22
0.016367,-3.03E-05,-1.44E-22
0.014752,-1.95E-05,1.69E-22
0.012827,-1.11E-05,2.16E-22
0.010259,-5.07E-06,1.61E-22
0.00545,-8.30E-07,1.61E-24
0.0001306,-5.37E-06,0
0.00038081,-2.40E-05,-2.80E-22
0.00054066,-4.62E-05,1.37E-22
0.00067162,-7.27E-05,0
0.00079579,-0.00010358,6.61E-23
0.00092131,-0.00013807,1.08E-22
0.0010525,-0.00017603,-4.66E-23
0.0011922,-0.00021757,-8.20E-23
0.0013431,-0.00026279,0
0.0015074,-0.00031184,0
0.0016875,-0.00036481,0
0.0018859,-0.00042181,1.24E-22
0.0021053,-0.00048292,1.20E-22
0.0023487,-0.00054816,1.16E-22
0.0026191,-0.00061751,0
0.00292,-0.00069089,1.10E-22
0.0032552,-0.00076814,0
0.0036285,-0.00084899,0
0.0040441,-0.00093307,0
0.0045065,-0.0010198,0
0.0050198,-0.0011086,0
0.0055886,-0.0011986,0
0.006217,-0.0012887,-5.91E-22
0.0069087,-0.0013777,3.91E-22
0.0076669,-0.0014641,7.68E-22
0.0084938,-0.0015464,0
0.0093904,-0.0016226,0
0.010356,-0.001691,-3.67E-22
0.011388,-0.0017495,0
0.012481,-0.0017962,-3.61E-22
0.013626,-0.0018296,0
0.014813,-0.0018482,0
0.016027,-0.0018514,0
0.017251,-0.0018393,6.85E-22
0.018464,-0.0018126,0
0.019648,-0.0017729,0
0.020783,-0.0017228,0
0.021852,-0.0016647,1.33E-21
0.022844,-0.0016017,0
0.023752,-0.001536,-6.50E-22
0.024574,-0.0014698,0
0.025311,-0.0014042,0
0.025968,-0.0013402,6.45E-22
0.026551,-0.0012779,-6.45E-22
0.027066,-0.0012176,0
0.027517,-0.0011591,6.48E-22
0.027911,-0.0011023,-6.60E-22
0.028252,-0.001047,0
0.028542,-0.00099312,0
0.028786,-0.00094061,0
0.028985,-0.00088942,2.31E-24
0.029141,-0.00083956,3.74E-22
0.029257,-0.00079102,-3.90E-22
0.029333,-0.00074382,-8.16E-22
0.029369,-0.00069794,0
0.029365,-0.00065335,2.77E-24
0.02932,-0.00061,0
0.029231,-0.00056777,0
0.029093,-0.00052654,0
0.028901,-0.00048614,0
0.028647,-0.00044637,-6.83E-22
0.028322,-0.00040706,-3.74E-22
0.027917,-0.00036809,0
0.027422,-0.00032946,-1.31E-24
0.026831,-0.00029132,-2.48E-22
0.026142,-0.00025404,2.68E-22
0.025357,-0.00021811,0
0.024483,-0.00018412,-1.56E-22
0.023529,-0.00015262,3.37E-22
0.022505,-0.00012403,0
0.021416,-9.86E-05,0
0.020264,-7.65E-05,2.09E-22
0.019042,-5.76E-05,-1.15E-22
0.017735,-4.17E-05,-7.31E-25
0.01631,-2.88E-05,-8.31E-25
0.014704,-1.84E-05,1.71E-22
0.012788,-1.05E-05,-2.16E-22
0.010228,-4.77E-06,-3.23E-22
0.005433,-8.21E-07,-5.50E-22
0.00021475,-5.30E-06,0
0.00051686,-2.34E-05,-1.21E-24
0.0006944,-4.51E-05,0
0.00083436,-7.11E-05,4.50E-23
0.00096421,-0.00010136,0
0.0010937,-0.00013515,4.72E-25
0.0012276,-0.00017235,4.67E-23
0.0013694,-0.00021307,0
0.0015215,-0.00025741,0
0.0016866,-0.0003055,0
0.001867,-0.00035745,0
0.0020651,-0.00041336,-6.32E-23
0.0022838,-0.0004733,-1.20E-22
0.0025259,-0.00053731,-1.16E-22
0.0027944,-0.00060535,0
0.0030929,-0.00067736,1.11E-22
0.003425,-0.00075316,1.09E-22
0.0037945,-0.00083251,1.07E-22
0.0042056,-0.00091501,-1.05E-22
0.0046625,-0.0010002,0
0.0051695,-0.0010873,0
0.005731,-0.0011757,-2.02E-22
0.0063509,-0.0012641,1.97E-22
0.0070331,-0.0013515,-5.86E-22
0.0077806,-0.0014364,-3.84E-22
0.0085957,-0.0015172,0
0.0094792,-0.0015922,0
0.010431,-0.0016595,3.71E-22
0.011448,-0.0017172,3.66E-22
0.012524,-0.0017634,3.59E-22
0.013654,-0.0017966,0
0.014825,-0.0018153,-3.53E-22
0.016023,-0.001819,-3.50E-22
0.017232,-0.0018076,0
0.018434,-0.0017819,0
0.019607,-0.0017434,0
0.020734,-0.0016943,-3.37E-22
0.021798,-0.0016374,-6.64E-22
0.022787,-0.0015753,-3.32E-22
0.023694,-0.0015106,0
0.024515,-0.0014451,3.27E-22
0.025253,-0.0013803,-3.26E-22
0.025912,-0.0013169,-9.70E-22
0.026495,-0.0012554,6.46E-22
0.027011,-0.0011957,0
0.027463,-0.001138,0
0.027857,-0.0010819,3.28E-22
0.028198,-0.0010273,-3.38E-22
0.028488,-0.00097425,0
0.028732,-0.00092252,3.54E-22
0.02893,-0.00087212,-3.62E-22
0.029086,-0.00082304,-3.75E-22
0.029201,-0.00077527,7.85E-22
0.029276,-0.0007288,4.10E-22
0.029311,-0.00068363,-2.18E-22
0.029306,-0.00063972,-4.60E-22
0.02926,-0.00059701,0
0.029169,-0.00055538,0
0.029029,-0.00051471,-2.90E-22
0.028834,-0.00047482,0
0.028577,-0.00043555,5.17E-22
0.028249,-0.00039671,1.90E-22
0.027839,-0.00035822,0
0.02734,-0.00032008,2.27E-22
0.026745,-0.00028249,2.49E-22
0.026052,-0.00024581,1.36E-22
0.025265,-0.00021056,0
0.024391,-0.00017732,-1.57E-22
0.023439,-0.00014661,-1.69E-22
0.022418,-0.00011884,0
0.021334,-9.42E-05,-9.80E-23
0.020188,-7.29E-05,0
0.018973,-5.47E-05,1.15E-22
0.017673,-3.95E-05,1.27E-22
0.016255,-2.72E-05,1.45E-22
0.014658,-1.74E-05,-1.71E-22
0.01275,-9.85E-06,0
0.010199,-4.46E-06,3.25E-22
0.005417,-8.10E-07,5.54E-22
0.0002968,-5.22E-06,0
0.00064984,-2.28E-05,7.02E-23
0.0008448,-4.41E-05,0
0.00099366,-6.95E-05,3.76E-25
0.0011291,-9.91E-05,0
0.0012625,-0.00013217,-8.27E-23
0.0013992,-0.0001686,0
0.0015429,-0.00020848,4.22E-23
0.0016964,-0.00025192,-3.84E-23
0.0018623,-0.00029904,-3.56E-23
0.0020429,-0.00034995,3.35E-23
0.0022409,-0.00040475,6.32E-23
0.0024588,-0.0004635,6.12E-23
0.0026996,-0.00052624,-5.91E-23
0.0029664,-0.00059295,0
0.0032626,-0.00066355,-5.51E-23
0.0035916,-0.00073788,-1.09E-22
0.0039574,-0.00081569,-1.07E-22
0.004364,-0.0008966,1.05E-22
0.0048156,-0.00098013,0
0.0053164,-0.0010656,0
0.0058707,-0.0011523,3.03E-22
0.0064824,-0.001239,-2.00E-22
0.0071553,-0.0013248,1.96E-22
0.0078923,-0.0014081,0
0.0086957,-0.0014875,0
0.0095666,-0.0015612,1.89E-22
0.010504,-0.0016274,-3.69E-22
0.011506,-0.0016842,-3.64E-22
0.012568,-0.0017299,0
0.013682,-0.0017627,0
0.014837,-0.0017816,3.51E-22
0.01602,-0.0017857,3.48E-22
0.017215,-0.001775,0
0.018404,-0.0017502,0
0.019567,-0.0017127,0
0.020686,-0.0016648,3.36E-22
0.021745,-0.001609,3.36E-22
0.02273,-0.0015479,-2.44E-24
0.023636,-0.001484,0
0.024457,-0.0014193,-3.27E-22
0.025196,-0.0013552,3.26E-22
0.025855,-0.0012926,3.25E-22
0.02644,-0.0012317,0
0.026957,-0.0011728,0
0.02741,-0.0011157,3.31E-22
0.027804,-0.0010604,6.69E-22
0.028145,-0.0010067,3.39E-22
0.028436,-0.00095439,0
0.028678,-0.00090349,-3.55E-22
0.028877,-0.00085391,1.84E-22
0.029032,-0.00080565,0
0.029146,-0.00075867,-3.95E-22
0.02922,-0.00071299,-2.08E-22
0.029254,-0.00066857,-1.28E-24
0.029248,-0.00062538,2.34E-22
0.0292,-0.00058334,-2.50E-22
0.029107,-0.00054235,-1.35E-22
0.028965,-0.00050228,2.91E-22
0.028768,-0.00046296,1.59E-22
0.028508,-0.00042422,-3.48E-22
0.028176,-0.00038591,-1.91E-22
0.027762,-0.00034794,0
0.027259,-0.00031035,1.15E-22
0.02666,-0.00027335,0
0.025964,-0.00023733,-1.36E-22
0.025176,-0.00020281,0
0.024301,-0.00017036,7.96E-23
0.023351,-0.00014048,0
0.022334,-0.00011355,0
0.021254,-8.98E-05,1.96E-22
0.020114,-6.92E-05,0
0.018906,-5.18E-05,0
0.017614,-3.73E-05,0
0.016204,-2.56E-05,0
0.014614,-1.63E-05,0
0.012715,-9.21E-06,0
0.010173,-4.15E-06,-2.45E-22
0.0054021,-7.96E-07,-2.78E-22
0.0003767,-5.14E-06,0
0.0007797,-2.22E-05,7.14E-23
0.00099182,-4.30E-05,0
0.0011495,-6.78E-05,-6.85E-23
0.0012905,-9.68E-05,1.72E-23
0.0014277,-0.00012914,4.18E-23
0.0015672,-0.00016479,0
0.0017128,-0.00020381,-2.10E-23
0.0018677,-0.00024634,3.85E-23
0.0020344,-0.00029247,3.56E-23
0.0022153,-0.00034232,2.76E-25
0.002413,-0.00039599,0
0.0026303,-0.00045353,-9.20E-23
0.0028699,-0.00051499,5.91E-23
0.003135,-0.00058034,-2.89E-23
0.0034288,-0.00064951,4.66E-25
0.0037549,-0.00072234,0
0.0041171,-0.00079858,0
0.0045193,-0.00087788,0
0.0049657,-0.00095974,0
0.0054604,-0.0010435,0
0.0060076,-0.0011285,-1.01E-22
0.0066113,-0.0012135,1.99E-22
0.0072751,-0.0012976,-9.91E-23
0.0080019,-0.0013794,0
0.008794,-0.0014573,0
0.0096524,-0.0015296,-9.33E-23
0.010577,-0.0015947,-9.34E-23
0.011564,-0.0016506,0
0.012611,-0.0016956,0
0.013709,-0.0017282,1.80E-22
0.014849,-0.0017471,1.78E-22
0.016017,-0.0017515,0
0.017198,-0.0017415,0
0.018375,-0.0017175,0
0.019528,-0.0016811,1.71E-22
0.020639,-0.0016342,-1.70E-22
0.021692,-0.0015794,-3.35E-22
0.022675,-0.0015193,5.00E-22
0.023579,-0.0014563,0
0.0244,-0.0013924,0
0.025139,-0.0013291,0
0.0258,-0.0012671,1.65E-22
0.026386,-0.001207,1.65E-22
0.026903,-0.0011488,0
0.027357,-0.0010925,-3.32E-22
0.027752,-0.0010379,-5.05E-22
0.028093,-0.000985,0
0.028383,-0.00093356,0
0.028626,-0.00088352,0
0.028824,-0.0008348,-1.84E-22
0.028979,-0.00078738,0
0.029092,-0.00074125,1.00E-22
0.029165,-0.00069638,2.09E-22
0.029198,-0.00065275,2.21E-22
0.029191,-0.00061032,-3.53E-22
0.029142,-0.000569,2.51E-22
0.029047,-0.00052869,1.35E-22
0.028903,-0.00048926,0
0.028703,-0.00045055,-7.96E-23
0.028439,-0.00041239,1.75E-22
0.028104,-0.00037465,0
0.027686,-0.00033725,-1.06E-22
0.027179,-0.00030026,-1.16E-22
0.026576,-0.00026391,0
0.025878,-0.0002286,6.89E-23
0.025088,-0.00019485,0
0.024214,-0.00016323,-1.60E-22
0.023266,-0.00013422,0
0.022252,-0.00010817,0
0.021177,-8.53E-05,-1.48E-22
0.020043,-6.55E-05,0
0.018842,-4.89E-05,0
0.017557,-3.51E-05,0
0.016155,-2.39E-05,3.67E-23
0.014573,-1.52E-05,0
0.012682,-8.55E-06,0
0.010147,-3.84E-06,8.22E-23
0.0053882,-7.80E-07,0
0.00045443,-5.05E-06,0
0.00090639,-2.16E-05,0
0.0011354,-4.19E-05,0
0.0013017,-6.62E-05,2.30E-23
0.0014482,-9.44E-05,-2.59E-23
0.0015892,-0.00012607,-1.40E-23
0.0017314,-0.00016092,0
0.0018791,-0.00019909,-2.13E-23
0.0020353,-0.00024068,0
0.0022028,-0.00028581,-9.07E-24
0.002384,-0.00033459,-3.38E-23
0.0025816,-0.0003871,0
0.0027982,-0.00044342,3.08E-23
0.0030366,-0.00050358,0
0.0033,-0.00056755,1.44E-23
0.0035916,-0.00063527,-5.64E-23
0.0039148,-0.00070658,0
0.0042734,-0.00078123,0
0.0046714,-0.00085888,0
0.0051127,-0.00093905,-2.64E-23
0.0056015,-0.0010211,-2.60E-23
0.0061418,-0.0011043,0
0.0067376,-0.0011877,-2.52E-23
0.0073925,-0.0012701,7.38E-23
0.0081093,-0.0013502,-2.45E-23
0.0088903,-0.0014266,-4.83E-23
0.0097365,-0.0014975,-9.44E-23
0.010648,-0.0015614,9.30E-23
0.011621,-0.0016164,0
0.012653,-0.0016607,4.56E-23
0.013736,-0.0016929,-1.79E-22
0.014861,-0.0017118,-1.32E-22
0.016015,-0.0017165,0
0.017182,-0.001707,4.37E-23
0.018347,-0.0016839,0
0.01949,-0.0016484,-8.46E-23
0.020593,-0.0016026,1.69E-22
0.021641,-0.0015488,0
0.02262,-0.0014897,-1.67E-22
0.023522,-0.0014276,0
0.024344,-0.0013645,0
0.025084,-0.0013018,0
0.025745,-0.0012406,-1.65E-22
0.026332,-0.0011811,-1.65E-22
0.02685,-0.0011237,0
0.027305,-0.0010682,0
0.027701,-0.0010144,1.69E-22
0.028042,-0.00096234,-4.33E-23
0.028332,-0.00091177,-4.42E-23
0.028575,-0.00086261,-4.53E-23
0.028772,-0.00081479,0
0.028926,-0.00076826,0
0.029039,-0.00072301,-1.00E-22
0.029111,-0.00067899,0
0.029143,-0.00063619,0
0.029135,-0.00059455,1.18E-22
0.029084,-0.00055399,3.19E-23
0.028988,-0.00051441,0
0.028841,-0.00047566,0
0.028639,-0.0004376,-8.08E-23
0.028372,-0.00040007,0
0.028033,-0.00036294,-2.44E-23
0.027611,-0.00032617,1.07E-22
0.0271,-0.00028983,0
0.026494,-0.00025417,-3.20E-23
0.025794,-0.00021962,-6.90E-23
0.025003,-0.0001867,0
0.024129,-0.00015596,8.01E-23
0.023183,-0.00012785,0
0.022173,-0.00010269,0
0.021104,-8.07E-05,4.94E-23
0.019975,-6.18E-05,0
0.018781,-4.59E-05,0
0.017503,-3.28E-05,0
0.016109,-2.23E-05,-3.67E-23
0.014534,-1.41E-05,0
0.012651,-7.90E-06,0
0.010124,-3.52E-06,0
0.0053754,-7.61E-07,0
0.00052995,-4.95E-06,0
0.0010299,-2.10E-05,0
0.0012755,-4.08E-05,0
0.0014504,-6.45E-05,0
0.0016023,-9.21E-05,1.75E-23
0.0017471,-0.00012296,-7.14E-24
0.001892,-0.00015701,-6.12E-24
0.0020416,-0.0001943,0
0.0021992,-0.00023495,0
0.0023674,-0.00027907,9.08E-24
0.002549,-0.00032676,0
0.0027464,-0.00037811,-8.17E-24
0.0029624,-0.00043319,0
0.0031998,-0.00049202,-1.51E-23
0.0034615,-0.0005546,1.46E-23
0.0037508,-0.00062085,-1.43E-23
0.0040713,-0.00069061,0
0.0044265,-0.00076366,0
0.0048202,-0.00083964,0
0.0052565,-0.00091809,-2.06E-25
0.0057395,-0.00099841,5.21E-23
0.0062732,-0.0010798,0
0.0068613,-0.0011614,2.52E-23
0.0075074,-0.0012421,2.48E-23
0.0082145,-0.0013206,4.90E-23
0.0089847,-0.0013954,9.66E-23
0.009819,-0.001465,0
0.010717,-0.0015276,0
0.011677,-0.0015816,0
0.012695,-0.0016252,-4.54E-23
0.013763,-0.001657,0
0.014873,-0.0016758,-8.90E-23
0.016013,-0.0016807,0
0.017167,-0.0016717,-8.72E-23
0.01832,-0.0016494,0
0.019452,-0.0016148,-8.55E-23
0.020548,-0.00157,0
0.02159,-0.0015172,-8.50E-23
0.022566,-0.001459,0
0.023467,-0.0013977,0
0.024288,-0.0013354,0
0.025028,-0.0012735,0
0.025691,-0.001213,0
0.026279,-0.0011542,0
0.026798,-0.0010975,0
0.027254,-0.0010428,-4.24E-23
0.02765,-0.00098991,0
0.027991,-0.0009387,8.70E-23
0.028282,-0.00088903,4.43E-23
0.028524,-0.00084078,9.11E-23
0.028721,-0.00079389,-4.71E-23
0.028875,-0.00074828,0
0.028987,-0.00070394,0
0.029058,-0.00066083,0
0.02909,-0.00061889,0
0.02908,-0.00057809,0
0.029027,-0.00053833,-6.41E-23
0.028929,-0.00049951,0
0.028781,-0.00046149,0
0.028576,-0.00042413,4.10E-23
0.028306,-0.00038727,0
0.027963,-0.0003508,2.45E-23
0.027538,-0.0003147,0
0.027023,-0.00027906,2.95E-23
0.026414,-0.00024416,6.42E-23
0.025711,-0.00021042,0
0.024919,-0.00017836,0
0.024047,-0.00014853,0
0.023103,-0.00012135,-2.17E-23
0.022097,-9.71E-05,2.32E-23
0.021033,-7.60E-05,0
0.019911,-5.80E-05,0
0.018723,-4.29E-05,0
0.017453,-3.05E-05,1.63E-23
0.016066,-2.06E-05,0
0.014499,-1.30E-05,0
0.012622,-7.23E-06,0
0.010103,-3.20E-06,0
0.0053637,-7.39E-07,0
0.00060323,-4.85E-06,0
0.0011501,-2.04E-05,-7.37E-23
0.0014121,-3.97E-05,0
0.0015954,-6.28E-05,0
0.0017527,-8.97E-05,-8.80E-24
0.0019012,-0.00011982,-7.27E-24
0.0020489,-0.00015306,6.14E-24
0.0022004,-0.00018947,0
0.0023593,-0.00022917,0
0.0025284,-0.00027226,-1.85E-23
0.0027103,-0.00031885,3.47E-23
0.0029076,-0.00036902,8.18E-24
0.003123,-0.00042285,3.16E-23
0.0033592,-0.00048035,1.51E-23
0.0036194,-0.00054151,2.96E-23
0.0039066,-0.00060627,1.43E-23
0.0042243,-0.00067447,0
0.0045761,-0.00074588,0
0.0049658,-0.00082018,0
0.0053973,-0.00089689,2.65E-23
0.0058746,-0.00097544,-2.61E-23
0.0064017,-0.0010551,-1.04E-22
0.0069823,-0.0011349,0
0.0076199,-0.0012138,0
0.0083174,-0.0012906,-2.45E-23
0.0090771,-0.0013638,-4.83E-23
0.0098999,-0.0014319,0
0.010785,-0.0014933,9.44E-23
0.011732,-0.0015462,0
0.012736,-0.0015891,1.84E-22
0.01379,-0.0016204,-1.81E-22
0.014886,-0.001639,-1.35E-22
0.016011,-0.0016442,0
0.017152,-0.0016356,4.36E-23
0.018293,-0.0016139,0
0.019416,-0.0015802,0
0.020504,-0.0015363,1.72E-22
0.02154,-0.0014845,8.47E-23
0.022512,-0.0014272,0
0.023412,-0.0013668,0
0.024232,-0.0013053,-1.68E-22
0.024973,-0.0012441,0
0.025637,-0.0011843,1.68E-22
0.026227,-0.0011263,0
0.026747,-0.0010704,0
0.027203,-0.0010164,4.24E-23
0.0276,-0.00096439,0
0.027942,-0.00091407,-4.37E-23
0.028232,-0.00086532,0
0.028475,-0.00081803,-4.58E-23
0.028671,-0.00077209,4.72E-23
0.028824,-0.00072746,0
0.028936,-0.00068406,-1.03E-22
0.029007,-0.00064188,0
0.029037,-0.00060085,0
0.029026,-0.00056092,1.21E-22
0.028972,-0.00052201,3.23E-23
0.028872,-0.00048399,0
0.028721,-0.00044674,0
0.028514,-0.00041012,-1.24E-22
0.028241,-0.00037398,0
0.027895,-0.00033823,-9.93E-23
0.027466,-0.00030285,0
0.026948,-0.00026796,-2.96E-23
0.026336,-0.00023386,-3.22E-23
0.025631,-0.00020098,7.02E-23
0.024839,-0.00016983,0
0.023967,-0.00014095,8.13E-23
0.023026,-0.00011474,2.17E-23
0.022024,-9.15E-05,-2.32E-23
0.020965,-7.13E-05,0
0.019849,-5.41E-05,0
0.018669,-3.98E-05,0
0.017405,-2.82E-05,-1.63E-23
0.016025,-1.89E-05,3.73E-23
0.014465,-1.18E-05,0
0.012596,-6.55E-06,0
0.010083,-2.88E-06,-8.42E-23
0.0053531,-7.14E-07,0
0.00067426,-4.74E-06,0
0.001267,-1.98E-05,7.37E-23
0.0015451,-3.85E-05,0
0.0017367,-6.10E-05,0
0.0018993,-8.73E-05,0
0.0020515,-0.00011666,-1.47E-23
0.0022019,-0.00014907,0
0.0023554,-0.0001846,0
0.0025156,-0.00022333,4.03E-23
0.0026855,-0.00026539,1.85E-23
0.0028677,-0.00031087,-3.48E-23
0.0030649,-0.00035985,0
0.0032798,-0.0004124,-9.54E-23
0.003515,-0.00046856,0
0.0037736,-0.00052829,-2.96E-23
0.0040588,-0.00059154,0
0.0043738,-0.00065816,0
0.0047223,-0.00072793,0
0.005108,-0.00080051,0
0.0055348,-0.00087546,0
0.0060066,-0.00095221,0
0.0065272,-0.00103,2.07E-22
0.0071005,-0.001108,0
0.0077298,-0.0011852,-2.02E-22
0.0084181,-0.0012602,0
0.0091674,-0.0013318,1.95E-22
0.0099789,-0.0013985,0
0.010852,-0.0014585,-9.41E-23
0.011786,-0.0015104,0
0.012776,-0.0015524,-1.83E-22
0.013816,-0.0015832,1.80E-22
0.014898,-0.0016016,5.38E-22
0.01601,-0.0016068,0
0.017138,-0.0015987,0
0.018267,-0.0015776,0
0.01938,-0.0015446,0
0.02046,-0.0015017,1.73E-22
0.021491,-0.0014508,3.42E-22
0.02246,-0.0013944,0
0.023357,-0.0013348,0
0.024177,-0.0012741,1.68E-22
0.024919,-0.0012137,0
0.025584,-0.0011546,-1.68E-22
0.026175,-0.0010973,0
0.026696,-0.0010421,-3.41E-22
0.027153,-0.00098903,0
0.027551,-0.00093786,3.48E-22
0.027893,-0.00088846,3.54E-22
0.028184,-0.00084067,0
0.028426,-0.00079436,-1.86E-22
0.028622,-0.00074942,-1.92E-22
0.028775,-0.00070577,-1.99E-22
0.028886,-0.00066337,3.10E-22
0.028956,-0.00062216,0
0.028985,-0.00058208,0
0.028973,-0.00054307,-1.22E-22
0.028918,-0.00050503,0
0.028816,-0.00046786,-1.41E-22
0.028663,-0.00043143,0
0.028453,-0.00039559,2.50E-22
0.028178,-0.00036022,1.83E-22
0.027828,-0.00032523,-1.01E-22
0.027396,-0.00029062,0
0.026874,-0.00025654,0
0.02626,-0.00022329,0
0.025553,-0.00019131,-7.03E-23
0.02476,-0.00016112,0
0.023891,-0.00013323,-1.63E-22
0.022953,-0.00010802,0
0.021955,-8.57E-05,-9.37E-23
0.020901,-6.65E-05,0
0.019791,-5.02E-05,0
0.018617,-3.67E-05,0
0.017361,-2.58E-05,0
0.015988,-1.72E-05,-3.73E-23
0.014435,-1.07E-05,0
0.012572,-5.87E-06,0
0.010066,-2.55E-06,8.43E-23
0.0053436,-6.85E-07,-1.44E-22
0.00074303,-4.64E-06,0
0.0013807,-1.92E-05,0
0.0016745,-3.74E-05,0
0.0018744,-5.93E-05,4.83E-23
0.0020422,-8.49E-05,0
0.0021981,-0.00011347,2.93E-23
0.0023511,-0.00014506,-5.05E-23
0.0025065,-0.00017968,4.47E-23
0.002668,-0.00021745,-4.04E-23
0.0028388,-0.00025846,0
0.0030214,-0.00030282,0
0.0032185,-0.0003506,6.71E-23
0.0034328,-0.00040187,6.38E-23
0.0036671,-0.00045666,-6.20E-23
0.0039242,-0.00051495,0
0.0042073,-0.00057668,1.17E-22
0.0045198,-0.0006417,-1.14E-22
0.004865,-0.0007098,1.12E-22
0.0052469,-0.00078065,1.10E-22
0.005669,-0.00085382,2.16E-22
0.0061354,-0.00092875,-2.13E-22
0.0066498,-0.0010047,-3.13E-22
0.007216,-0.0010809,-2.06E-22
0.0078372,-0.0011562,2.01E-22
0.0085164,-0.0012295,0
0.0092556,-0.0012995,-3.91E-22
0.010056,-0.0013646,0
0.010918,-0.0014233,-3.80E-22
0.011839,-0.001474,0
0.012815,-0.0015152,3.69E-22
0.013842,-0.0015454,0
0.01491,-0.0015634,-3.58E-22
0.016008,-0.0015687,3.56E-22
0.017124,-0.0015608,-3.53E-22
0.018242,-0.0015403,0
0.019345,-0.0015082,0
0.020417,-0.001466,-6.88E-22
