U:0,U:1,U:2
0.0039297,-0.0006182,0
0.0052807,-0.00080586,-3.21E-21
0.0068015,-0.00099668,3.11E-21
0.0084878,-0.0011805,3.03E-21
0.010321,-0.0013459,0
0.012265,-0.0014814,0
0.014267,-0.001578,0
0.01626,-0.001631,-4.99E-21
0.018174,-0.0016417,0
0.019943,-0.0016174,0
0.021526,-0.0015688,0
0.022905,-0.0015068,0
0.024088,-0.0014404,-4.01E-21
0.025101,-0.0013751,0
0.025973,-0.0013134,-3.78E-21
0.026733,-0.0012557,0
0.027403,-0.0012015,0
0.028001,-0.0011499,0
0.028538,-0.0011001,0
0.029022,-0.0010515,0
0.029457,-0.0010038,3.57E-21
0.029847,-0.00095671,3.62E-21
0.030191,-0.00091028,-3.68E-21
0.030493,-0.00086457,0
0.030752,-0.00081972,0
0.03097,-0.00077589,2.00E-21
0.031146,-0.00073326,0
0.031282,-0.00069201,2.17E-21
0.031379,-0.00065229,2.28E-21
0.031438,-0.00061421,0
0.031459,-0.00057787,2.53E-21
0.031442,-0.00054331,-9.16E-24
0.031387,-0.00051054,0
0.031292,-0.00047951,1.57E-21
0.031156,-0.00045016,0
0.030975,-0.00042234,1.88E-21
0.030744,-0.00039585,-2.06E-21
0.030459,-0.00037044,1.13E-21
0.030111,-0.00034577,-1.26E-21
0.029692,-0.00032146,0
0.029192,-0.00029707,3.07E-21
0.028601,-0.00027216,0
0.027906,-0.00024642,-5.67E-24
0.027096,-0.00021968,0
0.026161,-0.00019202,1.13E-21
0.025094,-0.00016383,0
0.023889,-0.00013575,0
0.022538,-0.00010857,-7.50E-22
0.021028,-8.31E-05,0
0.019333,-6.01E-05,-1.87E-21
0.017393,-4.01E-05,-1.09E-21
0.015081,-2.36E-05,0
0.012055,-1.12E-05,-5.69E-24
0.0064796,-8.62E-07,-1.67E-21
-0.001873,1.46E-05,0
-0.0033543,3.66E-05,8.66E-22
-0.0038673,6.03E-05,0
-0.0040977,8.36E-05,0
-0.0042116,0.00010623,-4.69E-22
-0.0042598,0.00012744,0
-0.0042628,0.00014692,0
-0.0042302,0.00016435,-6.00E-22
-0.0041664,0.00017935,-6.67E-24
-0.0040735,0.00019142,5.05E-22
-0.0039516,0.00019997,-4.78E-22
-0.0037998,0.00020433,9.19E-22
-0.0036162,0.00020371,-8.83E-22
-0.0033983,0.00019724,0
-0.0031426,0.0001839,8.43E-22
-0.0028449,0.00016254,-1.12E-23
-0.0025,0.00013191,0
-0.0021018,9.06E-05,-1.67E-21
-0.0016432,3.71E-05,1.67E-21
-0.0011157,-3.00E-05,1.66E-21
-0.00050927,-0.00011239,1.69E-21
0.00018728,-0.00021122,0
0.00098687,-0.0003274,-2.49E-23
0.0019036,-0.00046101,0
0.0029522,-0.00061095,3.25E-21
0.0041462,-0.00077443,0
0.0054962,-0.00094665,0
0.0070066,-0.0011206,3.08E-21
0.0086722,-0.0012873,-2.93E-21
0.010475,-0.0014366,0
0.01238,-0.0015584,2.75E-21
0.014339,-0.0016446,5.26E-21
0.01629,-0.0016907,-5.04E-21
0.018166,-0.0016976,4.82E-21
0.019908,-0.0016714,0
0.021473,-0.0016216,0
0.022844,-0.0015585,0
0.024027,-0.0014904,0
0.025042,-0.0014231,0
0.025917,-0.001359,3.79E-21
0.02668,-0.001299,0
0.027353,-0.0012426,-3.66E-21
0.027953,-0.001189,-3.61E-21
0.028491,-0.0011374,0
0.028975,-0.0010871,0
0.02941,-0.0010379,-3.58E-21
0.029799,-0.00098938,-3.63E-21
0.030143,-0.00094157,7.42E-21
0.030445,-0.00089451,0
0.030703,-0.00084832,1.96E-21
0.03092,-0.00080315,-2.01E-21
0.031096,-0.0007592,2.10E-21
0.031232,-0.00071662,-4.37E-21
0.031329,-0.00067558,-2.28E-21
0.031388,-0.0006362,0
0.031409,-0.00059857,0
0.031392,-0.00056274,2.74E-21
0.031337,-0.00052871,0
0.031242,-0.00049645,1.59E-21
0.031106,-0.00046586,0
0.030924,-0.00043682,1.22E-23
0.030693,-0.00040912,2.07E-21
0.030406,-0.00038248,0
0.030055,-0.00035657,2.53E-21
0.029633,-0.00033099,1.40E-21
0.029129,-0.0003053,-3.10E-21
0.028531,-0.00027909,1.72E-21
0.027829,-0.00025205,9.42E-22
0.02701,-0.00022405,0
0.026067,-0.00019524,0
0.024993,-0.00016606,0
0.023782,-0.00013717,0
0.022428,-0.00010939,7.49E-22
0.020919,-8.35E-05,0
0.019228,-6.02E-05,9.39E-22
0.017298,-4.01E-05,0
0.014998,-2.35E-05,0
0.011987,-1.10E-05,9.84E-22
0.0064419,-8.06E-07,1.67E-21
-0.0019975,1.18E-05,0
-0.0034853,2.37E-05,0
-0.0039813,3.70E-05,0
-0.0041967,4.95E-05,0
-0.0042971,6.08E-05,0
-0.0043326,7.06E-05,3.76E-22
-0.0043234,7.88E-05,0
-0.0042787,8.50E-05,1.15E-21
-0.004203,8.89E-05,5.23E-22
-0.0040978,9.01E-05,0
-0.0039634,8.82E-05,0
-0.0037987,8.24E-05,-8.92E-22
-0.0036019,7.23E-05,0
-0.0033703,5.68E-05,0
-0.0031002,3.52E-05,0
-0.0027875,6.40E-06,-1.20E-23
-0.002427,-3.07E-05,0
-0.0020127,-7.74E-05,1.60E-21
-0.0015373,-0.00013488,-1.60E-21
-0.00099266,-0.00020458,0
-0.00036917,-0.00028772,2.56E-23
0.00034397,-0.00038531,-1.66E-21
0.0011588,-0.00049796,1.62E-21
0.0020884,-0.00062554,0
0.003146,-0.00076684,3.22E-21
0.0043436,-0.00091917,0
0.0056903,-0.0010781,-3.10E-21
0.007189,-0.0012373,4.72E-23
0.008834,-0.0013887,0
0.010607,-0.0015234,0
0.012477,-0.0016325,-2.69E-21
0.014396,-0.0017086,-5.18E-21
0.016308,-0.0017478,4.97E-21
0.01815,-0.0017506,-4.77E-21
0.019867,-0.0017223,0
0.021416,-0.0016714,4.46E-21
0.022779,-0.0016071,0
0.023961,-0.0015377,0
0.024978,-0.0014685,0
0.025857,-0.0014024,-3.87E-21
0.026624,-0.0013402,-3.78E-21
0.0273,-0.0012817,3.67E-21
0.027901,-0.0012261,3.62E-21
0.028441,-0.0011727,-3.64E-21
0.028925,-0.0011209,0
0.029361,-0.0010701,3.66E-21
0.029749,-0.0010202,-3.70E-21
0.030094,-0.00097099,-5.62E-21
0.030394,-0.0009226,0
0.030653,-0.00087512,-1.96E-21
0.030869,-0.00082868,0
0.031045,-0.00078346,-2.11E-21
0.031181,-0.00073964,-1.71E-23
0.031278,-0.00069736,0
0.031336,-0.00065675,0
0.031357,-0.0006179,0
0.03134,-0.00058087,-1.38E-21
0.031285,-0.00054565,0
0.03119,-0.00051222,-1.60E-21
0.031054,-0.00048047,0
0.030872,-0.00045026,-1.90E-21
0.030639,-0.00042139,2.10E-21
0.030351,-0.00039356,1.16E-21
0.029998,-0.00036645,-2.55E-21
0.029572,-0.00033963,-2.83E-21
0.029063,-0.00031269,1.56E-21
0.028459,-0.00028522,-1.72E-21
0.027748,-0.00025695,9.56E-22
0.026921,-0.00022779,-1.05E-21
0.02597,-0.00019794,0
0.024889,-0.00016789,0
0.023673,-0.00013834,0
0.022317,-0.0001101,0
0.02081,-8.39E-05,0
0.019125,-6.05E-05,0
0.017203,-4.03E-05,-1.11E-21
0.014916,-2.37E-05,0
0.011921,-1.12E-05,0
0.0064044,-9.04E-07,0
-0.0020804,1.00E-05,0
-0.0035574,1.49E-05,0
-0.0040357,2.06E-05,0
-0.004238,2.48E-05,0
-0.0043275,2.73E-05,0
-0.0043534,2.80E-05,-3.60E-22
-0.0043352,2.67E-05,3.16E-22
-0.0042818,2.34E-05,-5.55E-22
-0.0041974,1.78E-05,5.17E-22
-0.0040835,9.47E-06,0
-0.00394,-1.96E-06,0
-0.0037659,-1.70E-05,4.32E-22
-0.0035592,-3.62E-05,-8.49E-22
-0.0033171,-6.04E-05,0
-0.0030359,-9.01E-05,0
-0.0027115,-0.0001265,7.91E-22
-0.0023386,-0.00017039,0
-0.0019111,-0.00022288,0
-0.0014222,-0.00028509,0
-0.00086366,-0.00035813,0
-0.00022631,-0.000443,-1.59E-21
0.00050015,-0.00054047,1.59E-21
0.0013271,-0.00065091,0
0.0022664,-0.000774,0
0.0033302,-0.00090843,-3.10E-21
0.0045292,-0.0010516,3.11E-21
0.0058709,-0.0011993,3.00E-21
0.0073574,-0.0013459,-5.92E-21
0.0089822,-0.001484,0
0.010728,-0.0016058,0
0.012564,-0.0017033,0
0.014447,-0.0017701,-2.62E-21
0.016322,-0.0018026,0
0.018133,-0.0018013,0
0.019825,-0.0017707,0
0.021358,-0.0017184,-4.44E-21
0.022714,-0.0016531,-4.33E-21
0.023894,-0.0015824,0
0.024913,-0.0015116,0
0.025796,-0.0014436,3.87E-21
0.026566,-0.0013794,3.78E-21
0.027245,-0.0013188,0
0.027849,-0.0012614,-3.71E-21
0.02839,-0.0012062,3.65E-21
0.028875,-0.0011527,0
0.02931,-0.0011004,-7.37E-21
0.029699,-0.0010491,3.71E-21
0.030043,-0.00099859,1.89E-21
0.030343,-0.00094893,0
0.030601,-0.0009002,0
0.030817,-0.00085254,0
0.030992,-0.00080612,2.15E-21
0.031128,-0.00076111,2.22E-21
0.031225,-0.00071765,0
0.031283,-0.00067589,0
0.031304,-0.00063589,0
0.031287,-0.00059773,1.40E-21
0.031232,-0.00056139,0
0.031137,-0.00052683,0
0.031,-0.00049398,0
0.030817,-0.00046265,-1.93E-21
0.030584,-0.00043265,-2.11E-21
0.030293,-0.00040369,-1.16E-21
0.029938,-0.00037541,-8.44E-24
0.029508,-0.00034742,1.42E-21
0.028994,-0.00031928,-1.58E-21
0.028383,-0.00029062,1.75E-21
0.027665,-0.00026119,-9.59E-22
0.02683,-0.00023096,2.11E-21
0.02587,-0.00020017,0
0.024782,-0.00016936,-1.27E-21
0.023562,-0.00013924,0
0.022205,-0.00011062,0
0.0207,-8.42E-05,0
0.01902,-6.07E-05,0
0.017107,-4.04E-05,1.11E-21
0.014833,-2.38E-05,6.91E-22
0.011854,-1.13E-05,0
0.0063659,-9.46E-07,0
-0.0021347,8.40E-06,0
-0.0035887,7.75E-06,-8.27E-22
-0.0040478,7.59E-06,0
-0.0042374,5.38E-06,0
-0.0043171,9.16E-07,0
-0.0043348,-5.72E-06,0
-0.0043092,-1.45E-05,5.31E-24
-0.0042489,-2.57E-05,-2.76E-22
-0.0041577,-3.94E-05,-4.97E-22
-0.004037,-5.59E-05,0
-0.0038867,-7.56E-05,-4.47E-22
-0.0037053,-9.90E-05,0
-0.003491,-0.00012644,8.17E-22
-0.0032408,-0.00015859,0
-0.0029511,-0.0001961,-7.97E-22
-0.0026175,-0.00023972,7.88E-22
-0.0022348,-0.00029028,0
-0.0017972,-0.00034867,0
-0.0012976,-0.0004158,0
-0.00072813,-0.00049256,-1.58E-21
-8.00E-05,-0.00057971,-1.59E-21
0.00065658,-0.00067781,0
0.0014924,-0.00078698,0
0.0024385,-0.00090674,1.56E-21
0.0035058,-0.0010357,-3.09E-21
0.0047039,-0.0011713,-3.00E-21
0.0060392,-0.0013096,0
0.0075126,-0.0014454,2.90E-21
0.0091176,-0.0015721,2.88E-21
0.010837,-0.0016826,-2.80E-21
0.012641,-0.0017698,2.71E-21
0.01449,-0.0018282,2.58E-21
0.016332,-0.0018545,-2.53E-21
0.018113,-0.0018492,4.88E-21
0.019782,-0.0018163,4.70E-21
0.0213,-0.0017627,4.53E-21
0.022649,-0.0016964,4.31E-21
0.023827,-0.0016245,-4.22E-21
0.024848,-0.0015522,0
0.025734,-0.0014824,3.97E-21
0.026507,-0.0014163,0
0.027189,-0.0013539,0
0.027795,-0.0012946,3.71E-21
0.028337,-0.0012377,3.73E-21
0.028823,-0.0011827,-3.73E-21
0.029259,-0.0011289,3.71E-21
0.029647,-0.0010762,0
0.029991,-0.0010244,1.93E-21
0.030291,-0.00097353,1.97E-21
0.030548,-0.00092361,-2.03E-21
0.030764,-0.00087479,-2.09E-21
0.030939,-0.00082723,-4.32E-21
0.031074,-0.00078109,0
0.03117,-0.00073653,0
0.031228,-0.00069367,0
0.031249,-0.0006526,-1.33E-21
0.031232,-0.00061336,-1.40E-21
0.031177,-0.00057596,-1.52E-21
0.031082,-0.00054035,0
0.030944,-0.00050644,0
0.030761,-0.00047406,1.94E-21
0.030526,-0.00044298,0
0.030234,-0.00041293,1.18E-21
0.029875,-0.00038354,1.30E-21
0.029442,-0.00035441,1.45E-21
0.028922,-0.00032513,3.19E-21
0.028304,-0.00029533,-1.76E-21
0.027578,-0.00026481,0
0.026735,-0.00023357,6.94E-24
0.025767,-0.00020192,0
0.024673,-0.00017042,1.27E-21
0.023449,-0.0001398,0
0.022091,-0.00011086,0
0.020589,-8.43E-05,0
0.018915,-6.07E-05,0
0.017012,-4.04E-05,-1.12E-21
0.01475,-2.38E-05,-6.91E-22
0.011787,-1.13E-05,0
0.0063269,-9.42E-07,0
-0.002164,6.96E-06,-1.61E-21
-0.0035854,1.92E-06,8.05E-22
-0.0040245,-3.00E-06,0
-0.0042018,-1.04E-05,0
-0.0042726,-2.06E-05,0
-0.004283,-3.32E-05,0
-0.0042512,-4.84E-05,-2.98E-22
-0.0041852,-6.61E-05,2.67E-22
-0.0040885,-8.66E-05,0
-0.0039625,-0.00011018,0
-0.0038067,-0.00013706,-7.74E-24
-0.0036199,-0.00016765,0
-0.0033998,-0.00020237,0
-0.0031434,-0.00024172,0
-0.0028471,-0.00028624,7.72E-22
-0.0025065,-0.00033657,-1.54E-21
-0.0021165,-0.00039337,0
-0.001671,-0.00045739,-7.71E-22
-0.0011633,-0.00052932,0
-0.00058566,-0.00060987,3.08E-21
7.04E-05,-0.00069957,3.11E-21
0.0008143,-0.00079874,0
0.0016561,-0.00090732,0
0.0026062,-0.0010246,-1.51E-21
0.0036745,-0.0011492,2.99E-21
0.0048695,-0.0012786,-3.01E-21
0.0061967,-0.001409,-2.97E-21
0.0076563,-0.0015357,0
0.0092415,-0.0016525,-2.81E-21
0.010935,-0.0017532,2.74E-21
0.01271,-0.0018315,-2.66E-21
0.014527,-0.0018823,0
0.016338,-0.001903,-3.75E-23
0.018091,-0.001894,-4.83E-21
0.019738,-0.0018589,-4.67E-21
0.021242,-0.0018041,-4.50E-21
0.022583,-0.0017368,0
0.023759,-0.0016638,4.21E-21
0.024781,-0.0015902,0
0.02567,-0.0015188,-3.97E-21
0.026447,-0.001451,0
0.027132,-0.0013868,0
0.02774,-0.0013258,0
0.028283,-0.0012673,-3.74E-21
0.02877,-0.0012107,3.74E-21
0.029206,-0.0011555,0
0.029595,-0.0011015,-1.92E-21
0.029938,-0.0010485,1.80E-23
0.030237,-0.00099642,-1.98E-21
0.030494,-0.00094536,2.03E-21
0.030709,-0.00089544,2.10E-21
0.030884,-0.0008468,-1.81E-23
0.031019,-0.00079961,0
0.031115,-0.00075401,0
0.031173,-0.00071013,0
0.031193,-0.00066804,1.33E-21
0.031176,-0.0006278,0
0.03112,-0.0005894,1.52E-21
0.031025,-0.0005528,0
0.030887,-0.00051789,0
0.030702,-0.0004845,0
0.030466,-0.00045241,-1.08E-21
0.030172,-0.00042132,-1.19E-21
0.02981,-0.00039087,1.32E-21
0.029373,-0.00036065,-2.92E-21
0.028847,-0.00033028,-3.23E-21
0.028222,-0.0002994,0
0.027489,-0.00026784,0
0.026637,-0.00023567,-1.07E-21
0.025662,-0.00020323,-1.18E-21
0.024562,-0.00017111,0
0.023335,-0.00014007,0
0.021977,-0.00011088,0
0.020478,-8.42E-05,0
0.01881,-6.06E-05,0
0.016916,-4.04E-05,1.12E-21
0.014667,-2.38E-05,0
0.01172,-1.13E-05,-1.02E-21
0.006288,-9.34E-07,1.73E-21
-0.0021727,5.57E-06,-3.13E-23
-0.0035543,-3.08E-06,0
-0.003973,-1.19E-05,0
-0.0041382,-2.36E-05,0
-0.0042005,-3.85E-05,0
-0.0042042,-5.61E-05,3.48E-22
-0.0041668,-7.65E-05,0
-0.0040958,-9.98E-05,0
-0.0039946,-0.00012611,0
-0.0038642,-0.00015564,0
-0.0037042,-0.0001887,4.27E-22
-0.003513,-0.00022558,-4.18E-22
-0.0032884,-0.00026667,0
-0.0030273,-0.00031236,-7.91E-22
-0.0027261,-0.00036314,0
-0.0023803,-0.0004195,7.55E-22
-0.0019847,-0.00048201,0
-0.0015334,-0.00055121,1.51E-21
-0.0010198,-0.00062767,1.53E-21
-0.00043635,-0.00071188,2.77E-23
0.00022522,-0.00080417,-1.52E-21
0.00097388,-0.00090466,0
0.0018192,-0.0010131,0
0.0027707,-0.0011287,0
0.0038377,-0.0012498,0
0.0050277,-0.0013741,2.93E-21
0.0063453,-0.0014979,5.82E-21
0.0077904,-0.0016168,0
0.0093556,-0.0017253,-2.83E-21
0.011025,-0.0018175,0
0.012771,-0.001888,0
0.014558,-0.0019322,0
0.016339,-0.0019478,5.05E-21
0.018066,-0.0019354,-2.46E-21
0.019692,-0.0018983,0
0.021182,-0.0018422,0
0.022516,-0.0017741,0
0.023689,-0.0017002,0
0.024713,-0.0016254,0
0.025605,-0.0015527,0
0.026385,-0.0014832,0
0.027073,-0.0014174,0
0.027683,-0.0013548,0
0.028228,-0.0012948,-3.83E-21
0.028716,-0.0012367,0
0.029153,-0.0011802,0
0.029541,-0.001125,1.93E-21
0.029884,-0.0010708,-1.96E-21
0.030183,-0.0010176,0
0.030439,-0.00096547,0
0.030654,-0.00091451,2.14E-21
0.030828,-0.00086487,-1.84E-23
0.030963,-0.00081669,2.31E-21
0.031058,-0.00077012,0
0.031116,-0.00072527,0
0.031136,-0.00068224,0
0.031118,-0.00064106,0
0.031063,-0.00060173,0
0.030967,-0.00056419,0
0.030828,-0.00052833,1.82E-21
0.030642,-0.000494,-1.99E-21
0.030405,-0.00046094,-7.72E-24
0.030108,-0.00042886,0
0.029743,-0.0003974,-1.33E-21
0.029301,-0.00036616,-1.02E-23
0.02877,-0.00033474,3.26E-21
0.028138,-0.00030284,0
0.027397,-0.00027032,0
0.026537,-0.00023728,0
0.025555,-0.00020412,2.37E-21
0.024449,-0.00017147,0
0.023219,-0.00014007,0
0.021862,-0.00011069,7.76E-22
0.020366,-8.40E-05,0
0.018705,-6.04E-05,0
0.016821,-4.02E-05,0
0.014585,-2.37E-05,0
0.011653,-1.12E-05,1.02E-21
0.0062493,-9.24E-07,-1.74E-21
-0.0021628,4.32E-06,3.26E-21
-0.0035001,-7.29E-06,0
-0.0038978,-1.94E-05,0
-0.004051,-3.47E-05,0
-0.004105,-5.35E-05,0
-0.0041025,-7.54E-05,-3.39E-22
-0.00406,-0.00010028,0
-0.0039846,-0.00012824,-2.66E-22
-0.0038795,-0.00015945,0
-0.0037455,-0.0001941,0
-0.003582,-0.00023245,-4.32E-22
-0.0033874,-0.00027476,8.22E-22
-0.0031594,-0.00032136,0
-0.0028948,-0.0003726,-1.44E-23
-0.0025899,-0.00042887,0
-0.0022403,-0.00049058,0
-0.0018408,-0.00055817,0
-0.0013855,-0.00063206,-7.44E-22
-0.00086785,-0.00071264,-1.49E-21
-0.00028058,-0.00080025,-1.50E-21
0.00038436,-0.00089503,0
0.0011356,-0.00099692,0
0.0019821,-0.0011055,-1.51E-21
0.002933,-0.0012198,-1.50E-21
0.0039966,-0.0013382,0
0.0051799,-0.0014583,-2.95E-21
0.0064867,-0.0015767,-5.78E-21
0.0079164,-0.001689,0
0.0094615,-0.0017904,2.77E-21
0.011106,-0.0018754,0
0.012825,-0.0019391,0
0.014583,-0.0019776,0
0.016336,-0.0019888,-2.51E-21
0.018039,-0.0019733,2.44E-21
0.019645,-0.0019343,0
0.021122,-0.0018772,4.64E-21
0.022448,-0.0018083,-4.49E-21
0.02362,-0.0017336,4.35E-21
0.024644,-0.0016578,0
0.025539,-0.0015838,0
0.026322,-0.001513,0
0.027013,-0.0014457,3.95E-21
0.027625,-0.0013816,-3.90E-21
0.028172,-0.0013201,7.71E-21
0.028661,-0.0012608,0
0.029098,-0.001203,0
0.029486,-0.0011466,0
0.029829,-0.0010913,0
0.030128,-0.0010371,-2.04E-21
0.030384,-0.00098394,0
0.030598,-0.00093202,-2.14E-21
0.030771,-0.00088144,2.22E-21
0.030905,-0.00083234,-2.32E-21
0.031001,-0.00078487,0
0.031058,-0.00073913,0
0.031078,-0.00069522,1.37E-21
0.03106,-0.00065316,0
0.031003,-0.00061296,0
0.030907,-0.00057454,0
0.030768,-0.00053781,-1.83E-21
0.030581,-0.00050258,2.00E-21
0.030342,-0.00046861,2.21E-21
0.030042,-0.0004356,0
0.029674,-0.00040317,0
0.029227,-0.00037095,1.48E-21
0.02869,-0.00033855,-1.64E-21
0.028051,-0.00030568,0
0.027302,-0.00027226,-1.00E-21
0.026435,-0.00023843,0
0.025446,-0.00020463,-2.39E-21
0.024335,-0.00017151,0
0.023103,-0.00013983,0
0.021746,-0.0001103,-7.76E-22
0.020255,-8.36E-05,0
0.018601,-6.00E-05,0
0.016726,-3.99E-05,-5.70E-22
0.014502,-2.35E-05,0
0.011587,-1.11E-05,1.04E-21
0.0062108,-9.11E-07,0
-0.0021378,3.21E-06,-3.30E-21
-0.0034263,-1.09E-05,0
-0.0038026,-2.57E-05,0
-0.0039438,-4.41E-05,0
-0.0039899,-6.62E-05,0
-0.0039815,-9.17E-05,0
-0.0039342,-0.00012037,0
-0.0038549,-0.00015232,2.60E-22
-0.0037465,-0.0001877,-2.43E-22
-0.0036094,-0.00022672,-4.54E-22
-0.0034431,-0.00026959,8.52E-22
-0.0032458,-0.00031657,-4.05E-22
-0.0030152,-0.00036793,0
-0.0027481,-0.00042398,7.67E-22
-0.0024406,-0.00048503,0
-0.0020883,-0.00055141,7.61E-22
-0.0016862,-0.00062347,0
-0.0012283,-0.0007015,-7.55E-22
-0.00070826,-0.00078578,-7.57E-22
-0.00011888,-0.00087645,0
0.00054759,-0.00097354,1.52E-21
0.0012995,-0.0010768,0
0.0021453,-0.0011857,-2.72E-23
0.0030936,-0.0012991,1.46E-21
0.0041522,-0.0014153,0
0.0053272,-0.0015319,2.88E-21
0.006622,-0.0016457,2.84E-21
0.0080356,-0.0017526,0
0.0095605,-0.0018479,0
0.011181,-0.0019268,2.75E-21
0.012874,-0.0019848,-2.69E-21
0.014604,-0.0020183,2.63E-21
0.016331,-0.0020256,0
0.018009,-0.0020074,0
0.019598,-0.0019668,0
0.021061,-0.0019088,-4.61E-21
0.022381,-0.0018393,6.74E-21
0.02355,-0.0017639,-4.34E-21
0.024575,-0.0016873,0
0.025472,-0.0016122,0
0.026258,-0.0015402,0
0.026951,-0.0014716,-3.95E-21
0.027567,-0.0014062,3.91E-21
0.028115,-0.0013434,-3.88E-21
0.028605,-0.0012828,0
0.029042,-0.0012239,0
0.029431,-0.0011664,1.99E-21
0.029773,-0.0011101,0
0.030072,-0.0010549,-1.88E-23
0.030327,-0.0010008,2.12E-21
0.030541,-0.00094798,0
0.030714,-0.00089653,-2.27E-21
0.030847,-0.00084658,2.36E-21
0.030942,-0.00079828,-2.47E-21
0.030999,-0.00075172,0
0.031018,-0.00070699,-2.75E-21
0.031,-0.00066413,0
0.030943,-0.00062311,0
0.030846,-0.00058389,0
0.030706,-0.00054633,0
0.030518,-0.00051026,-1.02E-21
0.030277,-0.00047543,-1.11E-21
0.029975,-0.00044154,0
0.029603,-0.00040821,1.37E-21
0.029151,-0.00037506,1.51E-21
0.028608,-0.00034173,0
0.027962,-0.00030796,0
0.027205,-0.0002737,1.01E-21
0.02633,-0.00023915,0
0.025335,-0.00020478,2.41E-21
0.02422,-0.00017126,0
0.022986,-0.00013935,0
0.021631,-0.00010974,0
0.020143,-8.30E-05,0
0.018497,-5.95E-05,9.82E-22
0.016632,-3.96E-05,5.70E-22
0.014421,-2.33E-05,0
0.011521,-1.10E-05,-1.04E-21
0.0061726,-8.97E-07,1.78E-21
-0.0020997,2.19E-06,3.34E-21
-0.0033358,-1.40E-05,-8.20E-22
-0.0036903,-3.11E-05,0
-0.0038197,-5.20E-05,0
-0.0038581,-7.70E-05,0
-0.003844,-0.00010554,0
-0.0037924,-0.00013741,0
-0.0037096,-0.00017274,-2.65E-22
-0.0035981,-0.00021167,2.38E-22
-0.0034584,-0.00025441,-8.53E-24
-0.0032898,-0.00030114,-4.21E-22
-0.0030905,-0.00035211,4.12E-22
-0.0028579,-0.00040755,3.99E-22
-0.002589,-0.00046772,0
-0.0022798,-0.00053289,7.68E-22
-0.0019259,-0.00060332,-7.45E-22
-0.0015222,-0.00067926,0
-0.001063,-0.00076091,1.49E-21
-0.0005419,-0.00084842,-1.39E-23
4.81E-05,-0.00094181,1.52E-21
0.00071455,-0.001041,-1.48E-21
0.0014654,-0.0011455,-1.50E-21
0.0023089,-0.0012547,2.95E-21
0.003253,-0.0013674,0
0.004305,-0.0014819,0
0.0054704,-0.0015957,-2.91E-21
0.0067523,-0.0017056,-2.88E-21
0.0081492,-0.0018079,-2.84E-21
0.0096537,-0.0018982,2.80E-21
0.011251,-0.0019719,-5.45E-21
0.012917,-0.002025,2.65E-21
0.014621,-0.0020543,-2.59E-21
0.016322,-0.0020583,0
0.017978,-0.0020379,0
0.019549,-0.0019959,0
0.021,-0.0019371,0
0.022313,-0.001867,-2.26E-21
0.023479,-0.0017912,2.22E-21
0.024505,-0.0017139,0
0.025404,-0.0016379,-2.10E-21
0.026193,-0.0015649,0
0.026889,-0.0014951,2.02E-21
0.027507,-0.0014284,0
0.028057,-0.0013645,0
0.028548,-0.0013028,0
0.028986,-0.0012428,0
0.029374,-0.0011843,1.94E-23
0.029717,-0.001127,-2.05E-21
0.030015,-0.0010709,2.07E-21
0.030269,-0.001016,-4.27E-21
0.030483,-0.0009624,0
0.030655,-0.00091016,2.27E-21
0.030788,-0.00085944,-2.37E-21
0.030882,-0.00081037,2.48E-21
0.030939,-0.00076306,0
0.030958,-0.00071759,-1.10E-23
0.030939,-0.00067398,0
0.030882,-0.00063222,0
0.030784,-0.00059224,0
0.030643,-0.00055392,0
0.030453,-0.00051706,-7.59E-24
0.03021,-0.00048143,-1.13E-21
0.029905,-0.00044671,-1.25E-21
0.02953,-0.00041252,-1.37E-21
0.029073,-0.0003785,-3.05E-21
0.028524,-0.00034429,0
0.027871,-0.00030968,0
0.027106,-0.00027465,0
0.026224,-0.00023945,-1.12E-21
0.025223,-0.00020458,-1.21E-21
0.024104,-0.00017074,-6.63E-22
0.022869,-0.00013865,0
0.021515,-0.00010901,0
0.020032,-8.23E-05,0
0.018393,-5.90E-05,-9.82E-22
0.016539,-3.92E-05,0
0.01434,-2.30E-05,0
0.011456,-1.09E-05,0
0.0061349,-8.85E-07,-1.78E-21
-0.0020504,1.26E-06,-1.68E-21
-0.0032312,-1.66E-05,8.09E-22
-0.0035638,-3.57E-05,0
-0.0036815,-5.88E-05,0
-0.0037122,-8.62E-05,0
-0.0036927,-0.00011726,0
-0.003637,-0.00015183,0
-0.0035509,-0.00019001,-5.00E-24
-0.0034367,-0.00023196,2.43E-22
-0.0032948,-0.00027784,-8.49E-24
-0.0031244,-0.00032785,0
-0.0029234,-0.00038221,-8.17E-22
-0.0026895,-0.00044112,-3.92E-22
-0.0024194,-0.00050481,0
-0.0021092,-0.0005735,-1.52E-21
-0.0017545,-0.00064739,0
-0.0013502,-0.00072666,7.55E-22
-0.00089069,-0.00081142,-1.49E-21
-0.00036966,-0.00090172,7.41E-22
0.00021973,-0.00099747,-1.48E-21
0.0008848,-0.0010984,-1.50E-21
0.0016333,-0.0012041,-2.70E-23
0.0024729,-0.0013136,2.66E-23
0.0034114,-0.0014258,1.47E-21
0.0044555,-0.0015388,0
0.0056104,-0.0016502,4.29E-21
0.0068784,-0.001757,-4.91E-23
0.008258,-0.0018554,2.78E-21
0.009742,-0.0019414,-2.74E-21
0.011316,-0.0020108,5.44E-21
