nut
5.58E-07
1.66E-05
3.43E-05
5.47E-05
7.94E-05
0.00010895
0.00014357
0.00018308
0.0002271
0.00027516
0.00032677
0.00038142
0.00043858
0.00049772
0.00055831
0.00061977
0.00068152
0.00074293
0.00080337
0.00086219
0.00091872
0.00097231
0.0010223
0.0010681
0.0011091
0.0011449
0.0011749
0.0011989
0.0012167
0.0012282
0.0012334
0.0012326
0.0012259
0.0012139
0.001197
0.0011759
0.0011511
0.0011234
0.0010932
0.0010612
0.0010277
0.00099302
0.00095736
0.00092073
0.00088304
0.00084409
0.00080367
0.00076158
0.0007177
0.0006721
0.00062504
0.000577
0.00052867
0.00048089
0.00043454
0.00039044
0.00034927
0.00031147
0.00027724
0.00024655
0.00021919
0.00019483
0.00017309
0.0001536
0.00013602
0.00012009
0.0001056
9.24E-05
8.04E-05
6.95E-05
5.96E-05
5.07E-05
4.25E-05
3.50E-05
2.81E-05
2.14E-05
1.47E-05
7.67E-06
1.62E-07
5.01E-07
1.62E-05
3.39E-05
5.40E-05
7.75E-05
0.00010507
0.00013692
0.00017312
0.0002135
0.00025779
0.00030562
0.0003566
0.00041029
0.00046625
0.00052399
0.000583
0.00064274
0.00070264
0.00076209
0.00082046
0.0008771
0.00093134
0.00098252
0.00103
0.0010731
0.0011114
0.0011443
0.0011714
0.0011924
0.0012072
0.0012157
0.0012181
0.0012145
0.0012053
0.001191
0.0011721
0.0011493
0.0011232
0.0010943
0.0010633
0.0010306
0.00099646
0.00096119
0.00092481
0.00088727
0.00084841
0.00080803
0.00076594
0.00072204
0.00067639
0.00062923
0.00058104
0.00053251
0.00048448
0.00043781
0.00039336
0.00035179
0.00031358
0.00027894
0.00024786
0.00022013
0.00019545
0.00017343
0.00015371
0.00013595
0.00011989
0.00010531
9.21E-05
8.01E-05
6.92E-05
5.94E-05
5.05E-05
4.24E-05
3.50E-05
2.81E-05
2.14E-05
1.48E-05
7.69E-06
1.63E-07
4.03E-07
1.40E-05
2.99E-05
4.80E-05
6.92E-05
9.38E-05
0.0001221
0.00015432
0.00019044
0.00023038
0.00027393
0.00032085
0.0003708
0.00042343
0.0004783
0.00053496
0.0005929
0.00065157
0.0007104
0.00076876
0.00082599
0.00088141
0.00093434
0.00098408
0.00103
0.0010714
0.0011078
0.0011386
0.0011636
0.0011824
0.0011948
0.001201
0.0012011
0.0011953
0.0011841
0.001168
0.0011476
0.0011235
0.0010963
0.0010666
0.0010348
0.0010015
0.00096674
0.00093074
0.00089346
0.00085479
0.00081455
0.00077256
0.00072872
0.00068307
0.00063585
0.00058752
0.00053874
0.00049036
0.00044325
0.00039826
0.00035611
0.00031729
0.00028204
0.00025037
0.00022212
0.00019696
0.00017453
0.00015447
0.00013644
0.00012017
0.00010545
9.21E-05
8.01E-05
6.92E-05
5.94E-05
5.05E-05
4.25E-05
3.51E-05
2.82E-05
2.15E-05
1.49E-05
7.76E-06
1.66E-07
2.84E-07
1.16E-05
2.54E-05
4.04E-05
5.76E-05
7.74E-05
0.00010026
0.00012651
0.00015639
0.00019004
0.00022751
0.00026876
0.00031363
0.00036189
0.0004132
0.00046715
0.00052326
0.00058097
0.00063969
0.00069875
0.00075747
0.0008151
0.00087091
0.00092414
0.00097404
0.0010199
0.0010611
0.001097
0.0011271
0.0011511
0.0011687
0.0011799
0.0011847
0.0011833
0.0011761
0.0011635
0.0011462
0.0011247
0.0010996
0.0010716
0.0010412
0.0010088
0.0009748
0.00093935
0.00090248
0.00086413
0.00082415
0.00078238
0.0007387
0.00069315
0.00064592
0.00059745
0.00054838
0.00049953
0.0004518
0.00040606
0.00036306
0.00032334
0.0002872
0.00025468
0.00022564
0.00019978
0.00017676
0.0001562
0.00013776
0.00012116
0.00010619
9.27E-05
8.05E-05
6.95E-05
5.97E-05
5.08E-05
4.27E-05
3.54E-05
2.84E-05
2.18E-05
1.51E-05
7.88E-06
1.72E-07
1.70E-07
9.68E-06
2.29E-05
3.62E-05
