grad(k):0,grad(k):1,grad(k):2
-6.22E-06,-3.86E-05,1.12E-22
-5.07E-06,-3.95E-05,1.77E-20
-4.00E-06,-4.01E-05,-1.68E-20
-3.03E-06,-4.02E-05,8.12E-21
-2.15E-06,-4.01E-05,-1.15E-22
-1.39E-06,-3.96E-05,0
-7.40E-07,-3.88E-05,-6.47E-21
-1.97E-07,-3.77E-05,6.61E-21
2.43E-07,-3.64E-05,-2.72E-21
5.88E-07,-3.49E-05,2.95E-21
8.45E-07,-3.32E-05,-8.86E-23
1.03E-06,-3.14E-05,0
1.15E-06,-2.95E-05,-7.90E-23
1.22E-06,-2.76E-05,2.42E-21
1.24E-06,-2.56E-05,-2.57E-21
1.23E-06,-2.37E-05,-2.34E-21
1.20E-06,-2.17E-05,2.47E-21
1.14E-06,-1.97E-05,7.46E-23
1.07E-06,-1.77E-05,2.31E-21
9.78E-07,-1.57E-05,-2.42E-21
8.78E-07,-1.35E-05,7.74E-23
7.71E-07,-1.13E-05,-3.94E-23
6.58E-07,-9.06E-06,0
5.46E-07,-6.68E-06,-4.28E-23
4.41E-07,-4.20E-06,-1.46E-21
3.49E-07,-1.59E-06,5.12E-23
2.80E-07,1.18E-06,7.30E-22
2.43E-07,4.18E-06,1.73E-21
2.43E-07,7.52E-06,-9.25E-22
2.88E-07,1.13E-05,1.56E-23
3.79E-07,1.58E-05,-1.15E-21
5.16E-07,2.09E-05,1.24E-21
6.90E-07,2.67E-05,-6.62E-22
8.86E-07,3.29E-05,7.22E-22
1.08E-06,3.87E-05,0
1.24E-06,4.28E-05,-2.76E-23
1.35E-06,4.28E-05,5.10E-22
1.37E-06,3.43E-05,-5.33E-22
1.28E-06,8.61E-06,-5.80E-22
1.07E-06,-5.61E-05,6.46E-22
7.27E-07,-0.00023831,0
-9.43E-08,-0.0011012,-9.39E-24
-1.14E-06,-0.001263,0
0.00047441,0.00044678,-1.10E-20
0.00058084,0.00056581,1.02E-20
0.00035822,0.0003711,3.14E-20
0.00024484,0.00027629,-2.90E-20
0.00019517,0.00024139,-3.90E-20
0.00017024,0.00023095,-5.67E-21
0.00015683,0.00023307,3.84E-20
0.00014958,0.00024263,-4.79E-23
0.00014525,0.00025541,0
0.00013992,0.0002657,-5.22E-20
0.00013094,0.00026848,-6.52E-21
0.00011849,0.0002615,-6.07E-21
0.00010311,0.00024387,-5.62E-21
8.59E-05,0.00021599,5.50E-20
6.85E-05,0.00018026,2.99E-20
5.26E-05,0.0001406,-2.83E-20
3.94E-05,0.00010142,-2.90E-20
2.94E-05,6.66E-05,5.49E-20
2.21E-05,3.88E-05,-2.63E-20
1.67E-05,1.88E-05,2.47E-20
1.24E-05,6.11E-06,-2.36E-20
8.42E-06,-9.10E-07,0
4.44E-06,-4.20E-06,-2.09E-20
4.91E-07,-5.60E-06,3.95E-20
-3.24E-06,-6.48E-06,-1.84E-20
-6.51E-06,-7.69E-06,2.75E-22
-9.12E-06,-9.57E-06,0
-1.10E-05,-1.21E-05,-1.57E-20
-1.21E-05,-1.52E-05,1.48E-20
-1.26E-05,-1.85E-05,0
-1.26E-05,-2.19E-05,-1.24E-20
-1.21E-05,-2.52E-05,2.79E-22
-1.13E-05,-2.82E-05,3.10E-22
-1.04E-05,-3.09E-05,2.29E-20
-9.25E-06,-3.33E-05,-1.11E-20
-8.10E-06,-3.52E-05,-9.51E-21
-6.93E-06,-3.68E-05,9.93E-21
-5.80E-06,-3.80E-05,2.80E-22
-4.72E-06,-3.88E-05,-8.19E-21
-3.72E-06,-3.92E-05,8.12E-21
-2.81E-06,-3.93E-05,7.27E-21
-1.99E-06,-3.91E-05,-1.43E-20
-1.29E-06,-3.85E-05,1.36E-20
-6.88E-07,-3.76E-05,-6.33E-21
-1.91E-07,-3.65E-05,-1.86E-22
2.08E-07,-3.51E-05,0
5.19E-07,-3.35E-05,2.84E-21
7.51E-07,-3.18E-05,-2.89E-21
9.14E-07,-3.00E-05,-2.48E-21
1.02E-06,-2.81E-05,2.71E-21
1.08E-06,-2.62E-05,0
1.10E-06,-2.43E-05,2.33E-21
1.09E-06,-2.23E-05,-1.08E-22
1.05E-06,-2.03E-05,-2.48E-21
9.97E-07,-1.84E-05,0
9.25E-07,-1.63E-05,0
8.40E-07,-1.42E-05,-7.58E-23
7.44E-07,-1.21E-05,-1.24E-21
6.42E-07,-9.82E-06,2.59E-21
5.38E-07,-7.46E-06,-1.40E-21
4.40E-07,-4.97E-06,-4.42E-23
3.54E-07,-2.35E-06,1.44E-21
2.90E-07,4.50E-07,-1.48E-21
2.55E-07,3.51E-06,-8.48E-22
2.56E-07,6.92E-06,9.62E-22
3.00E-07,1.08E-05,-3.07E-23
3.91E-07,1.54E-05,-1.08E-21
5.25E-07,2.06E-05,1.12E-21
6.98E-07,2.65E-05,1.99E-23
8.90E-07,3.29E-05,0
1.08E-06,3.89E-05,0
1.24E-06,4.32E-05,-8.50E-22
1.34E-06,4.34E-05,9.30E-22
1.35E-06,3.54E-05,0
1.24E-06,1.06E-05,0
1.02E-06,-5.19E-05,-2.86E-22
6.58E-07,-0.00022797,3.30E-22
-2.12E-07,-0.0010828,-9.27E-23
-1.15E-06,-0.0012533,9.01E-23
0.00039233,0.00037119,1.09E-24
0.00048497,0.00047245,2.00E-20
0.00029852,0.00030695,-1.85E-20
0.00020097,0.00022315,3.91E-23
0.00015779,0.00019055,5.87E-23
0.00013579,0.00017871,6.27E-23
0.00012378,0.00017763,6.62E-23
0.00011728,0.00018355,0
0.00011407,0.00019467,3.92E-20
0.0001128,0.00020948,-7.78E-20
0.00011188,0.00022508,3.83E-20
0.00010831,0.00023631,-4.64E-20
0.00010103,0.00023938,-5.96E-21
9.06E-05,0.00023257,4.53E-20
7.74E-05,0.0002148,2.64E-20
6.29E-05,0.00018682,-2.42E-20
4.86E-05,0.00015143,-2.64E-20
3.60E-05,0.00011289,-1.32E-21
2.60E-05,7.58E-05,2.48E-20
1.88E-05,4.41E-05,-2.40E-20
1.37E-05,2.00E-05,4.60E-20
9.84E-06,3.96E-06,-4.39E-20
6.54E-06,-5.20E-06,2.06E-20
3.29E-06,-9.40E-06,1.87E-20
-3.02E-08,-1.08E-05,-3.67E-20
-3.27E-06,-1.10E-05,1.72E-20
-6.18E-06,-1.14E-05,-5.07E-22
-8.56E-06,-1.24E-05,0
-1.03E-05,-1.43E-05,0
-1.13E-05,-1.67E-05,-1.36E-20
-1.18E-05,-1.96E-05,1.27E-20
-1.17E-05,-2.26E-05,1.30E-20
-1.13E-05,-2.56E-05,-1.18E-20
-1.05E-05,-2.84E-05,0
-9.61E-06,-3.09E-05,0
-8.56E-06,-3.31E-05,-1.00E-20
-7.47E-06,-3.49E-05,1.86E-20
-6.37E-06,-3.63E-05,-9.27E-21
-5.31E-06,-3.74E-05,0
-4.30E-06,-3.81E-05,0
-3.37E-06,-3.84E-05,-7.23E-21
-2.52E-06,-3.84E-05,7.00E-21
-1.78E-06,-3.80E-05,2.14E-22
-1.14E-06,-3.73E-05,-6.33E-21
-5.93E-07,-3.64E-05,6.58E-21
-1.47E-07,-3.52E-05,0
2.09E-07,-3.37E-05,-3.47E-22
4.83E-07,-3.21E-05,4.96E-22
6.87E-07,-3.04E-05,0
8.28E-07,-2.86E-05,-2.72E-21
9.19E-07,-2.67E-05,1.30E-22
9.66E-07,-2.48E-05,4.76E-21
9.79E-07,-2.29E-05,-2.41E-21
9.64E-07,-2.09E-05,-2.44E-21
9.24E-07,-1.90E-05,2.39E-21
8.68E-07,-1.70E-05,1.17E-21
7.96E-07,-1.49E-05,-2.41E-21
7.11E-07,-1.28E-05,2.39E-21
6.19E-07,-1.05E-05,-1.29E-21
5.25E-07,-8.20E-06,1.32E-21
4.34E-07,-5.72E-06,2.98E-23
3.54E-07,-3.09E-06,-1.47E-21
2.94E-07,-2.60E-07,-4.84E-23
2.60E-07,2.84E-06,0
2.63E-07,6.31E-06,-5.56E-23
3.09E-07,1.03E-05,-1.03E-21
3.98E-07,1.49E-05,2.12E-21
5.33E-07,2.03E-05,-2.28E-21
7.04E-07,2.63E-05,1.20E-21
8.96E-07,3.28E-05,0
1.09E-06,3.90E-05,7.75E-22
1.24E-06,4.35E-05,2.51E-23
1.33E-06,4.40E-05,-8.98E-22
1.33E-06,3.64E-05,0
1.22E-06,1.24E-05,3.57E-23
9.77E-07,-4.81E-05,2.43E-22
5.93E-07,-0.00021833,-2.85E-22
-3.18E-07,-0.0010645,1.19E-22
-1.14E-06,-0.0012431,-8.94E-23
0.00032975,0.00031889,-2.69E-24
0.00040979,0.00040622,0
0.00025152,0.00026124,-2.20E-20
0.00016757,0.00018621,4.51E-20
0.0001302,0.00015595,-2.30E-20
0.00011094,0.00014362,-3.41E-24
0.00010021,0.00014042,2.93E-20
9.42E-05,0.00014306,-2.72E-20
9.12E-05,0.00015022,3.19E-20
9.01E-05,0.00016127,-6.30E-20
9.00E-05,0.00017565,-4.20E-21
9.05E-05,0.00019224,-4.53E-21
8.98E-05,0.0002074,3.47E-20
8.57E-05,0.00021643,1.41E-22
7.83E-05,0.00021673,1.50E-22
6.81E-05,0.00020664,0
5.59E-05,0.00018558,-2.37E-20
4.33E-05,0.00015515,4.57E-20
3.17E-05,0.00011893,-2.19E-20
2.23E-05,8.17E-05,0
1.54E-05,4.80E-05,0
1.06E-05,2.12E-05,3.30E-22
7.30E-06,2.55E-06,2.06E-20
4.60E-06,-8.37E-06,-1.83E-20
1.96E-06,-1.34E-05,0
-8.01E-07,-1.49E-05,-1.61E-20
-3.57E-06,-1.48E-05,6.56E-22
-6.12E-06,-1.46E-05,1.49E-20
-8.22E-06,-1.50E-05,-1.49E-20
-9.75E-06,-1.62E-05,1.26E-20
-1.07E-05,-1.82E-05,-7.90E-22
-1.10E-05,-2.06E-05,1.46E-24
-1.09E-05,-2.33E-05,0
-1.04E-05,-2.61E-05,1.06E-20
-9.72E-06,-2.86E-05,-9.47E-22
-8.82E-06,-3.10E-05,-1.04E-20
-7.82E-06,-3.30E-05,-8.98E-21
-6.78E-06,-3.46E-05,1.73E-20
-5.75E-06,-3.59E-05,-8.39E-21
-4.75E-06,-3.69E-05,0
-3.82E-06,-3.74E-05,6.70E-21
-2.96E-06,-3.76E-05,4.72E-23
-2.19E-06,-3.75E-05,-7.90E-22
-1.52E-06,-3.70E-05,-6.07E-21
-9.42E-07,-3.62E-05,-3.70E-22
-4.57E-07,-3.51E-05,0
-6.38E-08,-3.38E-05,3.38E-22
2.46E-07,-3.23E-05,-3.25E-22
4.84E-07,-3.07E-05,0
6.56E-07,-2.89E-05,-1.58E-22
7.73E-07,-2.71E-05,-3.03E-22
8.44E-07,-2.53E-05,2.00E-21
8.78E-07,-2.34E-05,-2.39E-21
8.80E-07,-2.15E-05,-2.04E-24
8.57E-07,-1.95E-05,1.46E-22
8.15E-07,-1.76E-05,0
7.54E-07,-1.55E-05,-1.49E-22
6.80E-07,-1.34E-05,-1.28E-21
5.97E-07,-1.12E-05,1.27E-21
5.11E-07,-8.90E-06,8.12E-23
4.26E-07,-6.44E-06,-1.36E-21
3.51E-07,-3.80E-06,2.96E-21
2.93E-07,-9.53E-07,-1.43E-21
2.63E-07,2.18E-06,0
2.67E-07,5.72E-06,0
3.12E-07,9.77E-06,1.17E-22
4.03E-07,1.45E-05,6.37E-23
5.38E-07,2.00E-05,-6.96E-23
7.10E-07,2.61E-05,6.20E-22
9.03E-07,3.27E-05,-7.09E-22
1.09E-06,3.90E-05,0
1.25E-06,4.37E-05,-8.44E-22
1.33E-06,4.44E-05,3.55E-22
1.32E-06,3.72E-05,5.04E-22
1.19E-06,1.40E-05,-3.50E-23
9.35E-07,-4.47E-05,3.34E-22
5.35E-07,-0.00020948,-1.09E-22
-4.09E-07,-0.0010468,-3.32E-22
-1.11E-06,-0.0012327,-3.24E-24
0.0002852,0.00028168,6.77E-21
0.00035535,0.00035836,-6.25E-21
0.00021721,0.00022801,-1.92E-20
0.00014351,0.0001598,3.92E-20
0.00011064,0.00013163,-4.29E-20
9.36E-05,0.00011933,-2.86E-21
8.39E-05,0.00011493,2.23E-20
7.84E-05,0.00011548,-2.58E-20
7.54E-05,0.00011977,2.39E-20
7.43E-05,0.00012734,1.52E-22
7.43E-05,0.00013801,1.16E-22
7.51E-05,0.00015161,1.05E-22
7.61E-05,0.00016759,0
7.62E-05,0.00018367,-1.37E-22
7.38E-05,0.00019558,-3.92E-22
6.82E-05,0.00020003,0
5.98E-05,0.00019504,2.80E-22
4.94E-05,0.00017918,0
3.81E-05,0.00015308,-3.35E-22
2.74E-05,0.00011961,-2.14E-20
1.86E-05,8.33E-05,2.01E-20
1.21E-05,4.91E-05,2.04E-20
7.81E-06,2.09E-05,2.31E-22
4.96E-06,8.93E-07,-1.84E-20
2.76E-06,-1.11E-05,-1.68E-20
6.21E-07,-1.67E-05,1.59E-20
-1.67E-06,-1.82E-05,9.67E-22
-4.03E-06,-1.78E-05,-9.10E-22
-6.24E-06,-1.71E-05,8.54E-22
-8.07E-06,-1.71E-05,8.09E-22
-9.38E-06,-1.79E-05,7.67E-22
-1.01E-05,-1.95E-05,-7.28E-22
-1.04E-05,-2.17E-05,0
-1.02E-05,-2.41E-05,0
-9.70E-06,-2.66E-05,6.23E-22
-8.97E-06,-2.90E-05,5.90E-22
-8.09E-06,-3.11E-05,0
-7.13E-06,-3.29E-05,-5.36E-22
-6.15E-06,-3.44E-05,-7.91E-21
-5.18E-06,-3.56E-05,8.34E-21
-4.25E-06,-3.63E-05,-6.62E-24
-3.38E-06,-3.68E-05,-7.15E-21
-2.60E-06,-3.68E-05,6.74E-21
-1.90E-06,-3.65E-05,-6.44E-21
-1.29E-06,-3.59E-05,9.01E-21
-7.69E-07,-3.50E-05,-5.32E-21
-3.42E-07,-3.38E-05,1.67E-22
3.02E-09,-3.25E-05,2.70E-21
2.72E-07,-3.09E-05,0
4.75E-07,-2.92E-05,2.68E-21
6.20E-07,-2.75E-05,-1.38E-22
7.16E-07,-2.57E-05,4.62E-22
7.70E-07,-2.38E-05,-1.15E-22
7.93E-07,-2.19E-05,3.77E-23
7.86E-07,-2.00E-05,-4.89E-21
7.56E-07,-1.81E-05,2.51E-21
7.07E-07,-1.61E-05,2.94E-22
6.45E-07,-1.40E-05,1.50E-22
5.72E-07,-1.19E-05,1.55E-22
4.92E-07,-9.57E-06,-1.43E-21
4.15E-07,-7.12E-06,1.35E-21
3.45E-07,-4.48E-06,-1.40E-21
2.92E-07,-1.62E-06,1.31E-21
2.64E-07,1.55E-06,8.96E-22
2.71E-07,5.13E-06,-7.44E-22
3.17E-07,9.25E-06,-5.75E-23
4.10E-07,1.41E-05,8.84E-22
5.47E-07,1.96E-05,2.28E-23
7.20E-07,2.59E-05,-1.19E-21
9.14E-07,3.26E-05,4.14E-23
1.11E-06,3.91E-05,0
1.26E-06,4.39E-05,-8.28E-22
1.34E-06,4.48E-05,9.49E-22
1.32E-06,3.78E-05,0
1.17E-06,1.53E-05,0
8.94E-07,-4.18E-05,2.54E-22
4.75E-07,-0.00020139,-2.38E-22
-5.00E-07,-0.0010295,0
-1.08E-06,-0.0012221,3.17E-24
0.00025253,0.00025397,6.05E-21
0.00031503,0.00032243,7.67E-21
0.00019171,0.00020309,-1.22E-20
0.00012581,0.00014027,-1.80E-23
9.64E-05,0.00011391,0
8.10E-05,0.00010183,0
7.21E-05,9.67E-05,-3.89E-23
6.69E-05,9.59E-05,-4.40E-23
6.40E-05,9.83E-05,4.54E-23
6.27E-05,0.00010337,-9.76E-24
6.25E-05,0.00011104,-2.47E-20
6.32E-05,0.00012132,4.86E-20
6.43E-05,0.0001342,-2.39E-20
6.55E-05,0.00014938,0
6.60E-05,0.00016534,1.54E-20
6.43E-05,0.00017828,-1.42E-20
5.97E-05,0.00018478,-3.50E-23
5.25E-05,0.00018272,0
4.32E-05,0.00017021,5.33E-22
3.29E-05,0.00014724,-1.94E-20
2.31E-05,0.00011614,-1.29E-21
1.50E-05,8.12E-05,1.78E-20
9.07E-06,4.73E-05,1.82E-20
5.26E-06,1.89E-05,-1.77E-20
2.88E-06,-1.50E-06,-1.59E-21
1.12E-06,-1.38E-05,-1.01E-21
-6.03E-07,-1.94E-05,-9.40E-22
-2.52E-06,-2.07E-05,8.84E-22
-4.54E-06,-2.01E-05,0
-6.44E-06,-1.91E-05,0
-8.00E-06,-1.88E-05,0
-9.09E-06,-1.94E-05,0
-9.68E-06,-2.07E-05,0
-9.80E-06,-2.26E-05,1.02E-20
-9.55E-06,-2.49E-05,-9.90E-21
-9.01E-06,-2.71E-05,0
-8.27E-06,-2.93E-05,0
-7.41E-06,-3.13E-05,8.75E-21
-6.48E-06,-3.29E-05,-8.14E-21
-5.55E-06,-3.42E-05,-7.87E-21
-4.63E-06,-3.52E-05,6.92E-21
-3.77E-06,-3.58E-05,4.24E-22
-2.97E-06,-3.61E-05,-6.32E-21
-2.25E-06,-3.60E-05,9.38E-21
-1.62E-06,-3.55E-05,-6.65E-21
-1.07E-06,-3.48E-05,5.30E-21
-6.15E-07,-3.38E-05,-1.66E-22
-2.38E-07,-3.25E-05,-2.68E-21
6.28E-08,-3.11E-05,0
2.94E-07,-2.95E-05,0
4.66E-07,-2.78E-05,5.94E-22
5.85E-07,-2.60E-05,-2.89E-22
6.62E-07,-2.42E-05,-1.95E-21
7.01E-07,-2.24E-05,4.28E-21
7.10E-07,-2.05E-05,-1.90E-21
6.94E-07,-1.86E-05,-2.87E-22
6.59E-07,-1.66E-05,-1.45E-22
6.07E-07,-1.46E-05,0
5.42E-07,-1.25E-05,1.06E-21
4.72E-07,-1.02E-05,2.92E-22
4.02E-07,-7.76E-06,-1.33E-21
3.38E-07,-5.14E-06,-1.73E-22
2.89E-07,-2.26E-06,1.83E-22
2.65E-07,9.34E-07,-9.74E-23
2.73E-07,4.56E-06,-1.04E-22
3.23E-07,8.75E-06,9.08E-22
4.18E-07,1.36E-05,-1.90E-21
5.56E-07,1.93E-05,1.13E-21
7.33E-07,2.57E-05,7.34E-23
9.31E-07,3.26E-05,-6.59E-22
1.12E-06,3.91E-05,6.19E-22
1.27E-06,4.41E-05,5.00E-23
1.35E-06,4.51E-05,-5.57E-23
1.31E-06,3.83E-05,-4.98E-22
1.15E-06,1.63E-05,5.38E-22
8.50E-07,-3.92E-05,1.10E-22
4.14E-07,-0.000194,2.45E-22
-5.92E-07,-0.0010127,-3.06E-22
-1.06E-06,-0.0012113,0
0.00022873,0.00023344,1.15E-24
0.00028543,0.0002954,8.99E-24
0.0001729,0.00018411,-1.32E-23
0.00011291,0.00012551,3.04E-23
8.61E-05,0.00010063,0
7.20E-05,8.88E-05,0
6.38E-05,8.33E-05,3.78E-23
5.88E-05,8.16E-05,0
5.58E-05,8.26E-05,0
5.43E-05,8.59E-05,-8.16E-23
5.38E-05,9.13E-05,7.63E-23
5.42E-05,9.90E-05,-2.22E-20
5.51E-05,0.00010896,-2.49E-21
5.63E-05,0.0001213,2.15E-20
5.75E-05,0.00013581,-1.78E-22
5.80E-05,0.00015128,1.88E-22
5.65E-05,0.0001643,-2.30E-22
5.24E-05,0.00017159,0
4.59E-05,0.00017091,-9.78E-22
3.73E-05,0.0001602,-4.88E-22
2.79E-05,0.00013913,-1.78E-20
1.89E-05,0.00010973,1.73E-20
1.15E-05,7.60E-05,5.33E-22
6.21E-06,4.31E-05,1.06E-21
2.97E-06,1.53E-05,1.86E-20
1.07E-06,-4.68E-06,-1.48E-20
-2.99E-07,-1.65E-05,0
-1.69E-06,-2.17E-05,0
-3.31E-06,-2.27E-05,1.30E-20
-5.04E-06,-2.18E-05,-1.17E-20
-6.67E-06,-2.06E-05,0
-7.97E-06,-2.01E-05,1.10E-20
-8.85E-06,-2.05E-05,-2.11E-20
-9.26E-06,-2.18E-05,2.14E-20
-9.26E-06,-2.35E-05,-9.69E-21
-8.93E-06,-2.56E-05,-1.01E-20
-8.34E-06,-2.77E-05,8.82E-21
-7.60E-06,-2.97E-05,1.04E-21
-6.75E-06,-3.14E-05,-6.71E-21
-5.86E-06,-3.29E-05,7.65E-21
-4.98E-06,-3.40E-05,1.78E-21
-4.12E-06,-3.48E-05,-6.60E-21
-3.32E-06,-3.53E-05,6.63E-21
-2.59E-06,-3.53E-05,0
-1.94E-06,-3.51E-05,7.28E-22
-1.37E-06,-3.45E-05,-2.72E-21
-8.79E-07,-3.36E-05,2.78E-21
-4.74E-07,-3.25E-05,0
-1.45E-07,-3.12E-05,-2.43E-21
1.13E-07,-2.97E-05,2.50E-21
3.10E-07,-2.80E-05,-2.93E-22
4.54E-07,-2.63E-05,-2.26E-21
5.49E-07,-2.46E-05,2.06E-21
6.07E-07,-2.28E-05,2.50E-21
6.33E-07,-2.09E-05,-3.70E-21
6.32E-07,-1.90E-05,1.59E-21
6.08E-07,-1.71E-05,-1.28E-21
5.66E-07,-1.51E-05,1.34E-21
5.12E-07,-1.30E-05,0
4.50E-07,-1.08E-05,9.24E-22
3.86E-07,-8.38E-06,-1.31E-21
3.28E-07,-5.76E-06,8.50E-23
2.84E-07,-2.88E-06,-8.99E-23
2.64E-07,3.35E-07,-9.58E-23
2.76E-07,4.00E-06,0
3.29E-07,8.26E-06,0
4.26E-07,1.32E-05,0
5.68E-07,1.90E-05,-6.55E-23
7.49E-07,2.55E-05,-7.20E-23
9.49E-07,3.25E-05,6.47E-22
1.14E-06,3.92E-05,-5.19E-22
1.29E-06,4.42E-05,4.92E-23
1.35E-06,4.53E-05,-8.81E-26
1.30E-06,3.87E-05,-4.90E-22
1.12E-06,1.72E-05,5.96E-22
8.04E-07,-3.69E-05,-7.21E-23
3.50E-07,-0.00018726,0
-6.84E-07,-0.00099639,0
-1.04E-06,-0.0012003,0
0.00021231,0.00021901,-2.21E-24
0.00026458,0.00027568,-8.75E-24
0.00015929,0.00016967,1.43E-20
0.00010368,0.00011425,-1.32E-20
7.89E-05,9.05E-05,1.68E-20
6.58E-05,7.89E-05,-1.56E-20
5.80E-05,7.31E-05,1.78E-20
5.31E-05,7.07E-05,-1.64E-20
5.01E-05,7.07E-05,0
4.84E-05,7.27E-05,0
4.76E-05,7.65E-05,-7.43E-23
4.76E-05,8.21E-05,-7.64E-23
4.81E-05,8.97E-05,0
4.91E-05,9.95E-05,0
5.03E-05,0.00011149,1.78E-23
5.14E-05,0.00012551,1.16E-20
5.16E-05,0.00014039,-1.10E-20
5.01E-05,0.000153,0
4.61E-05,0.00016029,8.47E-22
3.98E-05,0.00015995,1.57E-20
3.18E-05,0.00014987,-1.44E-20
2.30E-05,0.00012966,0
1.47E-05,0.00010127,4.61E-22
8.11E-06,6.87E-05,-1.03E-21
3.59E-06,3.69E-05,1.51E-20
9.60E-07,1.03E-05,-1.53E-20
-4.78E-07,-8.44E-06,-1.46E-20
-1.51E-06,-1.92E-05,2.85E-20
-2.64E-06,-2.36E-05,-1.31E-20
-4.01E-06,-2.41E-05,-7.61E-22
-5.50E-06,-2.29E-05,1.45E-21
-6.88E-06,-2.17E-05,0
-7.95E-06,-2.11E-05,0
-8.61E-06,-2.15E-05,-1.23E-21
-8.86E-06,-2.27E-05,0
-8.74E-06,-2.43E-05,1.12E-21
-8.33E-06,-2.62E-05,7.32E-21
-7.71E-06,-2.82E-05,-9.29E-21
-6.96E-06,-3.00E-05,-9.65E-22
-6.13E-06,-3.16E-05,0
-5.28E-06,-3.28E-05,9.11E-24
-4.45E-06,-3.38E-05,0
-3.65E-06,-3.44E-05,-8.05E-22
-2.91E-06,-3.46E-05,3.74E-21
-2.24E-06,-3.45E-05,-3.74E-21
-1.65E-06,-3.41E-05,-2.71E-21
-1.14E-06,-3.34E-05,-5.12E-22
-7.07E-07,-3.24E-05,2.66E-21
-3.53E-07,-3.12E-05,0
-6.81E-08,-2.98E-05,0
1.53E-07,-2.82E-05,2.29E-21
3.19E-07,-2.66E-05,-2.37E-21
4.35E-07,-2.49E-05,0
5.12E-07,-2.31E-05,-2.20E-21
5.54E-07,-2.13E-05,2.30E-21
5.66E-07,-1.95E-05,3.00E-24
5.54E-07,-1.76E-05,1.42E-22
5.24E-07,-1.56E-05,-1.45E-22
4.79E-07,-1.35E-05,-1.49E-22
4.25E-07,-1.13E-05,-8.75E-25
3.69E-07,-8.96E-06,0
3.17E-07,-6.36E-06,1.68E-22
2.78E-07,-3.48E-06,0
2.62E-07,-2.42E-07,9.40E-23
2.78E-07,3.46E-06,0
3.34E-07,7.77E-06,0
4.35E-07,1.28E-05,0
5.83E-07,1.87E-05,-9.77E-22
7.67E-07,2.53E-05,1.69E-21
9.70E-07,3.24E-05,-6.95E-22
1.16E-06,3.92E-05,3.63E-26
1.31E-06,4.43E-05,-9.66E-23
1.36E-06,4.55E-05,5.38E-23
1.30E-06,3.90E-05,0
1.09E-06,1.79E-05,-5.92E-22
7.57E-07,-3.50E-05,6.40E-22
2.84E-07,-0.00018109,-7.44E-23
-7.73E-07,-0.00098039,-7.91E-23
-1.03E-06,-0.0011892,9.22E-23
0.00020187,0.00020965,4.91E-21
0.00025072,0.00026194,-4.53E-21
0.00014971,0.00015886,1.35E-20
9.72E-05,0.00010572,-1.25E-20
7.39E-05,8.29E-05,-8.68E-25
6.15E-05,7.14E-05,3.08E-23
5.40E-05,6.53E-05,-1.24E-22
4.93E-05,6.24E-05,-1.67E-20
4.62E-05,6.16E-05,1.55E-20
4.43E-05,6.25E-05,0
4.32E-05,6.50E-05,-1.27E-22
4.29E-05,6.91E-05,1.77E-20
4.30E-05,7.49E-05,-1.65E-20
4.37E-05,8.25E-05,0
4.46E-05,9.21E-05,1.30E-23
4.57E-05,0.00010385,0
4.65E-05,0.00011756,0
4.64E-05,0.0001318,0
4.46E-05,0.0001437,-3.89E-22
4.05E-05,0.00015051,-3.73E-22
3.44E-05,0.00014976,-1.43E-20
2.66E-05,0.00013944,1.34E-20
1.84E-05,0.0001193,-9.59E-22
1.09E-05,9.14E-05,0
5.06E-06,5.98E-05,-9.29E-22
1.30E-06,2.94E-05,9.19E-22
-7.21E-07,4.58E-06,-1.43E-20
-1.74E-06,-1.25E-05,1.11E-20
-2.51E-06,-2.18E-05,-1.61E-21
-3.44E-06,-2.52E-05,0
-4.63E-06,-2.51E-05,-1.42E-21
-5.92E-06,-2.37E-05,0
-7.07E-06,-2.24E-05,1.28E-21
-7.92E-06,-2.19E-05,9.56E-21
-8.38E-06,-2.23E-05,-9.33E-21
-8.47E-06,-2.34E-05,-8.66E-21
-8.24E-06,-2.50E-05,8.51E-21
-7.77E-06,-2.68E-05,0
-7.12E-06,-2.86E-05,0
-6.37E-06,-3.02E-05,-7.14E-21
-5.56E-06,-3.16E-05,5.38E-21
-4.75E-06,-3.27E-05,-5.65E-21
-3.96E-06,-3.35E-05,3.25E-22
-3.22E-06,-3.39E-05,5.48E-21
-2.54E-06,-3.40E-05,2.81E-21
-1.94E-06,-3.37E-05,-2.86E-21
-1.40E-06,-3.31E-05,3.92E-21
-9.48E-07,-3.22E-05,-1.57E-22
-5.68E-07,-3.11E-05,-2.56E-21
-2.58E-07,-2.98E-05,-2.94E-21
-1.19E-08,-2.84E-05,1.36E-22
1.76E-07,-2.68E-05,4.59E-21
3.15E-07,-2.51E-05,-1.20E-22
4.09E-07,-2.34E-05,-1.11E-22
4.66E-07,-2.16E-05,-1.47E-21
4.94E-07,-1.98E-05,-3.25E-22
4.96E-07,-1.80E-05,-4.24E-23
4.77E-07,-1.61E-05,-2.01E-21
4.42E-07,-1.40E-05,1.34E-21
3.98E-07,-1.19E-05,1.35E-21
3.49E-07,-9.51E-06,-1.12E-21
3.04E-07,-6.93E-06,-1.65E-22
2.72E-07,-4.05E-06,0
2.61E-07,-8.01E-07,1.85E-22
2.81E-07,2.94E-06,-6.95E-22
3.41E-07,7.30E-06,8.49E-22
