"coords:0","coords:1","coords:2"
3.8056,1.9685,0.05
3.8062,2.0308,0.05
3.8067,2.0913,0.05
3.8072,2.1499,0.05
3.8077,2.2065,0.05
3.8082,2.261,0.05
3.8086,2.3133,0.05
3.8091,2.3634,0.05
3.8095,2.4113,0.05
3.8099,2.4568,0.05
3.8102,2.5001,0.05
3.8106,2.5411,0.05
3.8109,2.5799,0.05
3.8113,2.6165,0.05
3.8116,2.651,0.05
3.8118,2.6834,0.05
3.8121,2.7139,0.05
3.8123,2.7424,0.05
3.8126,2.769,0.05
3.8128,2.794,0.05
3.813,2.8172,0.05
3.8132,2.8389,0.05
3.8134,2.8591,0.05
3.8135,2.8778,0.05
3.8137,2.8952,0.05
3.8138,2.9114,0.05
3.8139,2.9264,0.05
3.8141,2.9403,0.05
3.8142,2.9531,0.05
3.8143,2.965,0.05
3.8144,2.976,0.05
3.8145,2.9861,0.05
3.8145,2.9955,0.05
3.8529,0.0045,0.05
3.853,0.013875,0.05
3.8531,0.024027,0.05
3.8531,0.035015,0.05
3.8532,0.046901,0.05
3.8533,0.059749,0.05
3.8534,0.07363,0.05
3.8535,0.088613,0.05
3.8536,0.10477,0.05
3.8537,0.12219,0.05
3.8539,0.14094,0.05
3.854,0.16111,0.05
3.8542,0.18278,0.05
3.8543,0.20603,0.05
3.8545,0.23096,0.05
3.8547,0.25763,0.05
3.8549,0.28615,0.05
3.8551,0.31658,0.05
3.8553,0.349,0.05
3.8555,0.38349,0.05
3.8558,0.4201,0.05
3.8561,0.4589,0.05
3.8564,0.49991,0.05
3.8567,0.54319,0.05
3.857,0.58874,0.05
3.8573,0.63658,0.05
3.8577,0.68667,0.05
3.858,0.739,0.05
3.8584,0.7935,0.05
3.8588,0.85011,0.05
3.8592,0.90872,0.05
3.8596,0.96922,0.05
3.86,1.0315,0.05
3.8605,1.0953,0.05
3.8609,1.1605,0.05
3.8614,1.2269,0.05
3.8619,1.2943,0.05
3.8623,1.3625,0.05
3.8628,1.4311,0.05
3.8633,1.5,0.05
3.8638,1.5689,0.05
3.8643,1.6375,0.05
3.8647,1.7057,0.05
3.8652,1.7731,0.05
3.8657,1.8395,0.05
3.8661,1.9047,0.05
3.8666,1.9685,0.05
3.867,2.0308,0.05
3.8674,2.0913,0.05
3.8678,2.1499,0.05
3.8682,2.2065,0.05
3.8686,2.261,0.05
3.869,2.3133,0.05
3.8693,2.3634,0.05
3.8696,2.4113,0.05
3.8699,2.4568,0.05
3.8703,2.5001,0.05
3.8705,2.5411,0.05
3.8708,2.5799,0.05
3.8711,2.6165,0.05
3.8713,2.651,0.05
3.8715,2.6834,0.05
3.8717,2.7139,0.05
3.8719,2.7424,0.05
3.8721,2.769,0.05
3.8723,2.794,0.05
3.8725,2.8172,0.05
3.8726,2.8389,0.05
3.8727,2.8591,0.05
3.8729,2.8778,0.05
3.873,2.8952,0.05
3.8731,2.9114,0.05
3.8732,2.9264,0.05
3.8733,2.9403,0.05
3.8734,2.9531,0.05
3.8735,2.965,0.05
3.8736,2.976,0.05
3.8736,2.9861,0.05
3.8737,2.9955,0.05
3.9173,0.0045,0.05
3.9173,0.013875,0.05
3.9174,0.024027,0.05
3.9174,0.035015,0.05
3.9175,0.046901,0.05
3.9175,0.059749,0.05
3.9176,0.07363,0.05
3.9177,0.088613,0.05
3.9178,0.10477,0.05
3.9179,0.12219,0.05
3.918,0.14094,0.05
3.9181,0.16111,0.05
3.9182,0.18278,0.05
3.9183,0.20603,0.05
3.9184,0.23096,0.05
3.9186,0.25763,0.05
3.9187,0.28615,0.05
3.9189,0.31658,0.05
3.9191,0.349,0.05
3.9192,0.38349,0.05
3.9194,0.4201,0.05
3.9196,0.4589,0.05
3.9198,0.49991,0.05
3.9201,0.54319,0.05
3.9203,0.58874,0.05
3.9206,0.63658,0.05
3.9208,0.68667,0.05
3.9211,0.739,0.05
3.9214,0.7935,0.05
3.9217,0.85011,0.05
3.922,0.90872,0.05
3.9223,0.96922,0.05
3.9226,1.0315,0.05
3.9229,1.0953,0.05
3.9233,1.1605,0.05
3.9236,1.2269,0.05
3.924,1.2943,0.05
3.9243,1.3625,0.05
3.9247,1.4311,0.05
3.925,1.5,0.05
3.9254,1.5689,0.05
3.9258,1.6375,0.05
3.9261,1.7057,0.05
3.9265,1.7731,0.05
3.9268,1.8395,0.05
3.9272,1.9047,0.05
3.9275,1.9685,0.05
3.9278,2.0308,0.05
3.9281,2.0913,0.05
3.9284,2.1499,0.05
3.9287,2.2065,0.05
3.929,2.261,0.05
3.9293,2.3133,0.05
3.9295,2.3634,0.05
3.9298,2.4113,0.05
3.93,2.4568,0.05
3.9303,2.5001,0.05
3.9305,2.5411,0.05
3.9307,2.5799,0.05
3.9309,2.6165,0.05
3.931,2.651,0.05
3.9312,2.6834,0.05
3.9314,2.7139,0.05
3.9315,2.7424,0.05
3.9317,2.769,0.05
3.9318,2.794,0.05
3.9319,2.8172,0.05
3.932,2.8389,0.05
3.9321,2.8591,0.05
3.9322,2.8778,0.05
3.9323,2.8952,0.05
3.9324,2.9114,0.05
3.9325,2.9264,0.05
3.9326,2.9403,0.05
3.9326,2.9531,0.05
3.9327,2.965,0.05
3.9327,2.976,0.05
3.9328,2.9861,0.05
3.9328,2.9955,0.05
3.9816,0.0045,0.05
3.9816,0.013875,0.05
3.9817,0.024027,0.05
3.9817,0.035015,0.05
3.9817,0.046901,0.05
3.9818,0.059749,0.05
3.9818,0.07363,0.05
3.9819,0.088613,0.05
3.9819,0.10477,0.05
3.982,0.12219,0.05
3.9821,0.14094,0.05
3.9821,0.16111,0.05
3.9822,0.18278,0.05
3.9823,0.20603,0.05
3.9824,0.23096,0.05
3.9825,0.25763,0.05
3.9826,0.28615,0.05
3.9827,0.31658,0.05
3.9828,0.349,0.05
3.9829,0.38349,0.05
3.983,0.4201,0.05
3.9832,0.4589,0.05
3.9833,0.49991,0.05
3.9835,0.54319,0.05
3.9836,0.58874,0.05
3.9838,0.63658,0.05
3.984,0.68667,0.05
3.9842,0.739,0.05
3.9843,0.7935,0.05
3.9845,0.85011,0.05
3.9847,0.90872,0.05
3.985,0.96922,0.05
3.9852,1.0315,0.05
3.9854,1.0953,0.05
3.9856,1.1605,0.05
3.9858,1.2269,0.05
3.9861,1.2943,0.05
3.9863,1.3625,0.05
3.9866,1.4311,0.05
3.9868,1.5,0.05
3.987,1.5689,0.05
3.9873,1.6375,0.05
3.9875,1.7057,0.05
3.9877,1.7731,0.05
3.988,1.8395,0.05
3.9882,1.9047,0.05
3.9884,1.9685,0.05
3.9886,2.0308,0.05
3.9888,2.0913,0.05
3.9891,2.1499,0.05
3.9892,2.2065,0.05
3.9894,2.261,0.05
3.9896,2.3133,0.05
3.9898,2.3634,0.05
3.99,2.4113,0.05
3.9901,2.4568,0.05
3.9903,2.5001,0.05
3.9904,2.5411,0.05
3.9905,2.5799,0.05
3.9907,2.6165,0.05
3.9908,2.651,0.05
3.9909,2.6834,0.05
3.991,2.7139,0.05
3.9911,2.7424,0.05
3.9912,2.769,0.05
3.9913,2.794,0.05
3.9914,2.8172,0.05
3.9914,2.8389,0.05
3.9915,2.8591,0.05
3.9916,2.8778,0.05
3.9916,2.8952,0.05
3.9917,2.9114,0.05
3.9917,2.9264,0.05
3.9918,2.9403,0.05
3.9918,2.9531,0.05
3.9919,2.965,0.05
3.9919,2.976,0.05
3.992,2.9861,0.05
3.992,2.9955,0.05
4.0459,0.0045,0.05
4.046,0.013875,0.05
4.046,0.024027,0.05
4.046,0.035015,0.05
4.046,0.046901,0.05
4.046,0.059749,0.05
4.0461,0.07363,0.05
4.0461,0.088613,0.05
4.0461,0.10477,0.05
4.0461,0.12219,0.05
4.0462,0.14094,0.05
4.0462,0.16111,0.05
4.0463,0.18278,0.05
4.0463,0.20603,0.05
4.0463,0.23096,0.05
4.0464,0.25763,0.05
4.0464,0.28615,0.05
4.0465,0.31658,0.05
4.0465,0.349,0.05
4.0466,0.38349,0.05
4.0467,0.4201,0.05
4.0467,0.4589,0.05
4.0468,0.49991,0.05
4.0469,0.54319,0.05
4.047,0.58874,0.05
4.047,0.63658,0.05
4.0471,0.68667,0.05
4.0472,0.739,0.05
4.0473,0.7935,0.05
4.0474,0.85011,0.05
4.0475,0.90872,0.05
4.0476,0.96922,0.05
4.0477,1.0315,0.05
4.0478,1.0953,0.05
4.048,1.1605,0.05
4.0481,1.2269,0.05
4.0482,1.2943,0.05
4.0483,1.3625,0.05
4.0484,1.4311,0.05
4.0485,1.5,0.05
4.0487,1.5689,0.05
4.0488,1.6375,0.05
4.0489,1.7057,0.05
4.049,1.7731,0.05
4.0491,1.8395,0.05
4.0492,1.9047,0.05
4.0494,1.9685,0.05
4.0495,2.0308,0.05
4.0496,2.0913,0.05
4.0497,2.1499,0.05
4.0498,2.2065,0.05
4.0499,2.261,0.05
4.05,2.3133,0.05
4.05,2.3634,0.05
4.0501,2.4113,0.05
4.0502,2.4568,0.05
4.0503,2.5001,0.05
4.0503,2.5411,0.05
4.0504,2.5799,0.05
4.0505,2.6165,0.05
4.0505,2.651,0.05
4.0506,2.6834,0.05
4.0506,2.7139,0.05
4.0507,2.7424,0.05
4.0507,2.769,0.05
4.0508,2.794,0.05
4.0508,2.8172,0.05
4.0509,2.8389,0.05
4.0509,2.8591,0.05
4.0509,2.8778,0.05
4.051,2.8952,0.05
4.051,2.9114,0.05
4.051,2.9264,0.05
4.051,2.9403,0.05
4.0511,2.9531,0.05
4.0511,2.965,0.05
4.0511,2.976,0.05
4.0511,2.9861,0.05
4.0511,2.9955,0.05
4.1103,0.0045,0.05
4.1103,0.013875,0.05
4.1103,0.024027,0.05
4.1103,0.035015,0.05
4.1103,0.046901,0.05
4.1103,0.059749,0.05
4.1103,0.07363,0.05
4.1103,0.088613,0.05
4.1103,0.10477,0.05
4.1103,0.12219,0.05
4.1103,0.14094,0.05
4.1103,0.16111,0.05
4.1103,0.18278,0.05
4.1103,0.20603,0.05
4.1103,0.23096,0.05
4.1103,0.25763,0.05
4.1103,0.28615,0.05
4.1103,0.31658,0.05
4.1103,0.349,0.05
4.1103,0.38349,0.05
4.1103,0.4201,0.05
4.1103,0.4589,0.05
4.1103,0.49991,0.05
4.1103,0.54319,0.05
4.1103,0.58874,0.05
4.1103,0.63658,0.05
4.1103,0.68667,0.05
4.1103,0.739,0.05
4.1103,0.7935,0.05
4.1103,0.85011,0.05
4.1103,0.90872,0.05
4.1103,0.96922,0.05
4.1103,1.0315,0.05
4.1103,1.0953,0.05
4.1103,1.1605,0.05
4.1103,1.2269,0.05
4.1103,1.2943,0.05
4.1103,1.3625,0.05
4.1103,1.4311,0.05
4.1103,1.5,0.05
4.1103,1.5689,0.05
4.1103,1.6375,0.05
4.1103,1.7057,0.05
4.1103,1.7731,0.05
4.1103,1.8395,0.05
4.1103,1.9047,0.05
4.1103,1.9685,0.05
4.1103,2.0308,0.05
4.1103,2.0913,0.05
4.1103,2.1499,0.05
4.1103,2.2065,0.05
4.1103,2.261,0.05
4.1103,2.3133,0.05
4.1103,2.3634,0.05
4.1103,2.4113,0.05
4.1103,2.4568,0.05
4.1103,2.5001,0.05
4.1103,2.5411,0.05
4.1103,2.5799,0.05
4.1103,2.6165,0.05
4.1103,2.651,0.05
4.1103,2.6834,0.05
4.1103,2.7139,0.05
4.1103,2.7424,0.05
4.1103,2.769,0.05
4.1103,2.794,0.05
4.1103,2.8172,0.05
4.1103,2.8389,0.05
4.1103,2.8591,0.05
4.1103,2.8778,0.05
4.1103,2.8952,0.05
4.1103,2.9114,0.05
4.1103,2.9264,0.05
4.1103,2.9403,0.05
4.1103,2.9531,0.05
4.1103,2.965,0.05
4.1103,2.976,0.05
4.1103,2.9861,0.05
4.1103,2.9955,0.05
4.1746,0.0045,0.05
4.1746,0.013875,0.05
4.1746,0.024027,0.05
4.1746,0.035015,0.05
4.1746,0.046901,0.05
4.1745,0.059749,0.05
4.1745,0.07363,0.05
4.1745,0.088613,0.05
4.1745,0.10477,0.05
4.1744,0.12219,0.05
4.1744,0.14094,0.05
4.1744,0.16111,0.05
4.1743,0.18278,0.05
4.1743,0.20603,0.05
4.1742,0.23096,0.05
4.1742,0.25763,0.05
4.1741,0.28615,0.05
4.1741,0.31658,0.05
4.174,0.349,0.05
4.174,0.38349,0.05
4.1739,0.4201,0.05
4.1738,0.4589,0.05
4.1738,0.49991,0.05
4.1737,0.54319,0.05
4.1736,0.58874,0.05
4.1735,0.63658,0.05
4.1734,0.68667,0.05
4.1734,0.739,0.05
4.1733,0.7935,0.05
4.1732,0.85011,0.05
4.1731,0.90872,0.05
4.173,0.96922,0.05
4.1728,1.0315,0.05
4.1727,1.0953,0.05
4.1726,1.1605,0.05
4.1725,1.2269,0.05
4.1724,1.2943,0.05
4.1723,1.3625,0.05
4.1722,1.4311,0.05
4.172,1.5,0.05
4.1719,1.5689,0.05
4.1718,1.6375,0.05
4.1717,1.7057,0.05
4.1716,1.7731,0.05
4.1714,1.8395,0.05
4.1713,1.9047,0.05
4.1712,1.9685,0.05
4.1711,2.0308,0.05
4.171,2.0913,0.05
4.1709,2.1499,0.05
4.1708,2.2065,0.05
4.1707,2.261,0.05
4.1706,2.3133,0.05
4.1705,2.3634,0.05
4.1704,2.4113,0.05
4.1704,2.4568,0.05
4.1703,2.5001,0.05
4.1702,2.5411,0.05
4.1702,2.5799,0.05
4.1701,2.6165,0.05
4.17,2.651,0.05
4.17,2.6834,0.05
4.1699,2.7139,0.05
4.1699,2.7424,0.05
4.1698,2.769,0.05
4.1698,2.794,0.05
4.1697,2.8172,0.05
4.1697,2.8389,0.05
4.1697,2.8591,0.05
4.1696,2.8778,0.05
4.1696,2.8952,0.05
4.1696,2.9114,0.05
4.1696,2.9264,0.05
4.1695,2.9403,0.05
4.1695,2.9531,0.05
4.1695,2.965,0.05
4.1695,2.976,0.05
4.1695,2.9861,0.05
4.1694,2.9955,0.05
4.239,0.0045,0.05
4.2389,0.013875,0.05
4.2389,0.024027,0.05
4.2389,0.035015,0.05
4.2388,0.046901,0.05
4.2388,0.059749,0.05
4.2387,0.07363,0.05
4.2387,0.088613,0.05
4.2386,0.10477,0.05
4.2386,0.12219,0.05
4.2385,0.14094,0.05
4.2384,0.16111,0.05
4.2384,0.18278,0.05
4.2383,0.20603,0.05
4.2382,0.23096,0.05
4.2381,0.25763,0.05
4.238,0.28615,0.05
4.2379,0.31658,0.05
4.2378,0.349,0.05
4.2377,0.38349,0.05
4.2375,0.4201,0.05
4.2374,0.4589,0.05
4.2373,0.49991,0.05
4.2371,0.54319,0.05
4.2369,0.58874,0.05
4.2368,0.63658,0.05
4.2366,0.68667,0.05
4.2364,0.739,0.05
4.2362,0.7935,0.05
4.236,0.85011,0.05
4.2358,0.90872,0.05
4.2356,0.96922,0.05
4.2354,1.0315,0.05
4.2352,1.0953,0.05
4.235,1.1605,0.05
4.2347,1.2269,0.05
4.2345,1.2943,0.05
4.2343,1.3625,0.05
4.234,1.4311,0.05
4.2338,1.5,0.05
4.2335,1.5689,0.05
4.2333,1.6375,0.05
4.2331,1.7057,0.05
4.2328,1.7731,0.05
4.2326,1.8395,0.05
4.2324,1.9047,0.05
4.2321,1.9685,0.05
4.2319,2.0308,0.05
4.2317,2.0913,0.05
4.2315,2.1499,0.05
4.2313,2.2065,0.05
4.2311,2.261,0.05
4.231,2.3133,0.05
4.2308,2.3634,0.05
4.2306,2.4113,0.05
4.2305,2.4568,0.05
4.2303,2.5001,0.05
4.2302,2.5411,0.05
4.23,2.5799,0.05
4.2299,2.6165,0.05
4.2298,2.651,0.05
4.2297,2.6834,0.05
4.2296,2.7139,0.05
4.2295,2.7424,0.05
4.2294,2.769,0.05
4.2293,2.794,0.05
4.2292,2.8172,0.05
4.2291,2.8389,0.05
4.2291,2.8591,0.05
4.229,2.8778,0.05
4.2289,2.8952,0.05
4.2289,2.9114,0.05
4.2288,2.9264,0.05
4.2288,2.9403,0.05
4.2287,2.9531,0.05
4.2287,2.965,0.05
4.2287,2.976,0.05
4.2286,2.9861,0.05
4.2286,2.9955,0.05
4.3033,0.0045,0.05
4.3033,0.013875,0.05
4.3032,0.024027,0.05
4.3032,0.035015,0.05
4.3031,0.046901,0.05
4.303,0.059749,0.05
4.303,0.07363,0.05
4.3029,0.088613,0.05
4.3028,0.10477,0.05
4.3027,0.12219,0.05
4.3026,0.14094,0.05
4.3025,0.16111,0.05
4.3024,0.18278,0.05
4.3023,0.20603,0.05
4.3021,0.23096,0.05
4.302,0.25763,0.05
4.3018,0.28615,0.05
4.3017,0.31658,0.05
4.3015,0.349,0.05
4.3013,0.38349,0.05
4.3011,0.4201,0.05
4.3009,0.4589,0.05
4.3007,0.49991,0.05
4.3005,0.54319,0.05
4.3003,0.58874,0.05
4.3,0.63658,0.05
4.2998,0.68667,0.05
4.2995,0.739,0.05
4.2992,0.7935,0.05
4.2989,0.85011,0.05
4.2986,0.90872,0.05
4.2983,0.96922,0.05
4.298,1.0315,0.05
4.2976,1.0953,0.05
4.2973,1.1605,0.05
4.2969,1.2269,0.05
4.2966,1.2943,0.05
4.2962,1.3625,0.05
4.2959,1.4311,0.05
4.2955,1.5,0.05
4.2952,1.5689,0.05
4.2948,1.6375,0.05
4.2945,1.7057,0.05
4.2941,1.7731,0.05
4.2938,1.8395,0.05
4.2934,1.9047,0.05
4.2931,1.9685,0.05
4.2928,2.0308,0.05
4.2924,2.0913,0.05
4.2921,2.1499,0.05
4.2918,2.2065,0.05
4.2916,2.261,0.05
4.2913,2.3133,0.05
4.291,2.3634,0.05
4.2908,2.4113,0.05
4.2905,2.4568,0.05
4.2903,2.5001,0.05
4.2901,2.5411,0.05
4.2899,2.5799,0.05
4.2897,2.6165,0.05
4.2895,2.651,0.05
4.2894,2.6834,0.05
4.2892,2.7139,0.05
4.2891,2.7424,0.05
4.2889,2.769,0.05
4.2888,2.794,0.05
4.2887,2.8172,0.05
4.2885,2.8389,0.05
4.2884,2.8591,0.05
4.2883,2.8778,0.05
4.2883,2.8952,0.05
4.2882,2.9114,0.05
4.2881,2.9264,0.05
4.288,2.9403,0.05
4.288,2.9531,0.05
4.2879,2.965,0.05
4.2878,2.976,0.05
4.2878,2.9861,0.05
4.2877,2.9955,0.05
4.3677,0.0045,0.05
4.3676,0.013875,0.05
4.3675,0.024027,0.05
4.3674,0.035015,0.05
4.3674,0.046901,0.05
4.3673,0.059749,0.05
4.3672,0.07363,0.05
4.3671,0.088613,0.05
4.367,0.10477,0.05
4.3668,0.12219,0.05
4.3667,0.14094,0.05
4.3666,0.16111,0.05
4.3664,0.18278,0.05
4.3663,0.20603,0.05
4.3661,0.23096,0.05
4.3659,0.25763,0.05
4.3657,0.28615,0.05
4.3655,0.31658,0.05
4.3653,0.349,0.05
4.365,0.38349,0.05
4.3648,0.4201,0.05
4.3645,0.4589,0.05
4.3642,0.49991,0.05
4.3639,0.54319,0.05
4.3636,0.58874,0.05
4.3633,0.63658,0.05
4.3629,0.68667,0.05
4.3626,0.739,0.05
4.3622,0.7935,0.05
4.3618,0.85011,0.05
4.3614,0.90872,0.05
4.361,0.96922,0.05
4.3605,1.0315,0.05
4.3601,1.0953,0.05
4.3596,1.1605,0.05
4.3592,1.2269,0.05
4.3587,1.2943,0.05
4.3582,1.3625,0.05
4.3577,1.4311,0.05
4.3573,1.5,0.05
4.3568,1.5689,0.05
4.3563,1.6375,0.05
4.3558,1.7057,0.05
4.3554,1.7731,0.05
4.3549,1.8395,0.05
4.3545,1.9047,0.05
4.354,1.9685,0.05
4.3536,2.0308,0.05
4.3532,2.0913,0.05
4.3528,2.1499,0.05
4.3524,2.2065,0.05
4.352,2.261,0.05
4.3516,2.3133,0.05
4.3513,2.3634,0.05
4.3509,2.4113,0.05
4.3506,2.4568,0.05
4.3503,2.5001,0.05
4.35,2.5411,0.05
4.3498,2.5799,0.05
4.3495,2.6165,0.05
4.3493,2.651,0.05
4.349,2.6834,0.05
4.3488,2.7139,0.05
4.3486,2.7424,0.05
4.3485,2.769,0.05
4.3483,2.794,0.05
4.3481,2.8172,0.05
4.348,2.8389,0.05
4.3478,2.8591,0.05
4.3477,2.8778,0.05
4.3476,2.8952,0.05
4.3475,2.9114,0.05
4.3474,2.9264,0.05
4.3473,2.9403,0.05
4.3472,2.9531,0.05
4.3471,2.965,0.05
4.347,2.976,0.05
4.3469,2.9861,0.05
4.3469,2.9955,0.05
4.432,0.0045,0.05
4.4319,0.013875,0.05
4.4318,0.024027,0.05
4.4317,0.035015,0.05
4.4316,0.046901,0.05
4.4315,0.059749,0.05
4.4314,0.07363,0.05
4.4313,0.088613,0.05
4.4311,0.10477,0.05
4.431,0.12219,0.05
4.4308,0.14094,0.05
4.4306,0.16111,0.05
4.4305,0.18278,0.05
4.4302,0.20603,0.05
4.43,0.23096,0.05
4.4298,0.25763,0.05
4.4296,0.28615,0.05
4.4293,0.31658,0.05
4.429,0.349,0.05
4.4287,0.38349,0.05
4.4284,0.4201,0.05
4.4281,0.4589,0.05
4.4277,0.49991,0.05
4.4273,0.54319,0.05
4.4269,0.58874,0.05
4.4265,0.63658,0.05
4.4261,0.68667,0.05
4.4256,0.739,0.05
4.4251,0.7935,0.05
4.4247,0.85011,0.05
4.4241,0.90872,0.05
4.4236,0.96922,0.05
4.4231,1.0315,0.05
4.4225,1.0953,0.05
4.422,1.1605,0.05
4.4214,1.2269,0.05
4.4208,1.2943,0.05
4.4202,1.3625,0.05
4.4196,1.4311,0.05
4.419,1.5,0.05
4.4184,1.5689,0.05
4.4178,1.6375,0.05
4.4172,1.7057,0.05
4.4166,1.7731,0.05
4.4161,1.8395,0.05
4.4155,1.9047,0.05
4.4149,1.9685,0.05
4.4144,2.0308,0.05
4.4139,2.0913,0.05
4.4134,2.1499,0.05
4.4129,2.2065,0.05
4.4124,2.261,0.05
4.412,2.3133,0.05
4.4115,2.3634,0.05
4.4111,2.4113,0.05
4.4107,2.4568,0.05
4.4103,2.5001,0.05
4.41,2.5411,0.05
4.4096,2.5799,0.05
4.4093,2.6165,0.05
4.409,2.651,0.05
4.4087,2.6834,0.05
4.4085,2.7139,0.05
4.4082,2.7424,0.05
4.408,2.769,0.05
4.4078,2.794,0.05
4.4076,2.8172,0.05
4.4074,2.8389,0.05
4.4072,2.8591,0.05
4.4071,2.8778,0.05
4.4069,2.8952,0.05
4.4068,2.9114,0.05
4.4066,2.9264,0.05
4.4065,2.9403,0.05
4.4064,2.9531,0.05
4.4063,2.965,0.05
4.4062,2.976,0.05
4.4061,2.9861,0.05
4.406,2.9955,0.05
4.4963,0.0045,0.05
4.4962,0.013875,0.05
4.4961,0.024027,0.05
4.496,0.035015,0.05
4.4959,0.046901,0.05
4.4958,0.059749,0.05
4.4956,0.07363,0.05
4.4955,0.088613,0.05
4.4953,0.10477,0.05
4.4951,0.12219,0.05
4.4949,0.14094,0.05
4.4947,0.16111,0.05
4.4945,0.18278,0.05
4.4942,0.20603,0.05
4.494,0.23096,0.05
4.4937,0.25763,0.05
4.4934,0.28615,0.05
4.4931,0.31658,0.05
4.4928,0.349,0.05
4.4924,0.38349,0.05
4.492,0.4201,0.05
4.4916,0.4589,0.05
4.4912,0.49991,0.05
4.4907,0.54319,0.05
4.4903,0.58874,0.05
4.4898,0.63658,0.05
4.4892,0.68667,0.05
4.4887,0.739,0.05
4.4881,0.7935,0.05
4.4875,0.85011,0.05
4.4869,0.90872,0.05
4.4863,0.96922,0.05
4.4856,1.0315,0.05
4.485,1.0953,0.05
4.4843,1.1605,0.05
4.4836,1.2269,0.05
4.4829,1.2943,0.05
4.4822,1.3625,0.05
4.4815,1.4311,0.05
4.4808,1.5,0.05
4.48,1.5689,0.05
4.4793,1.6375,0.05
4.4786,1.7057,0.05
4.4779,1.7731,0.05
4.4772,1.8395,0.05
4.4765,1.9047,0.05
4.4759,1.9685,0.05
4.4752,2.0308,0.05
4.4746,2.0913,0.05
4.474,2.1499,0.05
4.4734,2.2065,0.05
4.4728,2.261,0.05
4.4723,2.3133,0.05
4.4718,2.3634,0.05
4.4713,2.4113,0.05
4.4708,2.4568,0.05
4.4703,2.5001,0.05
4.4699,2.5411,0.05
4.4695,2.5799,0.05
4.4691,2.6165,0.05
4.4688,2.651,0.05
4.4684,2.6834,0.05
4.4681,2.7139,0.05
4.4678,2.7424,0.05
4.4675,2.769,0.05
4.4673,2.794,0.05
4.467,2.8172,0.05
4.4668,2.8389,0.05
4.4666,2.8591,0.05
4.4664,2.8778,0.05
4.4662,2.8952,0.05
4.4661,2.9114,0.05
4.4659,2.9264,0.05
4.4658,2.9403,0.05
4.4656,2.9531,0.05
4.4655,2.965,0.05
4.4654,2.976,0.05
4.4653,2.9861,0.05
4.4652,2.9955,0.05
4.5607,0.0045,0.05
4.5606,0.013875,0.05
4.5604,0.024027,0.05
4.5603,0.035015,0.05
4.5602,0.046901,0.05
4.56,0.059749,0.05
4.5598,0.07363,0.05
4.5597,0.088613,0.05
4.5595,0.10477,0.05
4.5593,0.12219,0.05
4.559,0.14094,0.05
4.5588,0.16111,0.05
4.5585,0.18278,0.05
4.5582,0.20603,0.05
4.5579,0.23096,0.05
4.5576,0.25763,0.05
4.5573,0.28615,0.05
4.5569,0.31658,0.05
4.5565,0.349,0.05
4.5561,0.38349,0.05
4.5556,0.4201,0.05
4.5552,0.4589,0.05
4.5547,0.49991,0.05
4.5541,0.54319,0.05
4.5536,0.58874,0.05
4.553,0.63658,0.05
4.5524,0.68667,0.05
4.5518,0.739,0.05
4.5511,0.7935,0.05
4.5504,0.85011,0.05
4.5497,0.90872,0.05
4.549,0.96922,0.05
4.5482,1.0315,0.05
4.5474,1.0953,0.05
4.5466,1.1605,0.05
4.5458,1.2269,0.05
4.545,1.2943,0.05
4.5442,1.3625,0.05
4.5433,1.4311,0.05
4.5425,1.5,0.05
4.5417,1.5689,0.05
4.5408,1.6375,0.05
4.54,1.7057,0.05
4.5392,1.7731,0.05
4.5384,1.8395,0.05
4.5376,1.9047,0.05
4.5368,1.9685,0.05
4.5361,2.0308,0.05
4.5353,2.0913,0.05
4.5346,2.1499,0.05
4.5339,2.2065,0.05
4.5333,2.261,0.05
4.5326,2.3133,0.05
4.532,2.3634,0.05
4.5314,2.4113,0.05
4.5309,2.4568,0.05
4.5303,2.5001,0.05
4.5298,2.5411,0.05
4.5294,2.5799,0.05
4.5289,2.6165,0.05
4.5285,2.651,0.05
4.5281,2.6834,0.05
4.5277,2.7139,0.05
4.5274,2.7424,0.05
4.5271,2.769,0.05
4.5268,2.794,0.05
4.5265,2.8172,0.05
4.5262,2.8389,0.05
4.526,2.8591,0.05
4.5258,2.8778,0.05
4.5255,2.8952,0.05
4.5253,2.9114,0.05
4.5252,2.9264,0.05
4.525,2.9403,0.05
4.5248,2.9531,0.05
4.5247,2.965,0.05
4.5246,2.976,0.05
4.5244,2.9861,0.05
4.5243,2.9955,0.05
4.625,0.0045,0.05
4.6249,0.013875,0.05
4.6248,0.024027,0.05
4.6246,0.035015,0.05
4.6244,0.046901,0.05
4.6243,0.059749,0.05
4.6241,0.07363,0.05
4.6239,0.088613,0.05
4.6236,0.10477,0.05
4.6234,0.12219,0.05
4.6231,0.14094,0.05
4.6229,0.16111,0.05
4.6226,0.18278,0.05
4.6222,0.20603,0.05
4.6219,0.23096,0.05
4.6215,0.25763,0.05
4.6211,0.28615,0.05
4.6207,0.31658,0.05
4.6202,0.349,0.05
4.6198,0.38349,0.05
4.6193,0.4201,0.05
4.6187,0.4589,0.05
4.6181,0.49991,0.05
4.6175,0.54319,0.05
4.6169,0.58874,0.05
4.6162,0.63658,0.05
4.6155,0.68667,0.05
4.6148,0.739,0.05
4.6141,0.7935,0.05
4.6133,0.85011,0.05
4.6125,0.90872,0.05
4.6116,0.96922,0.05
4.6108,1.0315,0.05
