"coords:0","coords:1","coords:2"
1.9698,1.8395,0.05
1.9738,1.9047,0.05
1.9777,1.9685,0.05
1.9814,2.0308,0.05
1.9851,2.0913,0.05
1.9887,2.1499,0.05
1.9921,2.2065,0.05
1.9954,2.261,0.05
1.9986,2.3133,0.05
2.0017,2.3634,0.05
2.0046,2.4113,0.05
2.0073,2.4568,0.05
2.01,2.5001,0.05
2.0125,2.5411,0.05
2.0148,2.5799,0.05
2.017,2.6165,0.05
2.0191,2.651,0.05
2.0211,2.6834,0.05
2.023,2.7139,0.05
2.0247,2.7424,0.05
2.0263,2.769,0.05
2.0278,2.794,0.05
2.0292,2.8172,0.05
2.0306,2.8389,0.05
2.0318,2.8591,0.05
2.0329,2.8778,0.05
2.034,2.8952,0.05
2.035,2.9114,0.05
2.0359,2.9264,0.05
2.0367,2.9403,0.05
2.0375,2.9531,0.05
2.0382,2.965,0.05
2.0389,2.976,0.05
2.0395,2.9861,0.05
2.0401,2.9955,0.05
1.9226,0.0045,0.05
1.9232,0.013875,0.05
1.9238,0.024027,0.05
1.9244,0.035015,0.05
1.9251,0.046901,0.05
1.9259,0.059749,0.05
1.9267,0.07363,0.05
1.9276,0.088613,0.05
1.9286,0.10477,0.05
1.9296,0.12219,0.05
1.9307,0.14094,0.05
1.9319,0.16111,0.05
1.9332,0.18278,0.05
1.9345,0.20603,0.05
1.936,0.23096,0.05
1.9376,0.25763,0.05
1.9393,0.28615,0.05
1.9411,0.31658,0.05
1.943,0.349,0.05
1.945,0.38349,0.05
1.9472,0.4201,0.05
1.9495,0.4589,0.05
1.9519,0.49991,0.05
1.9544,0.54319,0.05
1.9571,0.58874,0.05
1.96,0.63658,0.05
1.9629,0.68667,0.05
1.966,0.739,0.05
1.9692,0.7935,0.05
1.9726,0.85011,0.05
1.976,0.90872,0.05
1.9796,0.96922,0.05
1.9833,1.0315,0.05
1.987,1.0953,0.05
1.9909,1.1605,0.05
1.9948,1.2269,0.05
1.9988,1.2943,0.05
2.0028,1.3625,0.05
2.0069,1.4311,0.05
2.0109,1.5,0.05
2.015,1.5689,0.05
2.0191,1.6375,0.05
2.0231,1.7057,0.05
2.0271,1.7731,0.05
2.031,1.8395,0.05
2.0348,1.9047,0.05
2.0386,1.9685,0.05
2.0423,2.0308,0.05
2.0458,2.0913,0.05
2.0493,2.1499,0.05
2.0526,2.2065,0.05
2.0559,2.261,0.05
2.059,2.3133,0.05
2.0619,2.3634,0.05
2.0647,2.4113,0.05
2.0674,2.4568,0.05
2.07,2.5001,0.05
2.0724,2.5411,0.05
2.0747,2.5799,0.05
2.0769,2.6165,0.05
2.0789,2.651,0.05
2.0808,2.6834,0.05
2.0826,2.7139,0.05
2.0843,2.7424,0.05
2.0859,2.769,0.05
2.0873,2.794,0.05
2.0887,2.8172,0.05
2.09,2.8389,0.05
2.0912,2.8591,0.05
2.0923,2.8778,0.05
2.0933,2.8952,0.05
2.0943,2.9114,0.05
2.0952,2.9264,0.05
2.096,2.9403,0.05
2.0967,2.9531,0.05
2.0974,2.965,0.05
2.0981,2.976,0.05
2.0987,2.9861,0.05
2.0992,2.9955,0.05
1.987,0.0045,0.05
1.9875,0.013875,0.05
1.9881,0.024027,0.05
1.9887,0.035015,0.05
1.9894,0.046901,0.05
1.9901,0.059749,0.05
1.9909,0.07363,0.05
1.9918,0.088613,0.05
1.9927,0.10477,0.05
1.9937,0.12219,0.05
1.9948,0.14094,0.05
1.996,0.16111,0.05
1.9972,0.18278,0.05
1.9985,0.20603,0.05
2,0.23096,0.05
2.0015,0.25763,0.05
2.0031,0.28615,0.05
2.0049,0.31658,0.05
2.0067,0.349,0.05
2.0087,0.38349,0.05
2.0108,0.4201,0.05
2.013,0.4589,0.05
2.0154,0.49991,0.05
2.0178,0.54319,0.05
2.0205,0.58874,0.05
2.0232,0.63658,0.05
2.0261,0.68667,0.05
2.0291,0.739,0.05
2.0322,0.7935,0.05
2.0354,0.85011,0.05
2.0388,0.90872,0.05
2.0423,0.96922,0.05
2.0458,1.0315,0.05
2.0495,1.0953,0.05
2.0532,1.1605,0.05
2.057,1.2269,0.05
2.0609,1.2943,0.05
2.0648,1.3625,0.05
2.0687,1.4311,0.05
2.0727,1.5,0.05
2.0766,1.5689,0.05
2.0806,1.6375,0.05
2.0845,1.7057,0.05
2.0883,1.7731,0.05
2.0921,1.8395,0.05
2.0959,1.9047,0.05
2.0995,1.9685,0.05
2.1031,2.0308,0.05
2.1066,2.0913,0.05
2.1099,2.1499,0.05
2.1132,2.2065,0.05
2.1163,2.261,0.05
2.1193,2.3133,0.05
2.1222,2.3634,0.05
2.1249,2.4113,0.05
2.1275,2.4568,0.05
2.13,2.5001,0.05
2.1323,2.5411,0.05
2.1346,2.5799,0.05
2.1367,2.6165,0.05
2.1386,2.651,0.05
2.1405,2.6834,0.05
2.1422,2.7139,0.05
2.1439,2.7424,0.05
2.1454,2.769,0.05
2.1468,2.794,0.05
2.1482,2.8172,0.05
2.1494,2.8389,0.05
2.1506,2.8591,0.05
2.1516,2.8778,0.05
2.1526,2.8952,0.05
2.1536,2.9114,0.05
2.1544,2.9264,0.05
2.1552,2.9403,0.05
2.156,2.9531,0.05
2.1566,2.965,0.05
2.1573,2.976,0.05
2.1578,2.9861,0.05
2.1584,2.9955,0.05
2.0513,0.0045,0.05
2.0518,0.013875,0.05
2.0524,0.024027,0.05
2.053,0.035015,0.05
2.0537,0.046901,0.05
2.0544,0.059749,0.05
2.0552,0.07363,0.05
2.056,0.088613,0.05
2.0569,0.10477,0.05
2.0579,0.12219,0.05
2.0589,0.14094,0.05
2.06,0.16111,0.05
2.0612,0.18278,0.05
2.0625,0.20603,0.05
2.0639,0.23096,0.05
2.0654,0.25763,0.05
2.067,0.28615,0.05
2.0687,0.31658,0.05
2.0705,0.349,0.05
2.0724,0.38349,0.05
2.0744,0.4201,0.05
2.0766,0.4589,0.05
2.0789,0.49991,0.05
2.0813,0.54319,0.05
2.0838,0.58874,0.05
2.0864,0.63658,0.05
2.0892,0.68667,0.05
2.0921,0.739,0.05
2.0952,0.7935,0.05
2.0983,0.85011,0.05
2.1016,0.90872,0.05
2.1049,0.96922,0.05
2.1084,1.0315,0.05
2.1119,1.0953,0.05
2.1156,1.1605,0.05
2.1193,1.2269,0.05
2.123,1.2943,0.05
2.1268,1.3625,0.05
2.1306,1.4311,0.05
2.1344,1.5,0.05
2.1383,1.5689,0.05
2.1421,1.6375,0.05
2.1459,1.7057,0.05
2.1496,1.7731,0.05
2.1533,1.8395,0.05
2.1569,1.9047,0.05
2.1605,1.9685,0.05
2.1639,2.0308,0.05
2.1673,2.0913,0.05
2.1705,2.1499,0.05
2.1737,2.2065,0.05
2.1767,2.261,0.05
2.1796,2.3133,0.05
2.1824,2.3634,0.05
2.1851,2.4113,0.05
2.1876,2.4568,0.05
2.19,2.5001,0.05
2.1923,2.5411,0.05
2.1944,2.5799,0.05
2.1965,2.6165,0.05
2.1984,2.651,0.05
2.2002,2.6834,0.05
2.2019,2.7139,0.05
2.2035,2.7424,0.05
2.2049,2.769,0.05
2.2063,2.794,0.05
2.2076,2.8172,0.05
2.2088,2.8389,0.05
2.2099,2.8591,0.05
2.211,2.8778,0.05
2.212,2.8952,0.05
2.2129,2.9114,0.05
2.2137,2.9264,0.05
2.2145,2.9403,0.05
2.2152,2.9531,0.05
2.2158,2.965,0.05
2.2164,2.976,0.05
2.217,2.9861,0.05
2.2175,2.9955,0.05
2.1157,0.0045,0.05
2.1162,0.013875,0.05
2.1167,0.024027,0.05
2.1173,0.035015,0.05
2.1179,0.046901,0.05
2.1186,0.059749,0.05
2.1194,0.07363,0.05
2.1202,0.088613,0.05
2.1211,0.10477,0.05
2.122,0.12219,0.05
2.123,0.14094,0.05
2.1241,0.16111,0.05
2.1253,0.18278,0.05
2.1265,0.20603,0.05
2.1279,0.23096,0.05
2.1293,0.25763,0.05
2.1308,0.28615,0.05
2.1325,0.31658,0.05
2.1342,0.349,0.05
2.1361,0.38349,0.05
2.138,0.4201,0.05
2.1401,0.4589,0.05
2.1423,0.49991,0.05
2.1447,0.54319,0.05
2.1471,0.58874,0.05
2.1497,0.63658,0.05
2.1524,0.68667,0.05
2.1552,0.739,0.05
2.1581,0.7935,0.05
2.1612,0.85011,0.05
2.1643,0.90872,0.05
2.1676,0.96922,0.05
2.1709,1.0315,0.05
2.1744,1.0953,0.05
2.1779,1.1605,0.05
2.1815,1.2269,0.05
2.1851,1.2943,0.05
2.1888,1.3625,0.05
2.1925,1.4311,0.05
2.1962,1.5,0.05
2.1999,1.5689,0.05
2.2036,1.6375,0.05
2.2072,1.7057,0.05
2.2109,1.7731,0.05
2.2144,1.8395,0.05
2.218,1.9047,0.05
2.2214,1.9685,0.05
2.2247,2.0308,0.05
2.228,2.0913,0.05
2.2312,2.1499,0.05
2.2342,2.2065,0.05
2.2371,2.261,0.05
2.24,2.3133,0.05
2.2427,2.3634,0.05
2.2452,2.4113,0.05
2.2477,2.4568,0.05
2.25,2.5001,0.05
2.2522,2.5411,0.05
2.2543,2.5799,0.05
2.2563,2.6165,0.05
2.2581,2.651,0.05
2.2599,2.6834,0.05
2.2615,2.7139,0.05
2.2631,2.7424,0.05
2.2645,2.769,0.05
2.2658,2.794,0.05
2.2671,2.8172,0.05
2.2682,2.8389,0.05
2.2693,2.8591,0.05
2.2703,2.8778,0.05
2.2713,2.8952,0.05
2.2722,2.9114,0.05
2.273,2.9264,0.05
2.2737,2.9403,0.05
2.2744,2.9531,0.05
2.275,2.965,0.05
2.2756,2.976,0.05
2.2762,2.9861,0.05
2.2767,2.9955,0.05
2.18,0.0045,0.05
2.1805,0.013875,0.05
2.181,0.024027,0.05
2.1816,0.035015,0.05
2.1822,0.046901,0.05
2.1829,0.059749,0.05
2.1836,0.07363,0.05
2.1844,0.088613,0.05
2.1852,0.10477,0.05
2.1861,0.12219,0.05
2.1871,0.14094,0.05
2.1882,0.16111,0.05
2.1893,0.18278,0.05
2.1905,0.20603,0.05
2.1918,0.23096,0.05
2.1932,0.25763,0.05
2.1947,0.28615,0.05
2.1963,0.31658,0.05
2.198,0.349,0.05
2.1998,0.38349,0.05
2.2017,0.4201,0.05
2.2037,0.4589,0.05
2.2058,0.49991,0.05
2.2081,0.54319,0.05
2.2104,0.58874,0.05
2.2129,0.63658,0.05
2.2155,0.68667,0.05
2.2183,0.739,0.05
2.2211,0.7935,0.05
2.2241,0.85011,0.05
2.2271,0.90872,0.05
2.2303,0.96922,0.05
2.2335,1.0315,0.05
2.2368,1.0953,0.05
2.2402,1.1605,0.05
2.2437,1.2269,0.05
2.2472,1.2943,0.05
2.2508,1.3625,0.05
2.2543,1.4311,0.05
2.2579,1.5,0.05
2.2615,1.5689,0.05
2.2651,1.6375,0.05
2.2686,1.7057,0.05
2.2721,1.7731,0.05
2.2756,1.8395,0.05
2.279,1.9047,0.05
2.2823,1.9685,0.05
2.2856,2.0308,0.05
2.2887,2.0913,0.05
2.2918,2.1499,0.05
2.2947,2.2065,0.05
2.2976,2.261,0.05
2.3003,2.3133,0.05
2.3029,2.3634,0.05
2.3054,2.4113,0.05
2.3078,2.4568,0.05
2.31,2.5001,0.05
2.3122,2.5411,0.05
2.3142,2.5799,0.05
2.3161,2.6165,0.05
2.3179,2.651,0.05
2.3196,2.6834,0.05
2.3212,2.7139,0.05
2.3226,2.7424,0.05
2.324,2.769,0.05
2.3253,2.794,0.05
2.3265,2.8172,0.05
2.3277,2.8389,0.05
2.3287,2.8591,0.05
2.3297,2.8778,0.05
2.3306,2.8952,0.05
2.3314,2.9114,0.05
2.3322,2.9264,0.05
2.3329,2.9403,0.05
2.3336,2.9531,0.05
2.3342,2.965,0.05
2.3348,2.976,0.05
2.3353,2.9861,0.05
2.3358,2.9955,0.05
2.2443,0.0045,0.05
2.2448,0.013875,0.05
2.2453,0.024027,0.05
2.2459,0.035015,0.05
2.2465,0.046901,0.05
2.2471,0.059749,0.05
2.2478,0.07363,0.05
2.2486,0.088613,0.05
2.2494,0.10477,0.05
2.2503,0.12219,0.05
2.2512,0.14094,0.05
2.2522,0.16111,0.05
2.2533,0.18278,0.05
2.2545,0.20603,0.05
2.2558,0.23096,0.05
2.2571,0.25763,0.05
2.2585,0.28615,0.05
2.2601,0.31658,0.05
2.2617,0.349,0.05
2.2634,0.38349,0.05
2.2653,0.4201,0.05
2.2672,0.4589,0.05
2.2693,0.49991,0.05
2.2715,0.54319,0.05
2.2738,0.58874,0.05
2.2762,0.63658,0.05
2.2787,0.68667,0.05
2.2813,0.739,0.05
2.2841,0.7935,0.05
2.2869,0.85011,0.05
2.2899,0.90872,0.05
2.2929,0.96922,0.05
2.2961,1.0315,0.05
2.2993,1.0953,0.05
2.3026,1.1605,0.05
2.3059,1.2269,0.05
2.3093,1.2943,0.05
2.3127,1.3625,0.05
2.3162,1.4311,0.05
2.3197,1.5,0.05
2.3231,1.5689,0.05
2.3266,1.6375,0.05
2.33,1.7057,0.05
2.3334,1.7731,0.05
2.3368,1.8395,0.05
2.34,1.9047,0.05
2.3433,1.9685,0.05
2.3464,2.0308,0.05
2.3494,2.0913,0.05
2.3524,2.1499,0.05
2.3552,2.2065,0.05
2.358,2.261,0.05
2.3606,2.3133,0.05
2.3631,2.3634,0.05
2.3656,2.4113,0.05
2.3678,2.4568,0.05
2.37,2.5001,0.05
2.3721,2.5411,0.05
2.374,2.5799,0.05
2.3759,2.6165,0.05
2.3776,2.651,0.05
2.3793,2.6834,0.05
2.3808,2.7139,0.05
2.3822,2.7424,0.05
2.3836,2.769,0.05
2.3848,2.794,0.05
2.386,2.8172,0.05
2.3871,2.8389,0.05
2.3881,2.8591,0.05
2.389,2.8778,0.05
2.3899,2.8952,0.05
2.3907,2.9114,0.05
2.3915,2.9264,0.05
2.3922,2.9403,0.05
2.3928,2.9531,0.05
2.3934,2.965,0.05
2.394,2.976,0.05
2.3945,2.9861,0.05
2.395,2.9955,0.05
2.3087,0.0045,0.05
2.3091,0.013875,0.05
2.3096,0.024027,0.05
2.3102,0.035015,0.05
2.3108,0.046901,0.05
2.3114,0.059749,0.05
2.3121,0.07363,0.05
2.3128,0.088613,0.05
2.3136,0.10477,0.05
2.3144,0.12219,0.05
2.3153,0.14094,0.05
2.3163,0.16111,0.05
2.3174,0.18278,0.05
2.3185,0.20603,0.05
2.3197,0.23096,0.05
2.321,0.25763,0.05
2.3224,0.28615,0.05
2.3239,0.31658,0.05
2.3254,0.349,0.05
2.3271,0.38349,0.05
2.3289,0.4201,0.05
2.3308,0.4589,0.05
2.3328,0.49991,0.05
2.3349,0.54319,0.05
2.3371,0.58874,0.05
2.3394,0.63658,0.05
2.3419,0.68667,0.05
2.3444,0.739,0.05
2.3471,0.7935,0.05
2.3498,0.85011,0.05
2.3527,0.90872,0.05
2.3556,0.96922,0.05
2.3586,1.0315,0.05
2.3617,1.0953,0.05
2.3649,1.1605,0.05
2.3681,1.2269,0.05
2.3714,1.2943,0.05
2.3747,1.3625,0.05
2.3781,1.4311,0.05
2.3814,1.5,0.05
2.3848,1.5689,0.05
2.3881,1.6375,0.05
2.3914,1.7057,0.05
2.3947,1.7731,0.05
2.3979,1.8395,0.05
2.4011,1.9047,0.05
2.4042,1.9685,0.05
2.4072,2.0308,0.05
2.4102,2.0913,0.05
2.413,2.1499,0.05
2.4158,2.2065,0.05
2.4184,2.261,0.05
2.421,2.3133,0.05
2.4234,2.3634,0.05
2.4257,2.4113,0.05
2.4279,2.4568,0.05
2.43,2.5001,0.05
2.432,2.5411,0.05
2.4339,2.5799,0.05
2.4357,2.6165,0.05
2.4374,2.651,0.05
2.439,2.6834,0.05
2.4404,2.7139,0.05
2.4418,2.7424,0.05
2.4431,2.769,0.05
2.4443,2.794,0.05
2.4455,2.8172,0.05
2.4465,2.8389,0.05
2.4475,2.8591,0.05
2.4484,2.8778,0.05
2.4492,2.8952,0.05
2.45,2.9114,0.05
2.4508,2.9264,0.05
2.4514,2.9403,0.05
2.4521,2.9531,0.05
2.4526,2.965,0.05
2.4532,2.976,0.05
2.4537,2.9861,0.05
2.4541,2.9955,0.05
2.373,0.0045,0.05
2.3735,0.013875,0.05
2.374,0.024027,0.05
2.3745,0.035015,0.05
2.375,0.046901,0.05
2.3756,0.059749,0.05
2.3763,0.07363,0.05
2.377,0.088613,0.05
2.3777,0.10477,0.05
2.3786,0.12219,0.05
2.3794,0.14094,0.05
2.3804,0.16111,0.05
2.3814,0.18278,0.05
2.3825,0.20603,0.05
2.3837,0.23096,0.05
2.3849,0.25763,0.05
2.3862,0.28615,0.05
2.3877,0.31658,0.05
2.3892,0.349,0.05
2.3908,0.38349,0.05
2.3925,0.4201,0.05
2.3943,0.4589,0.05
2.3963,0.49991,0.05
2.3983,0.54319,0.05
2.4004,0.58874,0.05
2.4027,0.63658,0.05
2.405,0.68667,0.05
2.4075,0.739,0.05
2.41,0.7935,0.05
2.4127,0.85011,0.05
2.4154,0.90872,0.05
2.4183,0.96922,0.05
2.4212,1.0315,0.05
2.4242,1.0953,0.05
2.4272,1.1605,0.05
2.4304,1.2269,0.05
2.4335,1.2943,0.05
2.4367,1.3625,0.05
2.4399,1.4311,0.05
2.4432,1.5,0.05
2.4464,1.5689,0.05
2.4496,1.6375,0.05
2.4528,1.7057,0.05
2.456,1.7731,0.05
2.4591,1.8395,0.05
2.4621,1.9047,0.05
2.4651,1.9685,0.05
2.468,2.0308,0.05
2.4709,2.0913,0.05
2.4736,2.1499,0.05
2.4763,2.2065,0.05
2.4788,2.261,0.05
2.4813,2.3133,0.05
2.4836,2.3634,0.05
2.4859,2.4113,0.05
2.488,2.4568,0.05
2.49,2.5001,0.05
2.492,2.5411,0.05
2.4938,2.5799,0.05
2.4955,2.6165,0.05
2.4971,2.651,0.05
2.4986,2.6834,0.05
2.5001,2.7139,0.05
2.5014,2.7424,0.05
2.5027,2.769,0.05
2.5038,2.794,0.05
2.5049,2.8172,0.05
2.5059,2.8389,0.05
2.5069,2.8591,0.05
2.5078,2.8778,0.05
2.5086,2.8952,0.05
2.5093,2.9114,0.05
2.51,2.9264,0.05
2.5107,2.9403,0.05
2.5113,2.9531,0.05
2.5118,2.965,0.05
2.5124,2.976,0.05
2.5128,2.9861,0.05
2.5133,2.9955,0.05
2.4374,0.0045,0.05
2.4378,0.013875,0.05
2.4383,0.024027,0.05
2.4388,0.035015,0.05
2.4393,0.046901,0.05
2.4399,0.059749,0.05
2.4405,0.07363,0.05
2.4412,0.088613,0.05
2.4419,0.10477,0.05
2.4427,0.12219,0.05
2.4435,0.14094,0.05
2.4444,0.16111,0.05
2.4454,0.18278,0.05
2.4465,0.20603,0.05
2.4476,0.23096,0.05
2.4488,0.25763,0.05
2.4501,0.28615,0.05
2.4515,0.31658,0.05
2.4529,0.349,0.05
2.4545,0.38349,0.05
2.4561,0.4201,0.05
2.4579,0.4589,0.05
2.4597,0.49991,0.05
2.4617,0.54319,0.05
2.4638,0.58874,0.05
2.4659,0.63658,0.05
2.4682,0.68667,0.05
2.4705,0.739,0.05
2.473,0.7935,0.05
2.4756,0.85011,0.05
2.4782,0.90872,0.05
2.4809,0.96922,0.05
2.4837,1.0315,0.05
2.4866,1.0953,0.05
2.4896,1.1605,0.05
2.4926,1.2269,0.05
2.4956,1.2943,0.05
2.4987,1.3625,0.05
2.5018,1.4311,0.05
2.5049,1.5,0.05
2.508,1.5689,0.05
2.5111,1.6375,0.05
2.5142,1.7057,0.05
2.5172,1.7731,0.05
2.5202,1.8395,0.05
2.5232,1.9047,0.05
2.5261,1.9685,0.05
2.5289,2.0308,0.05
2.5316,2.0913,0.05
2.5342,2.1499,0.05
2.5368,2.2065,0.05
2.5393,2.261,0.05
2.5416,2.3133,0.05
2.5439,2.3634,0.05
2.546,2.4113,0.05
2.5481,2.4568,0.05
2.5501,2.5001,0.05
2.5519,2.5411,0.05
2.5537,2.5799,0.05
2.5553,2.6165,0.05
2.5569,2.651,0.05
2.5583,2.6834,0.05
2.5597,2.7139,0.05
2.561,2.7424,0.05
2.5622,2.769,0.05
2.5633,2.794,0.05
2.5644,2.8172,0.05
2.5654,2.8389,0.05
2.5663,2.8591,0.05
2.5671,2.8778,0.05
2.5679,2.8952,0.05
2.5686,2.9114,0.05
2.5693,2.9264,0.05
2.5699,2.9403,0.05
2.5705,2.9531,0.05
2.571,2.965,0.05
2.5715,2.976,0.05
2.572,2.9861,0.05
2.5724,2.9955,0.05
2.5017,0.0045,0.05
2.5021,0.013875,0.05
2.5026,0.024027,0.05
2.503,0.035015,0.05
2.5036,0.046901,0.05
2.5041,0.059749,0.05
2.5047,0.07363,0.05
2.5054,0.088613,0.05
2.5061,0.10477,0.05
2.5068,0.12219,0.05
2.5076,0.14094,0.05
2.5085,0.16111,0.05
2.5095,0.18278,0.05
2.5105,0.20603,0.05
2.5116,0.23096,0.05
2.5127,0.25763,0.05
2.5139,0.28615,0.05
2.5153,0.31658,0.05
2.5167,0.349,0.05
2.5182,0.38349,0.05
2.5198,0.4201,0.05
2.5214,0.4589,0.05
2.5232,0.49991,0.05
2.5251,0.54319,0.05
2.5271,0.58874,0.05
2.5292,0.63658,0.05
2.5313,0.68667,0.05
2.5336,0.739,0.05
2.536,0.7935,0.05
2.5384,0.85011,0.05
2.541,0.90872,0.05
2.5436,0.96922,0.05
2.5463,1.0315,0.05
2.5491,1.0953,0.05
2.5519,1.1605,0.05
2.5548,1.2269,0.05
2.5577,1.2943,0.05
2.5607,1.3625,0.05
2.5637,1.4311,0.05
2.5666,1.5,0.05
2.5696,1.5689,0.05
2.5726,1.6375,0.05
2.5756,1.7057,0.05
2.5785,1.7731,0.05
2.5814,1.8395,0.05
2.5842,1.9047,0.05
2.587,1.9685,0.05
2.5897,2.0308,0.05
2.5923,2.0913,0.05
2.5949,2.1499,0.05
2.5973,2.2065,0.05
2.5997,2.261,0.05
2.602,2.3133,0.05
2.6041,2.3634,0.05
2.6062,2.4113,0.05
2.6082,2.4568,0.05
2.6101,2.5001,0.05
2.6118,2.5411,0.05
2.6135,2.5799,0.05
2.6151,2.6165,0.05
2.6166,2.651,0.05
2.618,2.6834,0.05
2.6193,2.7139,0.05
2.6206,2.7424,0.05
2.6217,2.769,0.05
2.6228,2.794,0.05
2.6238,2.8172,0.05
2.6248,2.8389,0.05
2.6256,2.8591,0.05
2.6265,2.8778,0.05
2.6272,2.8952,0.05
2.6279,2.9114,0.05
2.6286,2.9264,0.05
2.6292,2.9403,0.05
2.6297,2.9531,0.05
2.6302,2.965,0.05
2.6307,2.976,0.05
2.6312,2.9861,0.05
2.6316,2.9955,0.05
2.5661,0.0045,0.05
2.5665,0.013875,0.05
2.5669,0.024027,0.05
2.5673,0.035015,0.05
2.5678,0.046901,0.05
2.5684,0.059749,0.05
2.5689,0.07363,0.05
2.5696,0.088613,0.05
2.5702,0.10477,0.05
2.571,0.12219,0.05
2.5717,0.14094,0.05
2.5726,0.16111,0.05
2.5735,0.18278,0.05
2.5745,0.20603,0.05
2.5755,0.23096,0.05
2.5766,0.25763,0.05
2.5778,0.28615,0.05
2.5791,0.31658,0.05
2.5804,0.349,0.05
2.5819,0.38349,0.05
2.5834,0.4201,0.05
2.585,0.4589,0.05
2.5867,0.49991,0.05
2.5885,0.54319,0.05
2.5904,0.58874,0.05
2.5924,0.63658,0.05
2.5945,0.68667,0.05
2.5967,0.739,0.05
2.5989,0.7935,0.05
2.6013,0.85011,0.05
2.6037,0.90872,0.05
2.6063,0.96922,0.05
2.6089,1.0315,0.05
2.6115,1.0953,0.05
2.6142,1.1605,0.05
2.617,1.2269,0.05
2.6198,1.2943,0.05
2.6227,1.3625,0.05
2.6255,1.4311,0.05
2.6284,1.5,0.05
2.6313,1.5689,0.05
2.6341,1.6375,0.05
2.637,1.7057,0.05
2.6398,1.7731,0.05
2.6425,1.8395,0.05
2.6453,1.9047,0.05
2.6479,1.9685,0.05
2.6505,2.0308,0.05
2.653,2.0913,0.05
2.6555,2.1499,0.05
2.6578,2.2065,0.05
2.6601,2.261,0.05
2.6623,2.3133,0.05
2.6644,2.3634,0.05
2.6664,2.4113,0.05
2.6683,2.4568,0.05
2.6701,2.5001,0.05
2.6718,2.5411,0.05
2.6734,2.5799,0.05
2.6749,2.6165,0.05
2.6764,2.651,0.05
2.6777,2.6834,0.05
2.679,2.7139,0.05
2.6802,2.7424,0.05
2.6813,2.769,0.05
2.6823,2.794,0.05
2.6833,2.8172,0.05
2.6842,2.8389,0.05
2.685,2.8591,0.05
2.6858,2.8778,0.05
2.6865,2.8952,0.05
2.6872,2.9114,0.05
2.6878,2.9264,0.05
2.6884,2.9403,0.05
2.689,2.9531,0.05
2.6894,2.965,0.05
2.6899,2.976,0.05
2.6903,2.9861,0.05
2.6907,2.9955,0.05
2.6304,0.0045,0.05
2.6308,0.013875,0.05
2.6312,0.024027,0.05
2.6316,0.035015,0.05
2.6321,0.046901,0.05
2.6326,0.059749,0.05
2.6332,0.07363,0.05
2.6338,0.088613,0.05
2.6344,0.10477,0.05
2.6351,0.12219,0.05
2.6359,0.14094,0.05
2.6367,0.16111,0.05
2.6375,0.18278,0.05
2.6385,0.20603,0.05
2.6395,0.23096,0.05
2.6405,0.25763,0.05
2.6417,0.28615,0.05
2.6429,0.31658,0.05
2.6442,0.349,0.05
2.6455,0.38349,0.05
2.647,0.4201,0.05
2.6486,0.4589,0.05
2.6502,0.49991,0.05
2.6519,0.54319,0.05
2.6537,0.58874,0.05
2.6557,0.63658,0.05
2.6577,0.68667,0.05
2.6597,0.739,0.05
2.6619,0.7935,0.05
2.6642,0.85011,0.05
2.6665,0.90872,0.05
2.6689,0.96922,0.05
2.6714,1.0315,0.05
2.674,1.0953,0.05
2.6766,1.1605,0.05
2.6792,1.2269,0.05
2.6819,1.2943,0.05
2.6846,1.3625,0.05
2.6874,1.4311,0.05
2.6901,1.5,0.05
2.6929,1.5689,0.05
2.6956,1.6375,0.05
2.6984,1.7057,0.05
2.701,1.7731,0.05
2.7037,1.8395,0.05
2.7063,1.9047,0.05
2.7089,1.9685,0.05
2.7113,2.0308,0.05
2.7138,2.0913,0.05
2.7161,2.1499,0.05
2.7184,2.2065,0.05
2.7205,2.261,0.05
2.7226,2.3133,0.05
2.7246,2.3634,0.05
2.7265,2.4113,0.05
2.7284,2.4568,0.05
2.7301,2.5001,0.05
2.7317,2.5411,0.05
2.7333,2.5799,0.05
2.7347,2.6165,0.05
2.7361,2.651,0.05
2.7374,2.6834,0.05
2.7386,2.7139,0.05
2.7398,2.7424,0.05
2.7408,2.769,0.05
2.7418,2.794,0.05
2.7427,2.8172,0.05
2.7436,2.8389,0.05
2.7444,2.8591,0.05
2.7452,2.8778,0.05
2.7459,2.8952,0.05
2.7465,2.9114,0.05
2.7471,2.9264,0.05
2.7477,2.9403,0.05
2.7482,2.9531,0.05
2.7486,2.965,0.05
2.7491,2.976,0.05
2.7495,2.9861,0.05
2.7499,2.9955,0.05
2.6947,0.0045,0.05
2.6951,0.013875,0.05
2.6955,0.024027,0.05
2.6959,0.035015,0.05
2.6964,0.046901,0.05
2.6969,0.059749,0.05
2.6974,0.07363,0.05
2.698,0.088613,0.05
2.6986,0.10477,0.05
2.6992,0.12219,0.05
2.7,0.14094,0.05
2.7007,0.16111,0.05
2.7016,0.18278,0.05
2.7024,0.20603,0.05
2.7034,0.23096,0.05
2.7044,0.25763,0.05
2.7055,0.28615,0.05
2.7067,0.31658,0.05
2.7079,0.349,0.05
2.7092,0.38349,0.05
2.7106,0.4201,0.05
2.7121,0.4589,0.05
2.7137,0.49991,0.05
2.7153,0.54319,0.05
2.7171,0.58874,0.05
2.7189,0.63658,0.05
2.7208,0.68667,0.05
2.7228,0.739,0.05
2.7249,0.7935,0.05
2.7271,0.85011,0.05
2.7293,0.90872,0.05
